ticker,weight
FIVE,0.000536405960159442
UAL,0.000517580164634415
CSCO,0.000517235803793202
GPC,0.000507152306721946
EFX,0.00050004791499846
SHW,0.000499863577540478
ABBV,0.000497378637231001
DVN,0.000496409253283815
CRH,0.000495566825971665
VMC,0.000494894798905914
LYV,0.000464680468953862
THC,0.000455497392947284
FOX,0.00044916724210857
BKNG,0.000444415089172457
HOOD,0.000438138175831188
AEIS,0.000429775265509704
DOV,0.0004203509006543
VLO,0.0004171607082997
TTWO,0.000413542301126098
AMT,0.000411979933614443
HEI,0.000407537031582771
ORLY,0.000399808698717144
MCD,0.000399643298248546
BTSG,0.000385415929868512
AEP,0.000383917185843665
MO,0.000383516164500138
SITM,0.000374509912569542
ALAB,0.000369429920786972
PGR,0.000367874199844437
DDOG,0.000347089384508074
WAB,0.000346698918513698
ONTO,0.000345439249650809
CCL,0.000338646066944005
HWM,0.000331775676548481
HD,0.000330951377562519
HDB,0.000320948486201819
ETR,0.000304142821176852
TDG,0.000289338167160947
GTX,0.000283747031239519
BKR,0.000281640056124744
APG,0.000278418584696412
NEM,0.000277977958768513
AFRM,0.000277333961471335
EBAY,0.000267902913589732
BC,0.000260924977864386
WELL,0.000255274546943208
CPT,0.000249428015412382
ANET,0.000249029241056977
TJX,0.000247519268794254
MCK,0.000244664179183649
FN,0.000240968599543244
SLB,0.000237629917602087
HAL,0.000237042885138649
MEDP,0.00022788566849425
PLD,0.000220198097976932
DELL,0.000213121415395445
COMP,0.000211186847610659
MTDR,0.000209888451012164
LOW,0.000206584199192079
GL,0.000200988365289321
BX,0.000193673205438826
CAH,0.000192926595446142
AS,0.000189961389537694
JD,0.000187606319108466
PYPL,0.000186386439200016
OLN,0.000185759657928469
LIN,0.000185060503067372
WWD,0.000183068497323043
CROX,0.000176540913188131
NVST,0.00017632207895497
IONS,0.000174074826254492
BLCO,0.00017219514547061
GD,0.000168776111044586
CLF,0.000168772676738529
NEE,0.000164434633304816
DAR,0.000163056554454906
ADM,0.000160808242607167
ROKU,0.000157818066149773
BNY,0.000156023773723025
BIIB,0.000153384834098182
VSH,0.000152740535883299
URI,0.000152677873113579
TGT,0.000151535938390489
SEI,0.000150767812661668
TRV,0.000150397008336589
LHX,0.000147027208506638
VRTX,0.00014267352039922
BWA,0.000140070226571086
W,0.000134096157838354
KEEL,0.000132782797955828
PNC,0.000121532056071691
SRRK,0.000120976051818176
GH,0.000119654695761196
DPZ,0.000119333511730507
B,0.000117283480058807
ROL,0.000108403051479632
BIDU,0.000107227248736388
SPY,0.00010579416336987
AZO,0.000102936041233799
ALSN,0.000100716548220976
APD,9.96005321239113e-05
GNRC,9.00651072204992e-05
VSAT,8.72602523335667e-05
COR,8.49659364753668e-05
WCC,7.49731363333201e-05
BG,6.47789707115198e-05
BKD,6.44816683964562e-05
KEY,6.21615562134251e-05
TFC,5.79388473903599e-05
FLG,5.55821304011059e-05
HSY,4.90767865709184e-05
GLD,4.8975282979505e-05
UNF,4.729556049362e-05
DHI,4.49699681067063e-05
AIR,4.31928659971888e-05
NTRS,3.14653590996498e-05
J,2.59590223896404e-05
ACMR,1.98964097090089e-05
OUT,1.55560574752767e-05
