ticker,alpha,bench,sector,w0
DHI,-0.40340548523745623,4.4969968106706314e-05,Consumer Cyclical,4.776763396447772e-05
DHR,-0.3199374433212081,0.0016220353260933782,Healthcare,0.0
DIS,-0.4256814881518869,0.0015933539758124567,Communication Services,0.0
DKNG,-0.6981280526741434,0.00012135538146524162,Consumer Cyclical,0.0
DKS,-0.329921269488687,0.0015308484550915747,Consumer Cyclical,0.0006739238763147725
DLR,-0.15506451943773913,0.0005619032152461225,Real Estate,0.0
DOV,-0.15859252060602066,0.0005665248753831751,Industrials,0.00042035090091972933
DPZ,-0.46765004303218705,0.0007063598555593478,Consumer Cyclical,0.00011933352907622645
DTE,-0.2235884804158087,0.0004132504735912405,Utilities,0.0
DVN,-0.05291012677292596,0.000642422643218451,Energy,0.0004964093188372559
DXCM,-0.19522387466558797,0.000206483532205938,Healthcare,0.0
EBAY,-0.06282124693068818,0.0002679029135897319,Consumer Cyclical,0.0002940181878731725
ECHO,0.010773025564380504,0.0008464979354089376,Communication Services,0.014392775121466438
ECL,-0.2723616294693276,0.0001642609859436516,Basic Materials,0.0
EFX,-0.5200847256396338,0.002137673634536922,Industrials,0.000500048001725611
EL,-0.34130457634041395,4.981446600570809e-05,Consumer Defensive,0.0
ELV,-0.1166437190123839,0.002285819024799301,Healthcare,0.0
EMBJ,-0.10592875110823037,0.00025435720498993565,Industrials,0.0
EME,-0.04793051970081852,0.00016800245912961385,Industrials,0.0
EMR,-0.16164292497443825,0.0012615567996224993,Industrials,0.0
ENTG,0.06420494510745495,0.00012386395399509155,Technology,0.0
EOG,-0.09354870911534896,0.00025264191029231967,Energy,0.0
EQH,-0.35362557407210404,0.0009152665237778647,Financial Services,0.0
EQIX,-0.02418094360233626,0.0013954873324913582,Real Estate,0.0
ETN,-0.12049696021859317,0.0020418757618218377,Industrials,0.001235861853362213
ETR,-0.08374188953385753,0.00042469839802351155,Utilities,0.0003041428768439355
ETSY,0.15713741835899103,0.000636853856821466,Consumer Cyclical,0.0
EW,-0.2354825274709473,0.0001224426944418763,Healthcare,0.0
FAST,-0.2977475855346979,7.918944323791342e-05,Industrials,0.0
FBIN,-0.39930766441269894,0.0005548400320769275,Industrials,0.0
FCX,0.06352178734777833,0.003960286360237203,Basic Materials,0.004430960821211902
FDS,-0.5146370487744235,0.00022009373118838968,Financial Services,0.0
FDX,0.27285431514202096,0.0008783835949888096,Industrials,0.0009102825864315398
FERG,-0.2589153402021374,0.0018140988967178112,Industrials,0.0
FFIV,-0.050482981386546624,0.00010764561701956516,Technology,0.0
FICO,-0.49589327876209544,0.0004208019266872675,Technology,0.0
FISV,-0.7786628279027251,0.00118575790622105,Unknown,0.0
FIVE,0.12100202360065498,0.0005364059601594422,Consumer Cyclical,0.0006957451332500629
FIX,0.9071161168575418,0.00018369936701731907,Industrials,0.014544366226511096
FLG,-0.19119910752455818,5.7648781607657205e-05,Financial Services,5.558218511261926e-05
FLR,-0.10134418666201178,0.0001954979986922431,Industrials,0.0
FLS,0.07058076705084407,0.0005655534119049301,Industrials,0.0
FN,-0.027142101788370506,0.0004558609547034285,Technology,0.00024096860546847518
FOX,-0.3135985878155671,0.0005457818009093979,Communication Services,0.000449167237319401
FR,-0.0438307636695997,5.7155407117557044e-05,Real Estate,0.0
FROG,0.2184045205063288,0.0004201981993294054,Technology,0.0
FRPT,-0.22857531488103291,0.00015945107709836175,Consumer Defensive,0.0
FSLR,-0.21677380771600946,4.2523408845476076e-05,Technology,0.0
FTAI,-0.0010429192669575223,7.806525457505862e-05,Industrials,0.0
FTNT,0.5761554481222146,0.0007008241010509412,Technology,0.0
FUN,-0.47492970361327397,0.00024633649680692166,Consumer Cyclical,0.0
FWONA,-0.2855805371093312,0.0013575881488772277,Communication Services,0.0017308560363302145
GD,-0.11834775522079916,0.0003457481765214508,Industrials,0.00016877612594181284
GE,-0.02653058543660379,0.02075367473918247,Industrials,0.011034558233366644
GEHC,-0.3443479258840328,0.0010529451360395661,Healthcare,0.0
GEV,0.22089768972009052,0.007814533651137932,Industrials,0.01891079396700359
GH,0.8581721630571739,0.00011965469576119591,Healthcare,0.0
GL,-0.02834561122615271,0.0002798983289120122,Financial Services,0.00020098833239253153
GLD,-0.1460438963926522,4.897528297950501e-05,Unknown,0.00011427641189907908
GLUE,1.703267008280561,0.0001231367809405226,Healthcare,0.0
GLW,0.5929111582890213,0.0015537213180462194,Technology,0.0010387571267589245
GM,0.14873941079899375,0.0013230097424847688,Consumer Cyclical,0.0017794117890647845
GNRC,-0.23070740227462036,0.00016841742612706378,Industrials,9.006510852060793e-05
GOOG,0.26628377671383785,0.0717493894058262,Communication Services,0.048463379341547666
GPC,-0.34409960684311613,0.000511822089622818,Consumer Cyclical,0.0005071520565863981
GPN,-0.316076312169316,0.0021014494933715034,Industrials,0.0
GS,0.031661545981331266,0.006622896301086139,Financial Services,0.0061134949983262825
GTLB,-0.5116251606830938,0.0002725479235161921,Technology,0.0
GTX,0.8855362373858795,0.00028374703123951954,Consumer Cyclical,0.0002706160939643514
HAL,0.08466913084902139,0.00023704288513864939,Energy,0.00041241208649418304
HCA,-0.28004079630751455,0.000533720837733022,Healthcare,0.0006503821722360028
HD,-0.41472768736682064,0.004938197145330561,Consumer Cyclical,0.00033095138308571333
HDB,-0.5491147410125768,0.000390387983765165,Financial Services,0.0003209484877637324
HEI,-0.16651544241391653,0.0004278600206683848,Industrials,0.00040753700412218634
HII,-0.10392163283031526,7.037858692812311e-05,Industrials,0.0
HLT,-0.15044949039597763,0.0007983780528649747,Consumer Cyclical,0.00106401464521823
HON,-0.16993754523754587,0.0001191188541405728,Industrials,0.0
HOOD,-0.4193785337287424,0.0004381381758311884,Financial Services,0.00651327572831886
HPE,0.6660417742429376,0.0015179519741635914,Technology,0.0
HRI,-0.14896459635138032,0.00010138174559072434,Industrials,0.0
HSIC,-0.09375316279115888,6.850415729978555e-05,Healthcare,0.0
HSY,-0.30415474009493815,4.907678657091845e-05,Consumer Defensive,0.0001260255871910996
HTZ,-0.8711838022584828,1.0518780311883998e-05,Industrials,0.0
HUM,-0.10746411267312624,0.0020584071778236364,Healthcare,0.0
HUT,2.179020303933203,0.0018866171968123125,Financial Services,0.0
HWM,0.22465053882604308,0.00033177567654848144,Industrials,0.00010486078054413122
IBKR,0.057558459446431384,0.00082785615833373,Financial Services,0.0014764868829146717
ICE,-0.3848992101687843,0.0029735820244652144,Financial Services,0.002818617731079354
IDXX,-0.3934246256946804,0.0007969596642015092,Healthcare,0.0011634598661954556
IEX,0.060257785473640364,0.00025528802927698074,Industrials,0.0
INSM,-0.506900605477684,0.00032112208912823893,Healthcare,0.0
INTC,1.9169024733021258,0.003326199256145586,Technology,0.0007948014340349137
INTU,-0.7064076784660401,0.0003852718737288497,Technology,0.0
IONS,-0.10861893223614734,0.00018340989915869394,Healthcare,0.0001740748145050419
IOT,-0.2573496986246528,0.00042085410752151965,Technology,0.0
IQV,-0.09432078821013515,0.002062123431426183,Healthcare,0.0
ISRG,-0.4889593515500113,0.0025479738431029484,Healthcare,0.0013289598631926571
ITT,-0.15231721193913736,0.00011583915601138678,Industrials,0.0
J,-0.3394880363028796,6.0665950920445755e-05,Industrials,2.5959025462719268e-05
JCI,0.02639261884397251,0.0027175379569217297,Industrials,0.0020976598188837034
JD,-0.20118533909646058,0.00018760631910846626,Consumer Cyclical,0.000267625639247885
JNJ,0.10135468396848296,0.00469906904353432,Healthcare,0.00459301362898435
JPM,-0.12869480824991963,0.007151701323098714,Financial Services,0.007643348369930064
KDP,-0.19672832376045693,0.0028198014773790593,Consumer Defensive,0.0
KEEL,1.313665000631507,0.00013278279795582825,Technology,0.0
KEY,-0.10693312126117173,0.00010631645058695917,Financial Services,6.216148843743312e-05
KEYS,0.4918951845174598,0.0003824936066896209,Technology,0.0
KHC,-0.30560983365717265,0.007003055436216293,Consumer Defensive,0.0
KKR,-0.5015618133068616,0.0012103541349941808,Financial Services,0.0014434689074912925
KLAC,0.6164222222527687,0.0006212462198527238,Technology,0.0
KO,-0.03423990310773174,0.02937689113165621,Consumer Defensive,0.025293204061491138
KR,-0.39301314384695524,0.0019171165250010508,Consumer Defensive,0.0018670350178294918
KRC,-0.28963305161146746,0.00045808660151823953,Real Estate,0.0
KSPI,-0.29325750676488815,0.00036499275246384565,Technology,0.0
KVUE,-0.3128852528923207,0.000755497521051493,Consumer Defensive,0.0
LAD,-0.1595037946551859,0.001132505787628399,Consumer Cyclical,0.0
LAMR,-0.022243137115955,0.000218126838580692,Real Estate,0.0
LFUS,0.2976109417167087,0.00021212768864125895,Technology,0.0
LHX,-0.2712636759584903,0.0002268890614543648,Industrials,0.00014702722134113353
LII,-0.483422588520521,0.0008310229521676973,Industrials,0.0
LIN,-0.2716782284849125,0.001926693964395542,Basic Materials,0.00018506052963991054
LITE,3.0,0.0005297936980166605,Technology,0.021999307709120678
LKQ,-0.5184075711022715,0.0003738066043732647,Consumer Cyclical,0.0
LLY,0.18560783561480612,0.007109169433981464,Healthcare,0.005714721276554439
LLYVB,-0.3197921983430768,0.001789625806991753,Communication Services,0.0
LMT,-0.027804587903116455,0.0002572077960714137,Industrials,0.0
LOW,-0.42771307617550286,0.000504674541074628,Consumer Cyclical,0.00020658415900465387
LRCX,1.2968417501150613,0.006686516280536779,Technology,0.0036300804367173927
LSCC,0.4265829192096952,0.00017455266444073593,Technology,0.0
LULU,-0.6179978750545906,0.00011244537396819461,Consumer Cyclical,0.0
LUV,0.03651715144753593,0.0011272038778100328,Industrials,0.0007649852125742235
LW,-0.335800063321643,0.0004500692955232271,Consumer Defensive,0.0
LYV,-0.2454567354066673,0.0004646804689538625,Communication Services,0.0006686462558657378
MA,-0.30822297575123786,0.006382761700023237,Financial Services,0.007383686560758657
MAR,0.04308786390203965,0.001075631906229362,Consumer Cyclical,0.0013352553819842084
MAS,-0.29273962233750667,0.0006261351272813235,Industrials,0.0
MCD,-0.37703981228177813,0.0009189134933550077,Consumer Cyclical,0.0003996433792091389
MCHP,-0.14788484805924632,0.0001717421462309386,Technology,0.0
MCK,-0.07780406456075606,0.00024466417918364905,Healthcare,0.00036491666962798133
MCO,-0.3278568656303936,0.016368019227983147,Financial Services,0.010694670002990115
MDB,-0.22641845355652412,0.00036397258806948,Technology,0.0
MDLZ,-0.24260916545308422,0.0003721725291198182,Consumer Defensive,0.0
MDT,-0.32347941559546,0.0003259564146303262,Healthcare,0.0
MEDP,-0.10898736541406659,0.00022788566849425026,Healthcare,0.00029306456014314763
MELI,-0.47847905453305095,0.001381711511101943,Consumer Cyclical,0.0010402961871654565
META,-0.48116661878299977,0.014122088196739825,Communication Services,0.012138710175467434
MGM,-0.18277271732486763,0.0004198526470464786,Consumer Cyclical,0.0
MHK,-0.3415699180204205,0.00015793333566180767,Consumer Cyclical,0.0
MKL,-0.3146365935242307,0.0002355676501247719,Financial Services,0.0
MKSI,1.252693849267945,0.0011688312991335794,Technology,0.00032957807889301405
MLM,-0.399501547592815,0.001207503328660035,Basic Materials,0.0
MNST,0.1599536924826797,0.0006732571454364834,Consumer Defensive,0.0
MO,-0.2131352161229663,0.0004752947257824577,Consumer Defensive,0.0003835163436550874
MPC,0.35616592008553943,0.00015429850223508542,Energy,0.0012197697525047854
MPWR,0.30140625250581254,0.0002455688109793863,Technology,0.0
MRK,0.20487830499146534,0.0058798145129206935,Healthcare,0.006415224311028948
MRSH,-0.3311033181619104,0.0015188822295685855,Financial Services,0.0
MRVL,1.335601113270003,0.0005726313988201092,Technology,0.0
MS,0.06699914811419583,0.006051737886522844,Financial Services,0.005003443153809149
MSCI,-0.2675010734201925,0.0010627425662232198,Financial Services,0.0
MSFT,-0.3454329712639812,0.018149279997690785,Technology,0.018089739405159035
MSI,-0.33751876320938823,0.00017010707671516877,Technology,0.0
MTDR,-0.2708559741695303,0.0002098884510121641,Energy,0.00026174813819016375
MTSI,0.4997691148349011,0.0003788789540546949,Technology,0.0
MTZ,0.08167797298609027,0.0008217549410458961,Industrials,0.0005024249630396318
MU,3.0,0.012827041409861047,Technology,0.021141803827885282
NBIS,1.170787511608233,0.002201076971573234,Communication Services,0.0
NDAQ,-0.2772860164996391,0.000601091383940667,Financial Services,0.0
NEE,-0.09424328569577523,0.0003799948366979346,Utilities,0.00016443455811582355
NEM,-0.06077736261138951,0.00028809538540576463,Basic Materials,0.000277978051837225
NET,-0.008921371296175493,0.000917261803258235,Technology,0.0
NFLX,-0.6134268148887503,0.004715893302249074,Communication Services,0.0038000683027439182
NKE,-0.6456470416957264,0.0005455117681458265,Consumer Cyclical,0.0
NOC,-0.3366213701840269,0.0002304180136312483,Industrials,0.0
NOW,-0.6031117246951866,0.0014732072662655257,Technology,0.0
NSC,-0.10827458710780047,0.000977883533422256,Industrials,0.0
NTAP,0.21362184894663694,0.00012570313514487732,Technology,0.0
NTNX,-0.38202181683307496,0.00017725483966184933,Technology,0.0
NTR,-0.10518212267952066,2.4875558401931792e-05,Basic Materials,0.0
NTRA,0.1982953823728074,0.001589832029597408,Healthcare,0.0019148053227284055
NTRS,0.05827425064163727,3.146535909964982e-05,Financial Services,7.062479292299986e-05
NU,-0.30861344569569077,0.002390655910547884,Financial Services,0.002841661926547785
NVDA,-0.15745516038220564,0.03178882157038994,Technology,0.02821140212448894
NVO,-0.39304155004002506,0.0007394245146480909,Healthcare,0.0
NVR,-0.4802392194709052,0.00029357174896972035,Consumer Cyclical,0.0
NVS,-0.06198087157240484,0.0022289472771350443,Healthcare,0.0021115590209024367
NVST,-0.04736532951361638,0.00017632207895497005,Healthcare,0.00025316668740195636
NXPI,-0.2883825863512736,0.00028833575088496,Technology,0.0
NYT,-0.06620662571106412,0.0012984752784146766,Communication Services,0.0015208817189379224
OLN,-0.4439532482648981,0.0001857596579284697,Basic Materials,0.00021725727610307158
ON,0.24242500068724343,0.0001511762161611002,Technology,0.0
ONTO,0.8880517239992156,0.00034543924965080877,Technology,0.0
ORCL,-0.6237094205737995,0.002653072363344344,Technology,0.0
ORLY,-0.3952054590620016,0.0003998086987171445,Consumer Cyclical,0.0005277385435643926
OUT,0.36146462477671665,1.5556057475276662e-05,Real Estate,0.0
P,-0.2873940011158825,9.201004930880371e-05,Technology,0.0
PANW,0.32052115500022477,0.0023324922069747245,Technology,0.0
PAYC,-0.5044842252723721,0.000461592437950283,Technology,0.0
PAYX,-0.38469859290474534,0.00019983532457596546,Technology,0.0
PEP,-0.3022870188961272,0.00168349205039835,Consumer Defensive,0.0018920545300399004
PFE,-0.2169482470186677,0.002500917193424661,Healthcare,0.0
PFGC,-0.17858080806035864,0.0011630242288873664,Consumer Defensive,0.0
PG,-0.3257781260473758,0.002461385043279159,Consumer Defensive,0.0
PGR,-0.3548969945982154,0.0003678741998444369,Financial Services,0.0006198297218716744
PH,-0.041053130726223214,0.000875999597377996,Industrials,0.0
PHM,-0.31076615769705423,8.795232041136256e-05,Consumer Cyclical,0.0
PLD,-0.0288915540345657,0.00033471487058231013,Real Estate,0.0002201980199657113
PLNT,-0.6622394323635357,0.00047840760309399323,Consumer Cyclical,0.0
PLTR,-0.45744199324994383,0.0005189871633257224,Technology,0.0008887507923209852
PM,-0.13385249655847573,0.0016542263950419613,Consumer Defensive,0.0019975363403125757
PNC,-0.08416850279175866,0.00012153205607169097,Financial Services,0.0012970611731589986
PRMB,-0.3481070468996453,0.00046052924266840696,Consumer Defensive,0.0
PSX,0.22394863801795228,0.0032885822183826613,Energy,0.007233892321618909
PTGX,0.7860005494540545,0.0006983795157933444,Healthcare,0.0010972505589747462
PWR,0.3412516083196502,0.0006827938115339457,Industrials,0.00036261378216507643
PYPL,-0.4274599144437171,0.0002372576304252968,Financial Services,0.00018638657800979834
QCOM,-0.3334337886895443,0.0015326002675751416,Technology,0.0
QRVO,-0.2839483304819778,0.0005253185292786199,Technology,0.0
RBRK,-0.43781966913680054,6.696230671024535e-05,Technology,0.0
RCL,-0.3711896507072789,0.00017812311340278218,Consumer Cyclical,0.0
RDDT,-0.5878252683937095,0.001647645515371481,Communication Services,0.0015109544758762695
RIO,0.1949642545021834,0.0017356989814739877,Basic Materials,0.0017956246793808185
RIOT,0.09613378400306674,0.0008167768814289717,Financial Services,0.0
RKT,-0.5057005977603809,0.000606331427408901,Financial Services,0.0006998807627684199
RMBS,-0.09247112005883365,8.750813201006305e-05,Technology,0.0
RMD,-0.46622170856562795,8.969510338718036e-05,Healthcare,0.0
ROIV,1.2158354384583547,0.001105012723471451,Healthcare,0.0010326705180675447
ROK,0.05253844990018722,0.0005589055280081367,Industrials,0.0
ROKU,0.12534908000918488,0.00015781806614977335,Communication Services,0.00012824517921749528
ROL,-0.5446873917669932,0.0001873188466079058,Consumer Cyclical,0.00010840296922578327
ROP,-0.4850738786577659,0.001211492549125019,Technology,0.0
RRX,0.031187670512097965,0.0006930257625407414,Industrials,0.0
