ticker,weight
PLD,0.00022019809797693194
PLNT,0.0
PLTR,0.0
PM,0.0016542263950419613
PNC,0.00012153205607169097
PRMB,0.0
PSX,0.007233894182747678
PTGX,0.0006983795157933444
PWR,0.0006827938115339457
PYPL,0.00018638643920001615
QCOM,0.0
QRVO,0.0
RBRK,0.0
RCL,0.0
RDDT,0.0015109545653062728
RIO,0.0017356989814739877
RIOT,0.0008167768814289717
RKT,0.000606331427408901
RMBS,0.0
RMD,0.0
ROIV,0.001105012723471451
ROK,0.0
ROKU,0.00015781806614977335
ROL,0.00010840305147963251
ROP,0.0
RRX,0.0
RSP,0.0
RTX,0.0033581826446962373
RVMD,0.022354980852458878
SANM,0.0
SAP,0.0
SBUX,0.0015654555823400125
SCHW,0.005867013422237518
SE,0.002347862150330721
SEI,0.00015076781266166783
SGI,0.0006875437605795749
SGOV,0.0
SHEL,0.0020159450561961145
SHOP,0.0
SHW,0.0004998635775404786
SITM,0.00037450991256954215
SKY,0.0
SLB,0.0002376299176020876
SMTC,0.0
SN,0.0
SNDK,0.027126569748981946
SNOW,0.0
SNPS,0.0
SO,0.0
SOLV,0.0
SPGI,0.0030402487528801794
SPOT,0.0030074493006899843
SPY,0.00010579416336987272
SRRK,0.00012097605181817651
SSNC,0.0
STM,0.0
STT,0.0010760750897272663
STX,0.022500148329686692
STZ,0.0
SU,0.004749349428200892
SW,0.0
SYF,0.0
SYK,0.0
SYY,0.0
TAP,0.0
TDG,0.00028933816716094664
TDY,0.0
TECH,0.0
TEL,0.0
TFC,5.793884739035994e-05
TGT,0.00015153593839048888
THC,0.0004554973929472844
TJX,0.0002475192687942545
TLN,0.0007211824387144549
TMO,0.0
TMUS,0.0
TOST,0.0
TPR,0.0009431207571404691
TRGP,0.0019360131740477535
TRV,0.00015039700833658948
TSLA,0.0022266686556456352
TSM,0.014549834866752416
TSN,0.0010728447446423902
TTMI,0.0012597355630284595
TTWO,0.0004135423011260981
TWLO,0.0
TXN,0.0
U,0.0
UAL,0.0005175801646344156
UBER,0.0
UBS,0.0
UNF,4.729556049361997e-05
UNH,0.0
UNP,0.0
UPS,0.0
URI,0.00015267787311357882
USFD,0.0010484596903958107
V,0.01569967110000968
VECO,0.0
VEEV,0.0
VLO,0.00041716070829969973
VLTO,0.0
VMC,0.000494894798905914
VRSK,0.0
VRSN,0.0
VRT,0.0007685708012958047
VRTX,0.0001426735203992198
VSAT,8.726025233356679e-05
VSEC,0.0
VSH,0.00015274053588329938
VST,0.0005820604650630983
VZ,0.0
W,0.00013409615783835423
WAB,0.000346698918513698
WAT,0.0
WBD,0.0027103503961459744
WCC,7.497313633332012e-05
WDAY,0.0
WDC,0.020701441376514224
WEC,0.0
WELL,0.0002552745469432081
WEN,0.0
WFC,0.0017585265849926672
WGO,0.0
WMT,0.004756391260365224
WRBY,0.0
WSO,0.0
WTW,0.0011181727249613622
WWD,0.00018306849732304295
WY,0.0
XEL,0.0
XOM,0.004514213383602066
XYZ,0.0
YUM,0.0
ZBH,0.0
ZTS,0.0
AA,0.0
ADPT,0.0
AJG,0.0
ALL,0.0
ALLY,0.0
AMKR,0.0
ATRO,0.0
AVAV,0.0
CBOE,0.0
CNQ,0.0
DD,0.0
DNTH,0.0
DOCN,0.0
ENS,0.0
EQT,0.0
EWY,0.0
EXPE,0.0
FITB,0.0
FLUT,0.0
GMED,0.0
HAS,0.0
HBAN,0.0
HR,0.0
HUN,0.0
IWM,0.0
KGC,0.0
NAMS,0.0
NRG,0.0
NUE,0.0
NWS,0.0
OXY,0.0
PDD,0.0
RBLX,0.0
REGN,0.0
RL,0.0
RNR,0.0
ROST,0.0
SIRI,0.0
SMH,0.0
SPB,0.0
SRE,0.0
TECK,0.0
USB,0.0
WPM,0.0
WST,0.0
XPO,0.0
