Date,AGG,DBC,EFA,GLD,SPY,TLT,VNQ
1998-08-31,,,,,59.10852813720703,,
1998-09-30,,,,,62.87018585205078,,
1998-10-31,,,,,67.9677734375,,
1998-11-30,,,,,71.75236511230469,,
1998-12-31,,,,,76.4465103149414,,
1999-01-31,,,,,79.13941955566406,,
1999-02-28,,,,,76.60153198242188,,
1999-03-31,,,,,79.77800750732422,,
1999-04-30,,,,,82.80758666992188,,
1999-05-31,,,,,80.91410827636719,,
1999-06-30,,,,,85.39502716064453,,
1999-07-31,,,,,82.74589538574219,,
1999-08-31,,,,,82.31739044189453,,
1999-09-30,,,,,80.47864532470703,,
1999-10-31,,,,,85.63554382324219,,
1999-11-30,,,,,87.06141662597656,,
1999-12-31,,,,,92.03352355957031,,
2000-01-31,,,,,87.451416015625,,
2000-02-29,,,,,86.11981964111328,,
2000-03-31,,,,,94.46609497070312,,
2000-04-30,,,,,91.1484375,,
2000-05-31,,,,,89.71533203125,,
2000-06-30,,,,,91.48106384277344,,
2000-07-31,,,,,90.04463958740234,,
2000-08-31,,,,,95.92823791503906,,
2000-09-30,,,,,90.66539001464844,,
2000-10-31,,,,,90.24122619628906,,
2000-11-30,,,,,83.50446319580078,,
2000-12-31,,,,,83.06807708740234,,
2001-01-31,,,,,86.76121520996094,,
2001-02-28,,,,,78.48528289794922,,
2001-03-31,,,,,74.0871353149414,,
2001-04-30,,,,,80.41716766357422,,
2001-05-31,,,,,79.96636199951172,,
2001-06-30,,,,,78.06085968017578,,
2001-07-31,,,,,77.26494598388672,,
2001-08-31,,,21.252370834350586,,72.68063354492188,,
2001-09-30,,,19.207923889160156,,66.74767303466797,,
2001-10-31,,,19.55829429626465,,67.61685943603516,,
2001-11-30,,,20.212390899658203,,72.88941192626953,,
2001-12-31,,,20.335596084594727,,73.30050659179688,,
2002-01-31,,,19.159446716308594,,72.58222961425781,,
2002-02-28,,,19.389570236206055,,71.2803955078125,,
2002-03-31,,,20.471973419189453,,73.65193176269531,,
2002-04-30,,,20.783905029296875,,69.36863708496094,,
2002-05-31,,,20.894704818725586,,68.95702362060547,,
2002-06-30,,,20.207761764526367,,63.86747741699219,,
2002-07-31,,,18.281591415405273,,58.83348083496094,35.99617385864258,
2002-08-31,,,18.102609634399414,,59.23360061645508,37.980690002441406,
2002-09-30,,,16.227575302124023,,53.022830963134766,39.598350524902344,
2002-10-31,,,16.849746704101562,,57.3857421875,38.13547134399414,
2002-11-30,,,17.79578399658203,,60.925376892089844,37.78608322143555,
2002-12-31,,,17.199914932250977,,57.47883987426758,39.49606704711914,
2003-01-31,,,16.459875106811523,,56.06512451171875,39.26860046386719,
2003-02-28,,,16.112430572509766,,55.30941390991211,40.48489761352539,
2003-03-31,,,15.738934516906738,,55.427818298339844,39.93242645263672,
2003-04-30,,,17.33888816833496,,60.117645263671875,40.35104751586914,
2003-05-31,,,18.45763397216797,,63.41426086425781,42.901084899902344,
2003-06-30,,,18.81549644470215,,64.08972930908203,42.1259651184082,
2003-07-31,,,19.10039710998535,,65.24510955810547,37.92146301269531,
2003-08-31,,,19.729257583618164,,66.5908203125,38.416534423828125,
2003-09-30,49.16971206665039,,20.325117111206055,,65.86461639404297,40.69633102416992,
2003-10-31,48.71006393432617,,21.6453800201416,,69.39012145996094,39.462703704833984,
2003-11-30,48.87295913696289,,22.192598342895508,,70.1479263305664,39.596656799316406,
2003-12-31,49.35152053833008,,24.13167953491211,,73.67727661132812,40.12858200073242,
2004-01-31,49.56890106201172,,24.403377532958984,,75.13383483886719,40.875274658203125,
2004-02-29,50.134727478027344,,24.96442222595215,,76.15348815917969,41.808040618896484,
2004-03-31,50.477577209472656,,24.982053756713867,,75.14479064941406,42.397972106933594,
2004-04-30,49.06096649169922,,24.135204315185547,,73.72293090820312,39.75430679321289,
2004-05-31,48.875465393066406,,24.410436630249023,,74.98532104492188,39.65175247192383,
2004-06-30,49.23146438598633,,25.22905921936035,,76.37264251708984,40.06944274902344,
2004-07-31,49.68680953979492,,24.15284538269043,,73.91204071044922,40.68310546875,
2004-08-31,50.491031646728516,,24.4404296875,,74.09208679199219,42.37785720825195,
2004-09-30,50.75210952758789,,24.9467716217041,,74.83575439453125,42.780189514160156,19.652324676513672
2004-10-31,51.191871643066406,,25.820079803466797,,75.79996490478516,43.53512954711914,20.766931533813477
2004-11-30,50.8134880065918,,27.39028549194336,45.119998931884766,79.17439270019531,42.49217987060547,21.588214874267578
2004-12-31,51.218650817871094,,28.706857681274414,43.79999923706055,81.55918884277344,43.621952056884766,22.614824295043945
2005-01-31,51.468753814697266,,28.160493850708008,42.220001220703125,79.73058319091797,45.17860412597656,20.67927360534668
2005-02-28,51.27762222290039,,29.226369857788086,43.529998779296875,81.39725494384766,44.51353073120117,21.335111618041992
2005-03-31,50.77803421020508,,28.45964241027832,42.81999969482422,79.90829467773438,44.31114196777344,20.9708309173584
2005-04-30,51.65285110473633,,27.999265670776367,43.349998474121094,78.41120910644531,46.02383041381836,22.18084144592285
2005-05-31,52.08034133911133,,27.757431030273438,41.650001525878906,80.93794250488281,47.46791076660156,22.961881637573242
2005-06-30,52.53672790527344,,28.155115127563477,43.439998626708984,81.06060791015625,48.495479583740234,24.017534255981445
2005-07-31,51.99271011352539,,28.998857498168945,42.81999969482422,84.16207885742188,46.855960845947266,25.731904983520508
2005-08-31,52.60698318481445,,30.11130142211914,43.400001525878906,83.37310791015625,48.484901428222656,24.68855094909668
2005-09-30,52.114349365234375,,31.2237491607666,46.70000076293945,84.04219818115234,46.73318099975586,25.018566131591797
2005-10-31,51.59792709350586,,30.229534149169922,46.400001525878906,82.05451965332031,45.6859016418457,24.298433303833008
2005-11-30,51.79116439819336,,30.928180694580078,49.099998474121094,85.6610336303711,46.00127410888672,25.30828285217285
2005-12-31,52.37855911254883,,32.53105926513672,51.58000183105469,85.49710083007812,47.3729248046875,25.314409255981445
2006-01-31,52.34727096557617,,34.4085807800293,56.70000076293945,87.55023956298828,46.738834381103516,27.222776412963867
2006-02-28,52.43148422241211,18.46367835998535,34.1677360534668,56.06999969482422,88.0515365600586,47.25669860839844,27.72854995727539
2006-03-31,51.97664260864258,18.97897720336914,35.536197662353516,58.099998474121094,89.5047378540039,45.09709930419922,29.035959243774414
2006-04-30,51.899200439453125,20.31083869934082,37.238548278808594,65.08999633789062,90.63533782958984,43.855838775634766,28.048439025878906
2006-05-31,51.796138763427734,20.231557846069336,35.81535720825195,64.2300033569336,87.90530395507812,43.772132873535156,27.2917537689209
2006-06-30,51.71282958984375,20.057147979736328,35.79346466064453,61.22999954223633,88.13453674316406,44.287925720214844,28.645694732666016
2006-07-31,52.43110656738281,20.5010986328125,36.083580017089844,63.15999984741211,88.52931213378906,45.2459831237793,29.760412216186523
2006-08-31,53.265262603759766,19.81931495666504,37.003177642822266,62.290000915527344,90.46121215820312,46.62874221801758,30.797359466552734
2006-09-30,53.804012298583984,18.986906051635742,37.08529281616211,59.470001220703125,92.90379333496094,47.52168273925781,31.402807235717773
2006-10-31,54.173004150390625,19.17717170715332,38.47565460205078,60.2400016784668,95.83182525634766,47.92401123046875,33.29570007324219
2006-11-30,54.74827575683594,20.437679290771484,39.657997131347656,64.38999938964844,97.73743438720703,49.030174255371094,34.88764190673828
2006-12-31,54.41949462890625,19.963537216186523,40.92594528198242,63.209999084472656,99.04435729980469,47.708492279052734,34.244808197021484
2007-01-31,54.38132858276367,19.484346389770508,41.49606704711914,64.83000183105469,100.533935546875,47.23373031616211,37.25122833251953
2007-02-28,55.265228271484375,20.4752140045166,41.44575500488281,66.4800033569336,98.5617904663086,48.83445358276367,36.24614334106445
2007-03-31,55.15739822387695,20.613285064697266,42.64750289916992,65.73999786376953,99.7040023803711,48.00412368774414,35.494056701660156
2007-04-30,55.482704162597656,20.767602920532227,44.24607849121094,67.08999633789062,104.12045288085938,48.438568115234375,35.4493408203125
2007-05-31,54.9737434387207,20.718870162963867,45.291297912597656,65.54000091552734,107.65223693847656,47.317787170410156,35.315155029296875
2007-06-30,54.76662826538086,20.873186111450195,45.14596939086914,64.2699966430664,106.07827758789062,46.83824157714844,32.1340446472168
2007-07-31,55.35440444946289,21.271156311035156,44.1119384765625,65.79000091552734,102.75695037841797,48.392799377441406,29.479982376098633
2007-08-31,56.06254959106445,20.86506462097168,43.83245086669922,66.5199966430664,104.07560729980469,49.257904052734375,31.468276977539062
2007-09-30,56.417335510253906,22.83055305480957,46.16325759887695,73.51000213623047,108.10478973388672,49.370330810546875,32.7009391784668
2007-10-31,56.98601531982422,24.771677017211914,48.125160217285156,78.62000274658203,109.57147979736328,50.266990661621094,33.38737106323242
2007-11-30,58.0137825012207,24.61736297607422,46.38125228881836,77.31999969482422,105.32748413085938,52.956871032714844,30.22527503967285
2007-12-31,58.00840377807617,26.26776885986328,44.99849319458008,82.45999908447266,104.14136505126953,52.62446975708008,28.58917999267578
2008-01-31,59.350120544433594,27.03349494934082,41.467403411865234,91.4000015258789,97.84487915039062,53.727394104003906,28.36591148376465
2008-02-29,59.25510025024414,30.046470642089844,41.043216705322266,96.18000030517578,95.31633758544922,53.48276138305664,27.463485717773438
2008-03-31,59.33198547363281,29.77180290222168,41.215179443359375,90.41000366210938,94.4639892578125,54.626670837402344,29.244577407836914
2008-04-30,59.52634811401367,31.569599151611328,43.45651626586914,86.6500015258789,98.96635437011719,53.2685546875,31.11014175415039
2008-05-31,58.77317428588867,33.75025177001953,43.972408294677734,87.44999694824219,100.46236419677734,51.8365364074707,31.044523239135742
2008-06-30,58.664485931396484,37.27093505859375,40.10863494873047,91.4000015258789,92.06610870361328,53.212100982666016,27.749025344848633
2008-07-31,58.8956298828125,33.62541198730469,38.77694320678711,90.08000183105469,91.23887634277344,53.01660919189453,28.61351776123047
2008-08-31,59.33251953125,31.4281005859375,37.12983703613281,81.70999908447266,92.6488265991211,54.46886444091797,29.29275131225586
2008-09-30,58.288482666015625,28.20705795288086,32.883602142333984,85.06999969482422,83.92378234863281,55.272769927978516,29.25651741027832
2008-10-31,56.95887756347656,21.132402420043945,26.032360076904297,71.33999633789062,70.06067657470703,54.244327545166016,19.974302291870117
2008-11-30,58.68143844604492,18.51894187927246,24.373584747314453,80.30999755859375,65.18401336669922,62.02375411987305,15.436657905578613
2008-12-31,62.59111022949219,17.914823532104492,26.53512954711914,86.5199966430664,65.82256317138672,70.49139404296875,18.01626205444336
2009-01-31,61.3476448059082,17.1201114654541,22.891427993774414,91.30999755859375,60.4176139831543,61.27761459350586,14.857860565185547
2009-02-28,60.70027542114258,16.156314849853516,20.51355743408203,92.62999725341797,53.9257698059082,60.33889389038086,11.808192253112793
2009-03-31,61.369747161865234,16.90875244140625,22.234848022460938,90.27999877929688,58.418373107910156,62.781028747558594,12.23818302154541
2009-04-30,61.68593215942383,16.891843795776367,24.796083450317383,87.2699966430664,64.22201538085938,58.41642379760742,15.99329948425293
2009-05-31,62.12372970581055,19.639514923095703,28.067140579223633,96.19999694824219,67.97602081298828,56.25802993774414,16.41165542602539
2009-06-30,62.385074615478516,19.123802185058594,27.672815322875977,91.18000030517578,67.9314956665039,56.680545806884766,15.886975288391113
2009-07-31,63.17683410644531,19.478883743286133,30.45157814025879,93.3499984741211,72.99958038330078,57.007080078125,17.598115921020508
2009-08-31,63.94770812988281,18.692625045776367,31.822832107543945,93.4000015258789,75.6961441040039,58.278873443603516,20.118724822998047
2009-09-30,64.70757293701172,18.650352478027344,33.03099060058594,98.8499984741211,78.38008880615234,59.71138381958008,21.445096969604492
2009-10-31,64.85107421875,19.94387435913086,32.19735336303711,102.52999877929688,76.87324523925781,58.149253845214844,20.487958908081055
2009-11-30,65.68524932861328,20.848491668701172,33.45989227294922,115.63999938964844,81.6091537475586,58.85460662841797,21.833127975463867
2009-12-31,64.44955444335938,20.81467628479004,33.697330474853516,107.30999755859375,83.16798400878906,55.11985397338867,23.445894241333008
2010-01-31,65.36146545410156,19.182979583740234,31.990510940551758,105.95999908447266,80.14543151855469,56.60377502441406,22.15149688720703
2010-02-28,65.49114990234375,19.97768783569336,32.07585144042969,109.43000030517578,82.64556121826172,56.40996170043945,23.388242721557617
2010-03-31,65.48674774169922,19.88469123840332,34.1240234375,108.94999694824219,87.677001953125,55.249427795410156,25.770761489868164
2010-04-30,66.12406921386719,20.66249656677246,33.166988372802734,115.36000061035156,89.03335571289062,57.0847053527832,27.61341094970703
2010-05-31,66.83984375,18.56580924987793,29.454683303833008,118.87999725341797,81.959228515625,60.00082015991211,26.140344619750977
2010-06-30,68.0220718383789,18.236087799072266,28.847339630126953,121.68000030517578,77.71859741210938,63.47954177856445,24.777828216552734
2010-07-31,68.60344696044922,19.352067947387695,32.196632385253906,115.48999786376953,83.02684783935547,62.878753662109375,27.154878616333008
2010-08-31,69.4862060546875,18.76871681213379,30.974760055541992,122.08000183105469,79.29224395751953,68.15489959716797,26.808448791503906
2010-09-30,69.49134826660156,20.383501052856445,34.06354904174805,127.91000366210938,86.39324188232422,66.43714141845703,28.006977081298828
2010-10-31,69.59709167480469,21.288118362426758,35.359867095947266,132.6199951171875,89.69364929199219,63.46788024902344,29.33526039123535
2010-11-30,69.0160903930664,21.195117950439453,33.65419387817383,135.4199981689453,89.69364929199219,62.395729064941406,28.79212760925293
2010-12-31,68.54994201660156,23.29180335998535,36.450218200683594,138.72000122070312,95.68984985351562,60.08766174316406,30.102367401123047
2011-01-31,68.49159240722656,24.120332717895508,37.21402359008789,129.8699951171875,97.91947174072266,58.236244201660156,31.080947875976562
2011-02-28,68.69049072265625,25.12640380859375,38.53504943847656,137.66000366210938,101.32093811035156,59.197265625,32.543392181396484
2011-03-31,68.537353515625,25.79430389404297,37.614715576171875,139.86000061035156,101.33307647705078,59.21462631225586,32.01921463012695
2011-04-30,69.61164855957031,26.969457626342773,39.730865478515625,152.3699951171875,104.26781463623047,60.599647521972656,33.85921859741211
2011-05-31,70.4747085571289,25.574485778808594,38.854347229003906,149.63999938964844,103.0984878540039,62.673927307128906,34.32469940185547
2011-06-30,70.16095733642578,24.48387336730957,38.38391876220703,146.0,101.35929107666016,61.21795654296875,33.19224166870117
2011-07-31,71.34432220458984,25.599851608276367,37.47123336791992,158.2899932861328,99.33164978027344,63.92047882080078,33.711368560791016
2011-08-31,72.42903900146484,25.498397827148438,34.1906623840332,177.72000122070312,93.87081146240234,70.09996795654297,31.81705665588379
2011-09-30,72.98725128173828,21.770017623901367,30.49524688720703,158.05999755859375,87.35420989990234,79.35750579833984,28.367467880249023
2011-10-31,73.07957458496094,23.435531616210938,33.43115997314453,167.33999633789062,96.8886947631836,76.31869506835938,32.42155075073242
2011-11-30,72.8377685546875,23.367895126342773,32.70356369018555,170.1300048828125,96.49494171142578,77.8367919921875,31.189159393310547
2011-12-31,73.82598876953125,22.69154167175293,31.99227523803711,151.99000549316406,97.50318145751953,80.51815032958984,32.70193862915039
2012-01-31,74.36174774169922,23.528528213500977,33.67812728881836,169.30999755859375,102.02482604980469,80.25251770019531,34.7880973815918
2012-02-29,74.35163879394531,24.78822898864746,35.30583190917969,164.2899932861328,106.45327758789062,78.1683578491211,34.38778305053711
2012-03-31,73.9256820678711,24.348602294921875,35.45439147949219,162.1199951171875,109.87723541259766,74.85716247558594,36.176002502441406
2012-04-30,74.59539794921875,24.018882751464844,34.71805191040039,161.8800048828125,109.14371490478516,78.47594451904297,37.210411071777344
2012-05-31,75.39969635009766,21.33884620666504,30.849000930786133,151.6199951171875,102.58900451660156,85.55865478515625,35.53374099731445
2012-06-30,75.3847885131836,21.770017623901367,33.021793365478516,155.19000244140625,106.7521743774414,84.1227798461914,37.49416732788086
2012-07-31,76.41162109375,23.038171768188477,33.04823684692383,156.49000549316406,108.01502227783203,87.33407592773438,38.244850158691406
2012-08-31,76.41165161132812,24.34014892578125,34.10578918457031,164.22000122070312,110.72105407714844,86.18216705322266,38.23912048339844
2012-09-30,76.61531829833984,24.24715232849121,35.03113555908203,171.88999938964844,113.52791595458984,83.9993667602539,37.52666091918945
2012-10-31,76.57910919189453,23.30025863647461,35.414493560791016,166.8300018310547,111.46192932128906,83.59281921386719,37.18586730957031
2012-11-30,76.78645324707031,23.756797790527344,36.399322509765625,166.0500030517578,112.09276580810547,84.56178283691406,37.087684631347656
2012-12-31,76.59809875488281,23.486257553100586,37.994041442871094,162.02000427246094,113.09432983398438,82.45816040039062,38.46836471557617
2013-01-31,76.12230682373047,24.069608688354492,39.4106330871582,161.1999969482422,118.8835678100586,79.83158874511719,39.906532287597656
2013-02-28,76.57205963134766,22.936721801757812,38.90279006958008,153.0,120.4004135131836,80.82046508789062,40.39176940917969
2013-03-31,76.64751434326172,23.08890151977539,39.4106330871582,154.4499969482422,124.97215270996094,80.48146057128906,41.55189514160156
2013-04-30,77.3899154663086,22.209646224975586,41.38850021362305,142.77000427246094,127.37315368652344,84.2519760131836,44.350303649902344
2013-05-31,75.84129333496094,21.863018035888672,40.13897705078125,133.9199981689453,130.38040161132812,78.55571746826172,41.69917297363281
2013-06-30,74.65404510498047,21.245845794677734,39.06407165527344,119.11000061035156,128.6405487060547,75.98593139648438,40.872737884521484
2013-07-31,74.85498046875,21.922197341918945,41.143402099609375,127.95999908447266,135.28826904296875,74.27019500732422,41.24150085449219
2013-08-31,74.2363510131836,22.539365768432617,40.33893966674805,134.6199951171875,131.2306671142578,73.27465057373047,38.36280059814453
2013-09-30,75.06829071044922,21.778472900390625,43.49542236328125,128.17999267578125,135.38365173339844,73.75226593017578,39.69854736328125
2013-10-31,75.69329833984375,21.770017623901367,44.91345977783203,127.73999786376953,141.65284729003906,74.80719757080078,41.49319839477539
2013-11-30,75.50360107421875,21.56711196899414,45.158897399902344,120.69999694824219,145.85110473632812,72.78497314453125,39.31441116333008
2013-12-31,75.08326721191406,21.69392967224121,46.1416130065918,116.12000274658203,149.63247680664062,71.42415618896484,39.35445022583008
2014-01-31,76.2402114868164,21.034488677978516,43.741703033447266,120.08999633789062,144.3582000732422,75.9258804321289,41.036888122558594
2014-02-28,76.5271987915039,22.091283798217773,46.42355728149414,127.62000274658203,150.92881774902344,76.32373046875,43.11555862426758
2014-03-31,76.41385650634766,22.08283233642578,46.21038055419922,123.61000061035156,152.18080139160156,76.88255310058594,43.32979202270508
2014-04-30,77.04177856445312,22.328006744384766,46.98054885864258,124.22000122070312,153.2386932373047,78.49346160888672,44.75326156616211
2014-05-31,77.95008850097656,22.006742477416992,47.73009490966797,120.43000030517578,156.79476928710938,80.80862426757812,45.82700729370117
2014-06-30,77.9052734375,22.471731185913086,48.16956329345703,128.0399932861328,160.03176879882812,80.60556030273438,46.34673309326172
2014-07-31,77.70975494384766,21.406478881835938,46.91547775268555,123.38999938964844,157.8813934326172,81.140869140625,46.38389205932617
2014-08-31,78.60318756103516,21.161304473876953,47.000022888183594,123.86000061035156,164.11192321777344,84.97378540039062,47.79585266113281
2014-09-30,78.119873046875,19.631061553955078,45.17527389526367,116.20999908447266,161.84780883789062,83.17882537841797,44.90870666503906
2014-10-31,78.95111083984375,18.870166778564453,45.05549621582031,112.66000366210938,165.65945434570312,85.52333068847656,49.37144470214844
2014-11-30,79.46984100341797,17.26383399963379,45.08367919921875,112.11000061035156,170.21044921875,88.0611343383789,50.3590087890625
2014-12-31,79.58716583251953,15.598322868347168,43.28358840942383,113.58000183105469,169.7786407470703,90.92433166503906,51.31782150268555
2015-01-31,81.22052001953125,14.710614204406738,43.553932189941406,123.44999694824219,164.7482452392578,99.84918975830078,54.83403396606445
2015-02-28,80.49375915527344,15.361600875854492,46.314292907714844,116.16000366210938,174.00787353515625,93.72013092041016,52.819332122802734
2015-03-31,80.79540252685547,14.431619644165039,45.65266036987305,113.66000366210938,171.27500915527344,94.74373626708984,53.73410415649414
2015-04-30,80.53459167480469,15.463055610656738,47.31741714477539,113.47000122070312,172.9593048095703,91.4986343383789,50.59201431274414
2015-05-31,80.18233489990234,14.972699165344238,47.4099006652832,114.0999984741211,175.18287658691406,89.32784271240234,50.43904495239258
2015-06-30,79.31902313232422,15.217876434326172,45.931556701660156,112.37000274658203,171.62460327148438,85.69041442871094,48.084251403808594
2015-07-31,80.00287628173828,13.29873275756836,46.86479568481445,104.93000030517578,175.50140380859375,89.58592987060547,50.85894775390625
2015-08-31,79.73418426513672,13.264914512634277,43.38502883911133,108.81999969482422,164.80458068847656,88.96820831298828,47.65934371948242
2015-09-30,80.38124084472656,12.808379173278809,41.467891693115234,106.86000061035156,160.59945678710938,90.71804809570312,49.117610931396484
2015-10-31,80.43630981445312,12.850651741027832,44.209747314453125,109.30000305175781,174.2599639892578,90.3472671508789,51.946048736572266
2015-11-30,80.12333679199219,11.996759414672852,43.87696838378906,101.91999816894531,174.89691162109375,89.5633316040039,51.620933532714844
2015-12-31,79.96980285644531,11.295045852661133,42.85381317138672,101.45999908447266,171.874267578125,89.29714965820312,52.56611633300781
2016-01-31,80.96187591552734,10.804691314697266,40.4892578125,106.94999694824219,163.3172149658203,94.2737808227539,50.75960922241211
2016-02-29,81.68004608154297,10.779330253601074,39.139122009277344,118.63999938964844,163.1823272705078,97.18302154541016,50.57500076293945
2016-03-31,82.39452362060547,11.235865592956543,41.71531677246094,117.63999938964844,174.158935546875,97.09229278564453,55.86790466308594
2016-04-30,82.60457611083984,12.326480865478516,42.64217758178711,123.6500015258789,174.8453369140625,96.37722778320312,54.5545539855957
2016-05-31,82.61579132080078,12.436387062072754,42.60567855834961,116.05999755859375,177.81973266601562,97.15348052978516,55.781227111816406
2016-06-30,84.2145767211914,12.97746753692627,41.57487106323242,126.47000122070312,178.4377899169922,103.8902359008789,59.6460075378418
2016-07-31,84.67303466796875,12.072848320007324,43.22834014892578,128.97999572753906,184.9456329345703,106.07447052001953,62.188697814941406
2016-08-31,84.49068450927734,12.165847778320312,43.45922088623047,124.77999877929688,185.16712951660156,104.99951934814453,59.84779739379883
2016-09-30,84.53424072265625,12.690018653869629,44.04016876220703,125.63999938964844,185.17788696289062,103.41570281982422,58.751068115234375
2016-10-31,83.84347534179688,12.647747993469238,43.064476013183594,121.94000244140625,181.96743774414062,98.88540649414062,55.377986907958984
2016-11-30,81.69245147705078,12.85910701751709,42.29732894897461,111.75,188.67086791992188,90.76321411132812,54.450042724609375
2016-12-31,81.90010070800781,13.391732215881348,43.44200897216797,109.61000061035156,192.49559020996094,90.34333801269531,57.07298278808594
2017-01-31,82.07438659667969,13.315643310546875,44.87176513671875,115.55000305175781,195.940185546875,91.07898712158203,56.96232604980469
2017-02-28,82.60445404052734,13.290279388427734,45.40604782104492,119.2300033569336,203.6390380859375,92.522216796875,58.96089553833008
2017-03-31,82.55882263183594,12.85910701751709,46.87342834472656,118.72000122070312,203.8935546875,91.91612243652344,57.5318603515625
2017-04-30,83.30765533447266,12.512475967407227,48.00970458984375,120.7699966430664,205.9174346923828,93.3620834350586,57.67119216918945
2017-05-31,83.88005065917969,12.334935188293457,49.71036148071289,120.62000274658203,208.82350158691406,95.12467956542969,57.25322723388672
2017-06-30,83.86473083496094,12.216573715209961,49.85750961303711,118.0199966430664,210.15476989746094,95.87796020507812,58.531490325927734
2017-07-31,84.14483642578125,12.715380668640137,51.180419921875,120.75,214.47430419921875,95.24673461914062,59.255828857421875
2017-08-31,84.93685150146484,12.766108512878418,51.15748596191406,125.81999969482422,215.10011291503906,98.49342346191406,59.10110855102539
2017-09-30,84.4513931274414,13.019739151000977,52.365699768066406,121.58000183105469,219.4342041015625,96.2055435180664,59.03369903564453
2017-10-31,84.53406524658203,13.535455703735352,53.245079040527344,120.66999816894531,224.60496520996094,96.16844940185547,58.401363372802734
2017-11-30,84.40872955322266,13.662272453308105,53.61212921142578,121.0999984741211,231.4702606201172,96.88314819335938,59.95732116699219
2017-12-31,84.80976867675781,14.042718887329102,54.335269927978516,123.6500015258789,234.27748107910156,98.63922882080078,59.86894226074219
2018-01-31,83.85559844970703,14.456982612609863,57.06324768066406,127.6500015258789,247.48121643066406,95.42800903320312,57.322105407714844
2018-02-28,83.00972747802734,14.03426456451416,54.304359436035156,125.0,238.48265075683594,92.5256118774414,52.92103576660156
2018-03-31,83.56681823730469,14.355530738830566,53.84841537475586,125.79000091552734,231.94573974609375,95.1714859008789,54.98005294799805
2018-04-30,82.78044891357422,14.845885276794434,54.66759490966797,124.58999633789062,233.14443969726562,93.18419647216797,55.43173599243164
2018-05-31,83.32836151123047,15.243240356445312,53.63203811645508,123.0999984741211,238.81199645996094,95.0519790649414,57.47151184082031
2018-06-30,83.41386413574219,14.947336196899414,52.78245544433594,118.6500015258789,240.1853485107422,95.66584014892578,59.8865966796875
2018-07-31,83.38951110839844,14.583799362182617,54.287818908691406,115.98999786376953,249.0833740234375,94.29120635986328,60.246864318847656
2018-08-31,83.8631362915039,14.693704605102539,53.07406234741211,113.51000213623047,257.0340881347656,95.52838897705078,61.798274993896484
2018-09-30,83.34343719482422,15.192514419555664,53.586360931396484,112.76000213623047,258.5623779296875,92.79218292236328,60.15171813964844
