period,rebalance,n,priced_share
2014-12-31,2015-02-28,8,0.502784371766652
2015-03-31,2015-05-31,7,0.4968992156492157
2015-06-30,2015-08-31,12,0.607841261836236
2015-09-30,2015-11-30,11,0.6956190090368434
2015-12-31,2016-02-29,10,0.7316984766286413
2016-03-31,2016-05-31,13,0.8230588084776325
2016-06-30,2016-08-31,12,0.8292042694965599
2016-09-30,2016-11-30,13,0.8174136020265074
2016-12-31,2017-02-28,13,0.7893547088992539
2017-03-31,2017-05-31,10,0.766228647507893
2017-06-30,2017-08-31,10,0.6954255179685584
2017-09-30,2017-11-30,13,0.7428908533732854
2017-12-31,2018-02-28,12,0.7464539068704842
2018-03-31,2018-05-31,12,0.7802890966664381
2018-06-30,2018-08-31,13,0.7963889880338854
2018-09-30,2018-11-30,14,0.7880696254614137
2018-12-31,2019-02-28,10,0.751555487310713
2019-03-31,2019-05-31,9,0.7430321592649312
2019-06-30,2019-08-31,13,0.780013090458575
2019-09-30,2019-11-30,12,0.8052250156903203
2019-12-31,2020-02-29,12,0.8881911346574755
2020-03-31,2020-05-31,12,0.9065240322128435
2020-06-30,2020-08-31,11,0.9006656668820353
2020-09-30,2020-11-30,12,1.0
2020-12-31,2021-02-28,14,1.0
2021-03-31,2021-05-31,17,0.968928037699701
2021-06-30,2021-08-31,16,0.9588351361984702
2021-09-30,2021-11-30,14,0.9618824462761125
2021-12-31,2022-02-28,13,1.0
2022-03-31,2022-05-31,11,1.0
2022-06-30,2022-08-31,12,1.0
2022-09-30,2022-11-30,12,1.0
2022-12-31,2023-02-28,11,1.0
2023-03-31,2023-05-31,12,0.9999999999999999
2023-06-30,2023-08-31,9,1.0
2023-09-30,2023-11-30,10,1.0
2023-12-31,2024-02-29,11,1.0
2024-03-31,2024-05-31,13,1.0
2024-06-30,2024-08-31,14,1.0000000000000002
2024-09-30,2024-11-30,15,1.0000000000000002
2024-12-31,2025-02-28,13,1.0
2025-03-31,2025-05-31,13,1.0
2025-06-30,2025-08-31,13,1.0
2025-09-30,2025-11-30,13,1.0
2025-12-31,2026-02-28,15,1.0
2026-03-31,2026-05-31,13,1.0
2026-06-30,2026-08-31,15,1.0
