period,rebalance,n,priced_share
2013-06-30,2013-08-31,11,0.308760337279066
2013-09-30,2013-11-30,12,0.3452201515982465
2013-12-31,2014-02-28,11,0.44332486608188054
2014-03-31,2014-05-31,12,0.48940047053443353
2014-06-30,2014-08-31,14,0.5017412174863246
2014-09-30,2014-11-30,13,0.5653945096252218
2014-12-31,2015-02-28,12,0.41481077820504914
2015-03-31,2015-05-31,15,0.5638459718043205
2015-06-30,2015-08-31,16,0.6073611745496019
2015-09-30,2015-11-30,19,0.587515994889577
2015-12-31,2016-02-29,22,0.7021447218856564
2016-03-31,2016-05-31,25,0.708389788188513
2016-06-30,2016-08-31,21,0.6392259904470349
2016-09-30,2016-11-30,20,0.6756979048168384
2016-12-31,2017-02-28,19,0.6431513607353843
2017-03-31,2017-05-31,18,0.7719114384304661
2017-06-30,2017-08-31,24,0.8580100491545377
2017-09-30,2017-11-30,26,0.89679107748343
2017-12-31,2018-02-28,23,0.8534471926211828
2018-03-31,2018-05-31,19,0.7172179033605579
2018-06-30,2018-08-31,22,0.7525858948279814
2018-09-30,2018-11-30,24,0.7938117026790541
2018-12-31,2019-02-28,21,0.8105289624290607
2019-03-31,2019-05-31,29,0.7707597544685666
2019-06-30,2019-08-31,34,0.7029444115451592
2019-09-30,2019-11-30,31,0.6836914094241331
2019-12-31,2020-02-29,32,0.731539275451945
2020-03-31,2020-05-31,38,0.8196335941950764
2020-06-30,2020-08-31,34,0.8464899493886009
2020-09-30,2020-11-30,37,0.887298615932113
2020-12-31,2021-02-28,45,0.9274190151312035
2021-03-31,2021-05-31,40,0.8990488532707952
2021-06-30,2021-08-31,51,0.9446488397826763
2021-09-30,2021-11-30,52,0.957225702122042
2021-12-31,2022-02-28,40,0.9442211280366185
2022-03-31,2022-05-31,39,0.8671957921828796
2022-06-30,2022-08-31,29,0.8392346117522673
2022-09-30,2022-11-30,34,0.887899830738953
2022-12-31,2023-02-28,35,0.8791050248199244
2023-03-31,2023-05-31,38,0.9526199900446826
2023-06-30,2023-08-31,38,0.9296051051436242
2023-09-30,2023-11-30,38,0.9305465906878426
2023-12-31,2024-02-29,36,0.9802906388147518
2024-03-31,2024-05-31,31,0.9635624082712292
2024-06-30,2024-08-31,38,0.9827132583951118
2024-09-30,2024-11-30,35,0.9811470485218716
2024-12-31,2025-02-28,37,0.9821437187224175
2025-03-31,2025-05-31,32,1.0
2025-06-30,2025-08-31,42,1.0
2025-09-30,2025-11-30,36,1.0
2025-12-31,2026-02-28,32,1.0
2026-03-31,2026-05-31,35,0.9999999999999999
2026-06-30,2026-08-31,34,0.9884922669121161
