period,rebalance,n,priced_share
2019-12-31,2020-02-29,10,0.829074612784024
2020-03-31,2020-05-31,8,0.8175002194109756
2020-06-30,2020-08-31,10,0.7725632484733127
2020-09-30,2020-11-30,10,0.7583570268466473
2020-12-31,2021-02-28,14,0.7398021965839715
2021-03-31,2021-05-31,11,0.7494409004457189
2021-06-30,2021-08-31,14,0.8276657143208489
2021-09-30,2021-11-30,16,0.895869842242001
2021-12-31,2022-02-28,18,0.9406808869145638
2022-03-31,2022-05-31,18,0.9382889795918367
2022-06-30,2022-08-31,19,0.9423396002505301
2022-09-30,2022-11-30,21,0.9529227218636184
2022-12-31,2023-02-28,19,0.9673941099037245
2023-03-31,2023-05-31,21,0.8870737038346566
2023-06-30,2023-08-31,19,0.8831401999454898
2023-09-30,2023-11-30,16,0.8529867296195879
2023-12-31,2024-02-29,14,0.8485732658748716
2024-03-31,2024-05-31,13,0.8695358423207876
2024-06-30,2024-08-31,13,0.9000523729993004
2024-09-30,2024-11-30,13,0.908348524226922
2024-12-31,2025-02-28,14,0.9184658552238543
2025-03-31,2025-05-31,15,0.9087209760203081
2025-06-30,2025-08-31,15,0.8990695755672921
2025-09-30,2025-11-30,13,0.8877350531483285
2025-12-31,2026-02-28,13,0.8914237917384772
2026-03-31,2026-05-31,15,0.8753973177233871
2026-06-30,2026-08-31,16,0.9190023926856038
