statement_id,account_id,custodian,period_start,period_end,ending_value,beginning_value,stated_deposits,stated_withdrawals,stated_income,stated_fees,stated_pnl,stated_return_pct,source_file,source_pages,notes
LIGHT_STREET_2019-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-12-01,2019-12-31,2703766.81,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2020-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-01-01,2020-01-31,2844424.84,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2020-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-02-01,2020-02-29,2668989.45,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2020-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-03-01,2020-03-31,2386048.69,,,,,,,,hedge13f,,priced coverage 86%
LIGHT_STREET_2020-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-04-01,2020-04-30,2813713.29,,,,,,,,hedge13f,,priced coverage 86%
LIGHT_STREET_2020-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-05-01,2020-05-31,3201669.55,,,,,,,,hedge13f,,priced coverage 86%
LIGHT_STREET_2020-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-06-01,2020-06-30,3574432.44,,,,,,,,hedge13f,,priced coverage 82%
LIGHT_STREET_2020-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-07-01,2020-07-31,3833461.16,,,,,,,,hedge13f,,priced coverage 82%
LIGHT_STREET_2020-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-08-01,2020-08-31,4249667.54,,,,,,,,hedge13f,,priced coverage 82%
LIGHT_STREET_2020-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-09-01,2020-09-30,4308134.16,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2020-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-10-01,2020-10-31,4253970.13,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2020-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-11-01,2020-11-30,4879245.15,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2020-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-12-01,2020-12-31,5205919.49,,,,,,,,hedge13f,,priced coverage 89%
LIGHT_STREET_2021-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-01-01,2021-01-31,5299917.63,,,,,,,,hedge13f,,priced coverage 89%
LIGHT_STREET_2021-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-02-01,2021-02-28,5217578.96,,,,,,,,hedge13f,,priced coverage 89%
LIGHT_STREET_2021-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-03-01,2021-03-31,4841131.06,,,,,,,,hedge13f,,priced coverage 83%
LIGHT_STREET_2021-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-04-01,2021-04-30,5015869.57,,,,,,,,hedge13f,,priced coverage 83%
LIGHT_STREET_2021-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-05-01,2021-05-31,4827284.53,,,,,,,,hedge13f,,priced coverage 83%
LIGHT_STREET_2021-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-06-01,2021-06-30,5181782.29,,,,,,,,hedge13f,,priced coverage 81%
LIGHT_STREET_2021-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-07-01,2021-07-31,5008899.87,,,,,,,,hedge13f,,priced coverage 81%
LIGHT_STREET_2021-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-08-01,2021-08-31,5167525.32,,,,,,,,hedge13f,,priced coverage 81%
LIGHT_STREET_2021-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-09-01,2021-09-30,4909308.43,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2021-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-10-01,2021-10-31,5169570.15,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2021-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-11-01,2021-11-30,4685457.18,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2021-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-12-01,2021-12-31,4264967.81,,,,,,,,hedge13f,,priced coverage 80%
LIGHT_STREET_2022-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-01-01,2022-01-31,3485078.69,,,,,,,,hedge13f,,priced coverage 80%
LIGHT_STREET_2022-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-02-01,2022-02-28,3427198.32,,,,,,,,hedge13f,,priced coverage 80%
LIGHT_STREET_2022-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-03-01,2022-03-31,3293297.58,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2022-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-04-01,2022-04-30,2640987.19,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2022-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-05-01,2022-05-31,2523029.69,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2022-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-06-01,2022-06-30,2341944.46,,,,,,,,hedge13f,,priced coverage 71%
LIGHT_STREET_2022-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-07-01,2022-07-31,2643739.13,,,,,,,,hedge13f,,priced coverage 71%
LIGHT_STREET_2022-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-08-01,2022-08-31,2550342.21,,,,,,,,hedge13f,,priced coverage 71%
