statement_id,account_id,custodian,period_start,period_end,ending_value,beginning_value,stated_deposits,stated_withdrawals,stated_income,stated_fees,stated_pnl,stated_return_pct,source_file,source_pages,notes
LIGHT_STREET_2015-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2015-09-01,2015-09-30,1000000.0,,,,,,,,hedge13f,,notional $1m invested at the first rebalance
LIGHT_STREET_2015-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2015-10-01,2015-10-31,1119147.95,,,,,,,,hedge13f,,priced coverage 65%
LIGHT_STREET_2015-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2015-11-01,2015-11-30,1117219.11,,,,,,,,hedge13f,,priced coverage 65%
LIGHT_STREET_2015-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2015-12-01,2015-12-31,1113259.71,,,,,,,,hedge13f,,priced coverage 66%
LIGHT_STREET_2016-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-01-01,2016-01-31,1000224.15,,,,,,,,hedge13f,,priced coverage 66%
LIGHT_STREET_2016-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-02-01,2016-02-29,978805.35,,,,,,,,hedge13f,,priced coverage 66%
LIGHT_STREET_2016-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-03-01,2016-03-31,1070893.24,,,,,,,,hedge13f,,priced coverage 68%
LIGHT_STREET_2016-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-04-01,2016-04-30,1095151.2,,,,,,,,hedge13f,,priced coverage 68%
LIGHT_STREET_2016-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-05-01,2016-05-31,1080188.39,,,,,,,,hedge13f,,priced coverage 68%
LIGHT_STREET_2016-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-06-01,2016-06-30,1044525.79,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2016-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-07-01,2016-07-31,1124146.49,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2016-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-08-01,2016-08-31,1196432.08,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2016-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-09-01,2016-09-30,1245336.71,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2016-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-10-01,2016-10-31,1224825.97,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2016-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-11-01,2016-11-30,1201064.41,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2016-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2016-12-01,2016-12-31,1174615.12,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2017-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-01-01,2017-01-31,1318977.82,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2017-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-02-01,2017-02-28,1387234.98,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2017-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-03-01,2017-03-31,1470069.96,,,,,,,,hedge13f,,priced coverage 73%
LIGHT_STREET_2017-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-04-01,2017-04-30,1572193.04,,,,,,,,hedge13f,,priced coverage 73%
LIGHT_STREET_2017-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-05-01,2017-05-31,1700206.55,,,,,,,,hedge13f,,priced coverage 73%
LIGHT_STREET_2017-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-06-01,2017-06-30,1690491.72,,,,,,,,hedge13f,,priced coverage 63%
LIGHT_STREET_2017-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-07-01,2017-07-31,1783016.17,,,,,,,,hedge13f,,priced coverage 63%
LIGHT_STREET_2017-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-08-01,2017-08-31,1785348.06,,,,,,,,hedge13f,,priced coverage 63%
LIGHT_STREET_2017-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-09-01,2017-09-30,1853349.04,,,,,,,,hedge13f,,priced coverage 70%
LIGHT_STREET_2017-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-10-01,2017-10-31,1973480.89,,,,,,,,hedge13f,,priced coverage 70%
LIGHT_STREET_2017-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-11-01,2017-11-30,1986773.81,,,,,,,,hedge13f,,priced coverage 70%
LIGHT_STREET_2017-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-12-01,2017-12-31,1987922.47,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2018-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-01-01,2018-01-31,2220200.04,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2018-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-02-01,2018-02-28,2248858.59,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2018-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-03-01,2018-03-31,2160158.58,,,,,,,,hedge13f,,priced coverage 85%
LIGHT_STREET_2018-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-04-01,2018-04-30,2225676.68,,,,,,,,hedge13f,,priced coverage 85%
LIGHT_STREET_2018-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-05-01,2018-05-31,2406004.39,,,,,,,,hedge13f,,priced coverage 85%
LIGHT_STREET_2018-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-06-01,2018-06-30,2489951.8,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2018-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-07-01,2018-07-31,2447231.78,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2018-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-08-01,2018-08-31,2840329.14,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2018-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-09-01,2018-09-30,2898788.16,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2018-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-10-01,2018-10-31,2404318.88,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2018-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-11-01,2018-11-30,2295353.79,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2018-12,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-12-01,2018-12-31,2094572.88,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2019-01,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-01-01,2019-01-31,2373943.47,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2019-02,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-02-01,2019-02-28,2732266.8,,,,,,,,hedge13f,,priced coverage 76%
LIGHT_STREET_2019-03,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-03-01,2019-03-31,2814621.48,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2019-04,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-04-01,2019-04-30,2894466.21,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2019-05,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-05-01,2019-05-31,2725822.39,,,,,,,,hedge13f,,priced coverage 84%
LIGHT_STREET_2019-06,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-06-01,2019-06-30,2924838.38,,,,,,,,hedge13f,,priced coverage 86%
LIGHT_STREET_2019-07,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-07-01,2019-07-31,2950926.43,,,,,,,,hedge13f,,priced coverage 86%
LIGHT_STREET_2019-08,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-08-01,2019-08-31,2706726.05,,,,,,,,hedge13f,,priced coverage 86%
LIGHT_STREET_2019-09,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-09-01,2019-09-30,2461737.98,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2019-10,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-10-01,2019-10-31,2479450.28,,,,,,,,hedge13f,,priced coverage 75%
LIGHT_STREET_2019-11,LIGHT_STREET,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-11-01,2019-11-30,2627912.2,,,,,,,,hedge13f,,priced coverage 75%
