period,rebalance,n,priced_share
2014-12-31,2015-02-28,25,0.6929487327056333
2015-03-31,2015-05-31,35,0.7870205122088265
2015-06-30,2015-08-31,36,0.8980173122974598
2015-09-30,2015-11-30,33,0.8727506865807858
2015-12-31,2016-02-29,39,0.8884463292439185
2016-03-31,2016-05-31,37,0.9192741499462893
2016-06-30,2016-08-31,31,0.9276188118434442
2016-09-30,2016-11-30,35,0.8891372997437286
2016-12-31,2017-02-28,37,0.9014801554923355
2017-03-31,2017-05-31,36,0.8938326736833452
2017-06-30,2017-08-31,40,0.899447823743579
2017-09-30,2017-11-30,38,0.8893013952871209
2017-12-31,2018-02-28,45,0.8237284724459397
2018-03-31,2018-05-31,42,0.901528225411844
2018-06-30,2018-08-31,42,0.8893387676732158
2018-09-30,2018-11-30,40,0.8603515788871045
2018-12-31,2019-02-28,35,0.8879580766223962
2019-03-31,2019-05-31,41,0.8482977457297898
2019-06-30,2019-08-31,44,0.8739974176006817
2019-09-30,2019-11-30,46,0.936109854512377
2019-12-31,2020-02-29,44,0.9464674270893146
2020-03-31,2020-05-31,50,0.9594963783771651
2020-06-30,2020-08-31,51,0.9402775592310071
2020-09-30,2020-11-30,52,0.911339462405988
2020-12-31,2021-02-28,53,0.8954062821678695
2021-03-31,2021-05-31,53,0.8818722674213201
2021-06-30,2021-08-31,54,0.9218309450650187
2021-09-30,2021-11-30,53,0.9501016010719416
2021-12-31,2022-02-28,47,0.95531613527453
2022-03-31,2022-05-31,42,0.9785990505934352
