statement_id,account_id,custodian,period_start,period_end,ending_value,beginning_value,stated_deposits,stated_withdrawals,stated_income,stated_fees,stated_pnl,stated_return_pct,source_file,source_pages,notes
MELVIN_2017-04,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-04-01,2017-04-30,1284407.11,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2017-05,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-05-01,2017-05-31,1324517.63,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2017-06,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-06-01,2017-06-30,1335906.86,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2017-07,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-07-01,2017-07-31,1365139.23,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2017-08,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-08-01,2017-08-31,1365245.78,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2017-09,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-09-01,2017-09-30,1404525.93,,,,,,,,hedge13f,,priced coverage 80%
MELVIN_2017-10,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-10-01,2017-10-31,1483782.46,,,,,,,,hedge13f,,priced coverage 80%
MELVIN_2017-11,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-11-01,2017-11-30,1521099.15,,,,,,,,hedge13f,,priced coverage 80%
MELVIN_2017-12,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2017-12-01,2017-12-31,1524918.17,,,,,,,,hedge13f,,priced coverage 81%
MELVIN_2018-01,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-01-01,2018-01-31,1682401.59,,,,,,,,hedge13f,,priced coverage 81%
MELVIN_2018-02,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-02-01,2018-02-28,1618285.93,,,,,,,,hedge13f,,priced coverage 81%
MELVIN_2018-03,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-03-01,2018-03-31,1594657.74,,,,,,,,hedge13f,,priced coverage 71%
MELVIN_2018-04,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-04-01,2018-04-30,1596301.33,,,,,,,,hedge13f,,priced coverage 71%
MELVIN_2018-05,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-05-01,2018-05-31,1666340.19,,,,,,,,hedge13f,,priced coverage 71%
MELVIN_2018-06,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-06-01,2018-06-30,1646645.34,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2018-07,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-07-01,2018-07-31,1657719.75,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2018-08,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-08-01,2018-08-31,1711604.39,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2018-09,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-09-01,2018-09-30,1701601.32,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2018-10,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-10-01,2018-10-31,1502584.0,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2018-11,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-11-01,2018-11-30,1538469.01,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2018-12,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2018-12-01,2018-12-31,1361575.98,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2019-01,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-01-01,2019-01-31,1554635.68,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2019-02,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-02-01,2019-02-28,1650047.01,,,,,,,,hedge13f,,priced coverage 83%
MELVIN_2019-03,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-03-01,2019-03-31,1702259.39,,,,,,,,hedge13f,,priced coverage 86%
MELVIN_2019-04,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-04-01,2019-04-30,1817485.31,,,,,,,,hedge13f,,priced coverage 86%
MELVIN_2019-05,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-05-01,2019-05-31,1699667.0,,,,,,,,hedge13f,,priced coverage 86%
MELVIN_2019-06,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-06-01,2019-06-30,1845951.16,,,,,,,,hedge13f,,priced coverage 82%
MELVIN_2019-07,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-07-01,2019-07-31,1862279.65,,,,,,,,hedge13f,,priced coverage 82%
MELVIN_2019-08,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-08-01,2019-08-31,1837724.93,,,,,,,,hedge13f,,priced coverage 82%
MELVIN_2019-09,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-09-01,2019-09-30,1800103.03,,,,,,,,hedge13f,,priced coverage 84%
MELVIN_2019-10,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-10-01,2019-10-31,1812282.66,,,,,,,,hedge13f,,priced coverage 84%
MELVIN_2019-11,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-11-01,2019-11-30,1904268.76,,,,,,,,hedge13f,,priced coverage 84%
MELVIN_2019-12,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2019-12-01,2019-12-31,1965466.66,,,,,,,,hedge13f,,priced coverage 85%
MELVIN_2020-01,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-01-01,2020-01-31,2010159.63,,,,,,,,hedge13f,,priced coverage 85%
MELVIN_2020-02,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-02-01,2020-02-29,1911029.55,,,,,,,,hedge13f,,priced coverage 85%
MELVIN_2020-03,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-03-01,2020-03-31,1609560.17,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2020-04,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-04-01,2020-04-30,1855604.33,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2020-05,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-05-01,2020-05-31,2001602.01,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2020-06,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-06-01,2020-06-30,2056883.66,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2020-07,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-07-01,2020-07-31,2205815.25,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2020-08,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-08-01,2020-08-31,2413182.33,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2020-09,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-09-01,2020-09-30,2344879.86,,,,,,,,hedge13f,,priced coverage 90%
MELVIN_2020-10,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-10-01,2020-10-31,2286154.43,,,,,,,,hedge13f,,priced coverage 90%
MELVIN_2020-11,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-11-01,2020-11-30,2548684.46,,,,,,,,hedge13f,,priced coverage 90%
MELVIN_2020-12,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2020-12-01,2020-12-31,2637377.33,,,,,,,,hedge13f,,priced coverage 89%
MELVIN_2021-01,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-01-01,2021-01-31,2529595.66,,,,,,,,hedge13f,,priced coverage 89%
MELVIN_2021-02,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-02-01,2021-02-28,2755228.29,,,,,,,,hedge13f,,priced coverage 89%
MELVIN_2021-03,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-03-01,2021-03-31,2796238.12,,,,,,,,hedge13f,,priced coverage 89%
MELVIN_2021-04,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-04-01,2021-04-30,2961063.38,,,,,,,,hedge13f,,priced coverage 89%
MELVIN_2021-05,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-05-01,2021-05-31,2907063.69,,,,,,,,hedge13f,,priced coverage 89%
MELVIN_2021-06,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-06-01,2021-06-30,2973489.33,,,,,,,,hedge13f,,priced coverage 85%
MELVIN_2021-07,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-07-01,2021-07-31,3001880.97,,,,,,,,hedge13f,,priced coverage 85%
MELVIN_2021-08,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-08-01,2021-08-31,3032159.3,,,,,,,,hedge13f,,priced coverage 85%
MELVIN_2021-09,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-09-01,2021-09-30,2957064.29,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2021-10,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-10-01,2021-10-31,3071283.36,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2021-11,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-11-01,2021-11-30,2918343.28,,,,,,,,hedge13f,,priced coverage 88%
MELVIN_2021-12,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2021-12-01,2021-12-31,2988681.91,,,,,,,,hedge13f,,priced coverage 91%
MELVIN_2022-01,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-01-01,2022-01-31,2656139.18,,,,,,,,hedge13f,,priced coverage 91%
MELVIN_2022-02,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-02-01,2022-02-28,2627117.3,,,,,,,,hedge13f,,priced coverage 91%
MELVIN_2022-03,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-03-01,2022-03-31,2587995.91,,,,,,,,hedge13f,,priced coverage 92%
MELVIN_2022-04,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-04-01,2022-04-30,2271902.02,,,,,,,,hedge13f,,priced coverage 92%
MELVIN_2022-05,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-05-01,2022-05-31,2034352.9,,,,,,,,hedge13f,,priced coverage 92%
MELVIN_2022-06,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-06-01,2022-06-30,1849837.6,,,,,,,,hedge13f,,priced coverage 96%
MELVIN_2022-07,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-07-01,2022-07-31,2070698.76,,,,,,,,hedge13f,,priced coverage 96%
MELVIN_2022-08,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-08-01,2022-08-31,2063839.7,,,,,,,,hedge13f,,priced coverage 96%
MELVIN_2022-09,MELVIN,SEC 13F clone (EDGAR + Yahoo Finance),2022-09-01,2022-09-30,1853920.79,,,,,,,,hedge13f,,priced coverage 96%
