min_holders,universe_avg,signal,label,coverage,months,ic,ic_t,share_positive,ic_first,t_first,first_to,ic_second,t_second
5,364,momentum,Momentum (12-1),0.9764431834103965,156,0.02328439297274845,1.5341100553076341,0.5705128205128205,0.027265708027056662,1.2212137611259801,2020-02-29,0.019303077918440235,0.9324509328064705
5,364,reversal,Short-term reversal,0.9998598851057867,156,-0.0012319151616048542,-0.09860455716332618,0.4935897435897436,0.018162454989450724,1.1088150687174823,2020-02-29,-0.020626285312660437,-1.1020061910770782
5,364,low_vol,Low volatility,0.9997197702115735,156,0.002360743649795415,0.14700614541694557,0.5064102564102564,-0.0025813003351870885,-0.13352047075643197,2020-02-29,0.007302787634777918,0.2834340261761402
5,364,size,Size (small),0.7909836065573771,156,-0.004013323193386125,-0.34186547943265105,0.5064102564102564,0.001787265777493693,0.10831408211979762,2020-02-29,-0.009813912164265947,-0.5847294890345255
5,364,value,Value (book / market),0.6981224604175423,156,-0.017746788436878422,-1.22163218511651,0.46153846153846156,-0.04272954141541454,-2.1610013549275493,2020-02-29,0.007235964541657691,0.3440064274893358
5,364,profitability,Profitability (ROA),0.8272033067115034,156,0.010151671575659228,1.0044011522324428,0.532051282051282,0.006387801143456331,0.5161031282894954,2020-02-29,0.013915542007862122,0.866819916534363
5,364,cash_flow,Cash flow / assets,0.8126488720751016,156,0.010214876823235578,1.1354065184983002,0.5064102564102564,0.00999584919331347,0.8338370334882628,2020-02-29,0.010433904453157688,0.773084148312376
5,364,earnings_yield,Earnings yield,0.7051982625753117,156,0.005100594598624221,0.4102695914158744,0.5,-0.01706784845812141,-0.9320784134005983,2020-02-29,0.027269037655369848,1.6468314508087236
5,364,composite,Average of the eight,0.9212204007285975,156,0.013750986096448144,1.5329373040203593,0.5576923076923077,0.012513560485308078,1.1097944930138885,2020-02-29,0.014988411707588205,1.068474952612592
2,1198,momentum,Momentum (12-1),0.977059830513881,156,0.014671029921575235,1.1405695301412557,0.5448717948717948,0.01536395698089983,0.7729599983980859,2020-02-29,0.013978102862250638,0.8490854473811165
2,1198,reversal,Short-term reversal,0.9999255707131389,156,0.00222884605840051,0.21618817984781843,0.46153846153846156,0.02535362399848952,1.8256866069686002,2020-02-29,-0.020895931881688503,-1.4050363625193854
2,1198,low_vol,Low volatility,0.9998617741815436,156,0.018588353180022905,1.2628217388337888,0.5192307692307693,0.012875408848823775,0.7120075381452184,2020-02-29,0.024301297511222043,1.0414749522211268
2,1198,size,Size (small),0.5586130634031197,156,0.00030293954651613677,0.025216380613632225,0.4935897435897436,0.007766016439281878,0.49022487524352,2020-02-29,-0.007160137346249602,-0.3949626650057109
2,1198,value,Value (book / market),0.5005954342948888,156,-0.00655115865153856,-0.5124105614279078,0.46153846153846156,-0.02796860871755168,-1.6757779930620573,2020-02-29,0.01486629141447456,0.7753801384531811
2,1198,profitability,Profitability (ROA),0.5805112228731831,156,0.008539608750664509,0.9521949651343129,0.5128205128205128,0.00176666583449523,0.1618887879737142,2020-02-29,0.015312551666833788,1.073324517901399
2,1198,cash_flow,Cash flow / assets,0.5603196206232921,156,0.010568722576562153,1.3767016681779156,0.532051282051282,0.007629621447442029,0.7519517292046086,2020-02-29,0.013507823705682279,1.1664973316824885
2,1198,earnings_yield,Earnings yield,0.5011536539463471,156,0.006206917802085475,0.6144585620986553,0.532051282051282,-0.012871886235734022,-0.8659121160234775,2020-02-29,0.02528572183990497,1.8826969920878338
2,1198,composite,Average of the eight,0.6429999255707132,156,0.013118772842920583,1.6629421911580686,0.532051282051282,0.012823562074626534,1.2555027422600618,2020-02-29,0.013413983611214632,1.1092785331324648
1,1751,momentum,Momentum (12-1),0.9769831394037302,156,0.017534032396050787,1.4314323496263646,0.5512820512820513,0.017347467767001273,0.9157507061046914,2020-02-29,0.017720597025100305,1.1316123618364624
1,1751,reversal,Short-term reversal,0.9999199540099403,156,0.004030668261279486,0.4132871182602069,0.47435897435897434,0.026045630101834753,1.901341331437886,2020-02-29,-0.017984293579275782,-1.3305546506913044
1,1751,low_vol,Low volatility,0.9998508233821614,156,0.020283188086794884,1.3867215459322884,0.5128205128205128,0.010814922464388893,0.5821699307961956,2020-02-29,0.02975145370920088,1.3124203985455893
1,1751,size,Size (small),0.4296031901965493,156,0.0049270238151070305,0.405721493732127,0.4935897435897436,0.01638272380315763,1.0361147198183014,2020-02-29,-0.006528676172943566,-0.3539082845188429
1,1751,value,Value (book / market),0.38580711827158876,156,-0.006431390453752326,-0.5120153341552313,0.46794871794871795,-0.027397871604083444,-1.6816178428536483,2020-02-29,0.014535090696578793,0.7678383133824332
1,1751,profitability,Profitability (ROA),0.4477044993123322,156,0.007421325536884977,0.8117015416152203,0.5064102564102564,-0.0032949571497576046,-0.3001040484921994,2020-02-29,0.01813760822352755,1.2427281124583947
1,1751,cash_flow,Cash flow / assets,0.4291774910675952,156,0.009032259678578874,1.1937493266027288,0.532051282051282,0.004241171706260568,0.4349837984675134,2020-02-29,0.013823347650897183,1.1905183908674066
1,1751,earnings_yield,Earnings yield,0.3853959729590092,156,0.00519566920822724,0.5185641681508701,0.4935897435897436,-0.017253179292506703,-1.1824910927986354,2020-02-29,0.027644517708961185,2.0709825832452315
1,1751,composite,Average of the eight,0.4957430087104591,156,0.015190865058870635,1.9155833980483827,0.5384615384615384,0.01325013985761652,1.2675922952485021,2020-02-29,0.017131590260124757,1.42852761864873
