nav,cost_bps,annual_drag,median_days_of_volume,p95_days_of_volume,max_days_of_volume,trades_over_limit,largest_stake,stakes_over_limit,names_measured,names_total,value_measured
100000000.0,10.424403500080468,0.001667904560012863,0.00013756278711101562,0.0026929443510063894,0.2317870224842836,0,0.001158935112421418,0,168,318,0.7347918087956865
500000000.0,10.948995076068766,0.0017518392121709898,0.0006878139355550781,0.013464721755031947,1.158935112421418,0,0.00579467556210709,0,168,318,0.7347918087956865
1000000000.0,11.342081707201736,0.0018147330731522644,0.0013756278711101562,0.026929443510063895,2.317870224842836,0,0.01158935112421418,0,168,318,0.7347918087956865
5000000000.0,13.000985928662056,0.0020801577485859138,0.006878139355550781,0.13464721755031947,11.58935112421418,1,0.0579467556210709,1,168,318,0.7347918087956865
10000000000.0,14.244035000804695,0.0022790456001287344,0.013756278711101562,0.26929443510063894,23.17870224842836,2,0.1158935112421418,1,168,318,0.7347918087956865
25000000000.0,16.710408536008693,0.0026736653657613713,0.0343906967777539,0.6732360877515974,57.9467556210709,3,0.2897337781053545,3,168,318,0.7347918087956865
50000000000.0,19.48995076068768,0.003118392121710006,0.0687813935555078,1.3464721755031948,115.8935112421418,4,0.579467556210709,3,168,318,0.7347918087956865
