cost_bps,ann_return,active_return,tracking_error,information_ratio,hit_rate,turnover,unconstrained_active,unconstrained_ir
0.0,0.1932494352118385,0.0518401984301072,0.0639411317987507,0.8107488399371764,0.5705128205128205,0.2222134248825233,0.0857514655532268,0.5574562310090753
10.0,0.1911188142652686,0.0500590735810651,0.0640012256461513,0.7821580458135393,0.5641025641025641,0.2222134248825233,0.0811624912899153,0.5271432256840813
25.0,0.1879278846362388,0.0473873863075019,0.0641112840512903,0.7391426799312132,0.5576923076923077,0.2222134248825233,0.074279029894948,0.4816357014239981
50.0,0.1826229869723643,0.0429345741848966,0.064347509163154,0.6672297769294444,0.5512820512820513,0.2222134248825233,0.0628065942366692,0.4058092656886266
100.0,0.172063002509861,0.034028949939686,0.0650150957738815,0.5234007507738925,0.532051282051282,0.2222134248825233,0.0398617229201115,0.2550245833240372
200.0,0.1511412429073126,0.0162177014492649,0.067099669105145,0.2416956993312717,0.5256410256410257,0.2222134248825233,-0.0060280197130038,-0.037420904494172
