period,rebalance,n,priced_share
2013-06-30,2013-08-31,6,0.6248642975388066
2013-09-30,2013-11-30,6,0.6430066282902822
2013-12-31,2014-02-28,5,0.6217302438873672
2014-03-31,2014-05-31,6,0.6327230461769999
2014-06-30,2014-08-31,6,0.5754581647871111
2014-09-30,2014-11-30,6,0.7066321083246678
2014-12-31,2015-02-28,7,0.6964468626479124
2015-03-31,2015-05-31,7,0.7223287936644521
2015-06-30,2015-08-31,7,0.7195303947209098
2015-09-30,2015-11-30,9,0.7432000570536279
2015-12-31,2016-02-29,10,0.7593702507731076
2016-03-31,2016-05-31,9,0.7724237762399851
2016-06-30,2016-08-31,10,0.7503570880944874
2016-09-30,2016-11-30,9,0.7702632810582443
2016-12-31,2017-02-28,9,0.7846291254456943
2017-03-31,2017-05-31,10,0.8492784232387621
2017-06-30,2017-08-31,10,0.8406622132960928
2017-09-30,2017-11-30,10,0.8258005187502392
2017-12-31,2018-02-28,11,0.8349741394748178
2018-03-31,2018-05-31,10,0.7957231025248084
2018-06-30,2018-08-31,12,0.8001215463901641
2018-09-30,2018-11-30,11,0.805348815905988
2018-12-31,2019-02-28,12,0.8415191495115869
2019-03-31,2019-05-31,10,0.8348134708138285
2019-06-30,2019-08-31,10,0.8539311680572671
2019-09-30,2019-11-30,11,0.8271040397504047
2019-12-31,2020-02-29,11,0.7983808314575553
2020-03-31,2020-05-31,12,0.8372327582017011
2020-06-30,2020-08-31,10,0.7845524040823882
2020-09-30,2020-11-30,10,0.8590001163798476
2020-12-31,2021-02-28,12,0.8596724476416627
2021-03-31,2021-05-31,13,0.9054042845821295
2021-06-30,2021-08-31,13,0.9135080571378019
2021-09-30,2021-11-30,14,0.9434065351476695
2021-12-31,2022-02-28,14,0.979620207771598
2022-03-31,2022-05-31,14,0.9636217826986541
2022-06-30,2022-08-31,14,0.9602009857125473
2022-09-30,2022-11-30,15,0.944039024002341
2022-12-31,2023-02-28,15,0.9688907228785625
2023-03-31,2023-05-31,16,0.9693141281821129
2023-06-30,2023-08-31,14,0.9602662906910051
2023-09-30,2023-11-30,13,0.9409792627157263
2023-12-31,2024-02-29,13,0.941197107766087
2024-03-31,2024-05-31,13,0.9403813786213784
2024-06-30,2024-08-31,14,1.0
2024-09-30,2024-11-30,14,1.0
2024-12-31,2025-02-28,14,1.0000000000000002
2025-03-31,2025-05-31,14,1.0
2025-06-30,2025-08-31,12,1.0000000000000002
2025-09-30,2025-11-30,13,1.0
2025-12-31,2026-02-28,13,1.0
2026-03-31,2026-05-31,12,0.9999999999999999
2026-06-30,2026-08-31,12,1.0
