period,rebalance,n,priced_share
2013-06-30,2013-08-31,42,0.716200690068473
2013-09-30,2013-11-30,41,0.6870188543759448
2013-12-31,2014-02-28,40,0.6446870360051951
2014-03-31,2014-05-31,43,0.7001106550999063
2014-06-30,2014-08-31,44,0.736190099301079
2014-09-30,2014-11-30,40,0.712280093935857
2014-12-31,2015-02-28,45,0.7891386986421888
2015-03-31,2015-05-31,50,0.8635969518735368
2015-06-30,2015-08-31,52,0.8819183966705015
2015-09-30,2015-11-30,54,0.9182159989989505
2015-12-31,2016-02-29,55,0.9344599294211143
2016-03-31,2016-05-31,53,0.9202502845025835
2016-06-30,2016-08-31,54,0.9315876883598889
2016-09-30,2016-11-30,52,0.9085086176067919
2016-12-31,2017-02-28,53,0.9085550010183099
2017-03-31,2017-05-31,51,0.882892163556826
2017-06-30,2017-08-31,52,0.8995250311623376
2017-09-30,2017-11-30,52,0.9031402135198634
2017-12-31,2018-02-28,53,0.9102963331298702
2018-03-31,2018-05-31,54,0.9144495140086591
2018-06-30,2018-08-31,54,0.9152932387344659
2018-09-30,2018-11-30,54,0.9152951592954892
2018-12-31,2019-02-28,53,0.9251606575477692
2019-03-31,2019-05-31,54,0.937757074141869
2019-06-30,2019-08-31,57,0.9779540866817246
2019-09-30,2019-11-30,54,0.9403430601245238
2019-12-31,2020-02-29,56,0.9637080912911669
2020-03-31,2020-05-31,55,0.9544123616155205
2020-06-30,2020-08-31,55,0.9620747677293038
2020-09-30,2020-11-30,56,0.971898471808115
2020-12-31,2021-02-28,58,0.9871446350058444
2021-03-31,2021-05-31,58,0.9868207476120118
2021-06-30,2021-08-31,58,0.9862048263557383
2021-09-30,2021-11-30,57,0.9756842430921505
2021-12-31,2022-02-28,57,0.9744159031875841
2022-03-31,2022-05-31,56,0.9655457810042034
2022-06-30,2022-08-31,55,0.9435000863336767
2022-09-30,2022-11-30,56,0.9510419800806964
2022-12-31,2023-02-28,56,0.9512361608339254
2023-03-31,2023-05-31,57,0.9677575025263895
2023-06-30,2023-08-31,58,0.9844633807049107
2023-09-30,2023-11-30,57,0.9727621976434205
2023-12-31,2024-02-29,57,0.9779462488959075
2024-03-31,2024-05-31,58,0.9823337405120285
2024-06-30,2024-08-31,57,0.9671424680929808
2024-09-30,2024-11-30,57,0.9758917517683702
2024-12-31,2025-02-28,57,0.981936562293277
2025-03-31,2025-05-31,58,0.9902088187537015
2025-06-30,2025-08-31,57,0.979980287267783
2025-09-30,2025-11-30,58,0.9865659793438907
2025-12-31,2026-02-28,59,1.0000000000000002
2026-03-31,2026-05-31,58,0.9905594387372016
2026-06-30,2026-08-31,58,0.98658354698081
