period,rebalance,n,priced_share
2013-06-30,2013-08-31,4,0.22352223344880304
2013-09-30,2013-11-30,3,0.3280630836744256
2013-12-31,2014-02-28,3,0.3384318914726573
2014-03-31,2014-05-31,2,0.35271653485042553
2014-06-30,2014-08-31,2,0.25451743638159585
2014-09-30,2014-11-30,3,0.25435435609903323
2014-12-31,2015-02-28,4,0.41773147420634904
2015-03-31,2015-05-31,4,0.4714318789169905
2015-06-30,2015-08-31,4,0.4702205127250191
2015-09-30,2015-11-30,5,0.5687557096544988
2015-12-31,2016-02-29,5,0.6778656305717558
2016-03-31,2016-05-31,5,0.6514688051862323
2016-06-30,2016-08-31,5,0.6875054821883284
2016-09-30,2016-11-30,6,0.7652527464975297
2016-12-31,2017-02-28,5,0.8344636838536091
2017-03-31,2017-05-31,5,0.8476117203015602
2017-06-30,2017-08-31,5,0.8365192084418416
2017-09-30,2017-11-30,5,0.9118066885771092
2017-12-31,2018-02-28,6,0.9316708135157539
2018-03-31,2018-05-31,5,0.8687522299051913
2018-06-30,2018-08-31,6,0.8213617234308404
2018-09-30,2018-11-30,5,0.7703504891796833
2018-12-31,2019-02-28,7,0.8301532954673067
2019-03-31,2019-05-31,7,0.8883311013062384
2019-06-30,2019-08-31,8,1.0
2019-09-30,2019-11-30,7,1.0
2019-12-31,2020-02-29,8,1.0
2020-03-31,2020-05-31,10,1.0000000000000002
2020-06-30,2020-08-31,7,1.0
2020-09-30,2020-10-31,7,1.0
2020-12-31,2021-02-28,7,1.0
2021-03-31,2021-05-31,7,1.0
2021-06-30,2021-08-31,7,1.0
2021-09-30,2021-11-30,6,0.9999999999999999
2021-12-31,2022-02-28,6,1.0
2022-03-31,2022-05-31,7,0.9766144262889496
2022-06-30,2022-08-31,6,0.972444986657808
2022-09-30,2022-11-30,5,0.8709394195412111
2022-12-31,2023-02-28,5,0.8706135611291507
2023-03-31,2023-05-31,6,0.8852430449955573
2023-06-30,2023-08-31,7,1.0
2023-09-30,2023-11-30,7,1.0
2023-12-31,2024-02-29,7,0.9999999999999999
2024-03-31,2024-05-31,6,1.0
2024-06-30,2024-08-31,8,1.0
2024-09-30,2024-11-30,9,0.9995215819228982
2024-12-31,2025-02-28,9,1.0
2025-03-31,2025-05-31,10,1.0
2025-06-30,2025-08-31,10,0.9999999999999999
2025-09-30,2025-11-30,10,1.0
2025-12-31,2026-02-28,10,1.0
2026-03-31,2026-05-31,10,1.0
