account_id,label,owner_type,discretionary,strategy,benchmark,notes
RUANE_CUNNIFF,"Ruane, Cunniff & Goldfarb (Sequoia) — 13F clone",principal,Y,default,US_MKT,13F long-only clone; not the fund's return
