account_id,label,owner_type,discretionary,strategy,benchmark,notes
FAIRFAX_13F,Fairfax Financial (disclosed holdings) — disclosed holdings,principal,Y,default,US_MKT,reconstructed from disclosed holdings; not the fund's return
