month,ticker,weight
2013-10,MA,0.1348587132510424
2013-10,MCO,0.1251817473330915
2013-10,ORLY,0.051253299680845486
2013-10,V,0.05370948561463369
2013-10,AAPL,0.01887237988563661
2013-10,LYV,0.029590676460960117
2013-10,HIG,0.03520183138210691
2013-10,MKL,0.07020767362463601
2013-10,VRSK,0.026638721719353393
2013-10,AMX,0.005959531912702327
2013-10,AMT,0.0798990779608617
2013-10,ENOV,0.11766739887428318
2013-11,MA,0.13926334410881097
2013-11,MCO,0.12174111028623312
2013-11,ORLY,0.04814206328918079
2013-11,V,0.05350477846107841
2013-11,AAPL,0.020028763728315038
2013-11,LYV,0.03001725834504529
2013-11,HIG,0.036899370069291955
2013-11,MKL,0.06952113562222383
2013-11,VRSK,0.027198704913472784
2013-11,AMX,0.006234591689363477
2013-11,AMT,0.08278631070307635
2013-11,ENOV,0.11283040785635033
2013-12,MA,0.13564139545216763
2013-12,MCO,0.12447846950276227
2013-12,ORLY,0.05328799972751033
2013-12,V,0.04881123836898662
2013-12,AAPL,0.02205641248023052
2013-12,LYV,0.030648479675371255
2013-12,EQIX,0.011436940754338865
2013-12,HIG,0.005059360554170796
2013-12,MKL,0.09185494805157172
2013-12,VRSK,0.026419297556184478
2013-12,AMT,0.10660345177314015
2013-12,ENOV,0.11237657259841784
2014-01,MA,0.1416197887880898
2014-01,MCO,0.12444197119040992
2014-01,ORLY,0.05218587756794034
2014-01,V,0.05079300264441172
2014-01,AAPL,0.02115756101545329
2014-01,LYV,0.0313450574045815
2014-01,EQIX,0.012007497611401055
2014-01,HIG,0.004891371850105173
2014-01,MKL,0.09094973479612761
2014-01,VRSK,0.025354386721827563
2014-01,AMT,0.10441790652632262
2014-01,ENOV,0.11716624262062829
2014-02,MA,0.13406247675293945
2014-02,MCO,0.12343419854762426
2014-02,ORLY,0.05542346974440332
2014-02,V,0.05128367103364045
2014-02,AAPL,0.019702781172779554
2014-02,LYV,0.03521270030293825
2014-02,EQIX,0.013078779433774305
2014-02,HIG,0.004684931780030733
2014-02,MKL,0.08817850142201691
2014-02,VRSK,0.025711933783613798
2014-02,AMT,0.11042161265082251
2014-02,ENOV,0.11567462930101095
2014-03,MA,0.13901869453064733
2014-03,MCO,0.11464260801755378
2014-03,ORLY,0.04436708802319461
2014-03,V,0.0469570918089399
2014-03,DHR,0.009072358099606232
2014-03,AAPL,0.021433949657142428
2014-03,LYV,0.03780373051201576
2014-03,EQIX,0.016556130179273088
2014-03,HIG,0.004851797725363066
2014-03,MKL,0.09273355152432908
2014-03,VRSK,0.02206644612531908
2014-03,AMT,0.11143647628536965
2014-03,KMX,0.0019734561336208598
2014-03,ENOV,0.11291803735548485
2014-04,MA,0.1350521002042867
2014-04,MCO,0.11634352372236204
2014-04,ORLY,0.04411239060793112
2014-04,V,0.04534403356589681
2014-04,DHR,0.00900327720783409
2014-04,AAPL,0.022096398115504262
2014-04,LYV,0.036626865099440485
2014-04,EQIX,0.01628294558282865
2014-04,HIG,0.0049356027222852246
2014-04,MKL,0.09666483213541636
2014-04,VRSK,0.020987393641691575
2014-04,AMT,0.11318648076097937
2014-04,KMX,0.0019275213012761416
2014-04,ENOV,0.11445197595009539
2014-05,MA,0.13374445584971803
2014-05,MCO,0.11563229695831272
2014-05,ORLY,0.04441987456227839
2014-05,V,0.042742481596577196
