period,rebalance,n,priced_share
2013-06-30,2013-08-31,37,0.6058996631061518
2013-09-30,2013-11-30,35,0.6317274756356912
2013-12-31,2014-02-28,39,0.7376376815025104
2014-03-31,2014-05-31,41,0.7249820622202309
2014-06-30,2014-08-31,40,0.6641485512407761
2014-09-30,2014-11-30,36,0.6011950869198739
2014-12-31,2015-02-28,38,0.6465417072304341
2015-03-31,2015-05-31,37,0.683324129691388
2015-06-30,2015-08-31,38,0.6755936318086978
2015-09-30,2015-11-30,40,0.7791972873320193
2015-12-31,2016-02-29,36,0.6998529028540098
2016-03-31,2016-05-31,35,0.6780733319245751
2016-06-30,2016-08-31,35,0.7141373631722329
2016-09-30,2016-11-30,37,0.7245555444669027
2016-12-31,2017-02-28,42,0.7510369348770142
2017-03-31,2017-05-31,38,0.7209356302747173
2017-06-30,2017-08-31,41,0.6671519286009395
2017-09-30,2017-11-30,36,0.6789426235661378
2017-12-31,2018-02-28,36,0.5789640166451259
2018-03-31,2018-05-31,34,0.5177159014776745
2018-06-30,2018-08-31,33,0.6999167530779453
2018-09-30,2018-11-30,24,0.6714555005826941
2018-12-31,2019-02-28,17,0.8614912361934267
2019-03-31,2019-05-31,11,0.9209279626065437
2019-06-30,2019-08-31,1,1.0
2019-09-30,2019-11-30,2,1.0
