statement_id,account_id,custodian,period_start,period_end,ending_value,beginning_value,stated_deposits,stated_withdrawals,stated_income,stated_fees,stated_pnl,stated_return_pct,source_file,source_pages,notes
GREENLIGHT_2017-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-09-01,2017-09-30,1355853.85,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2017-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-10-01,2017-10-31,1419504.92,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2017-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-11-01,2017-11-30,1443687.82,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2017-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2017-12-01,2017-12-31,1463777.43,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2018-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-01-01,2018-01-31,1485218.36,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2018-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-02-01,2018-02-28,1439564.25,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2018-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-03-01,2018-03-31,1408814.71,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2018-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-04-01,2018-04-30,1391224.34,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2018-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-05-01,2018-05-31,1483405.01,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2018-06,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-06-01,2018-06-30,1381417.57,,,,,,,,hedge13f,,priced coverage 87%
GREENLIGHT_2018-07,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-07-01,2018-07-31,1404278.19,,,,,,,,hedge13f,,priced coverage 87%
GREENLIGHT_2018-08,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-08-01,2018-08-31,1416068.7,,,,,,,,hedge13f,,priced coverage 87%
GREENLIGHT_2018-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-09-01,2018-09-30,1381351.86,,,,,,,,hedge13f,,priced coverage 84%
GREENLIGHT_2018-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-10-01,2018-10-31,1331939.2,,,,,,,,hedge13f,,priced coverage 84%
GREENLIGHT_2018-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-11-01,2018-11-30,1330405.74,,,,,,,,hedge13f,,priced coverage 84%
GREENLIGHT_2018-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2018-12-01,2018-12-31,1107105.55,,,,,,,,hedge13f,,priced coverage 80%
GREENLIGHT_2019-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-01-01,2019-01-31,1312300.09,,,,,,,,hedge13f,,priced coverage 80%
GREENLIGHT_2019-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-02-01,2019-02-28,1343630.38,,,,,,,,hedge13f,,priced coverage 80%
GREENLIGHT_2019-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-03-01,2019-03-31,1296063.4,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2019-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-04-01,2019-04-30,1381499.8,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2019-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-05-01,2019-05-31,1240453.37,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2019-06,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-06-01,2019-06-30,1357604.55,,,,,,,,hedge13f,,priced coverage 84%
GREENLIGHT_2019-07,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-07-01,2019-07-31,1442448.61,,,,,,,,hedge13f,,priced coverage 84%
GREENLIGHT_2019-08,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-08-01,2019-08-31,1378866.58,,,,,,,,hedge13f,,priced coverage 84%
GREENLIGHT_2019-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-09-01,2019-09-30,1465592.18,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2019-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-10-01,2019-10-31,1484237.22,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2019-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-11-01,2019-11-30,1517193.61,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2019-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2019-12-01,2019-12-31,1559195.91,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2020-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-01-01,2020-01-31,1474566.13,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2020-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-02-01,2020-02-29,1359009.6,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2020-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-03-01,2020-03-31,887500.8,,,,,,,,hedge13f,,priced coverage 93%
GREENLIGHT_2020-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-04-01,2020-04-30,1079555.15,,,,,,,,hedge13f,,priced coverage 93%
GREENLIGHT_2020-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-05-01,2020-05-31,1209346.48,,,,,,,,hedge13f,,priced coverage 93%
GREENLIGHT_2020-06,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-06-01,2020-06-30,1226635.59,,,,,,,,hedge13f,,priced coverage 85%
GREENLIGHT_2020-07,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-07-01,2020-07-31,1335570.48,,,,,,,,hedge13f,,priced coverage 85%
GREENLIGHT_2020-08,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-08-01,2020-08-31,1418028.51,,,,,,,,hedge13f,,priced coverage 85%
GREENLIGHT_2020-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-09-01,2020-09-30,1421853.79,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2020-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-10-01,2020-10-31,1514973.57,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2020-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-11-01,2020-11-30,1817405.71,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2020-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2020-12-01,2020-12-31,1969550.75,,,,,,,,hedge13f,,priced coverage 80%
GREENLIGHT_2021-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-01-01,2021-01-31,1847463.57,,,,,,,,hedge13f,,priced coverage 80%
GREENLIGHT_2021-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-02-01,2021-02-28,1912205.97,,,,,,,,hedge13f,,priced coverage 80%
GREENLIGHT_2021-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-03-01,2021-03-31,2126729.59,,,,,,,,hedge13f,,priced coverage 83%
GREENLIGHT_2021-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-04-01,2021-04-30,2304015.6,,,,,,,,hedge13f,,priced coverage 83%
GREENLIGHT_2021-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-05-01,2021-05-31,2311947.01,,,,,,,,hedge13f,,priced coverage 83%
GREENLIGHT_2021-06,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-06-01,2021-06-30,2263126.04,,,,,,,,hedge13f,,priced coverage 72%
GREENLIGHT_2021-07,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-07-01,2021-07-31,2320803.67,,,,,,,,hedge13f,,priced coverage 72%
GREENLIGHT_2021-08,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-08-01,2021-08-31,2392719.93,,,,,,,,hedge13f,,priced coverage 72%
GREENLIGHT_2021-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-09-01,2021-09-30,2187540.52,,,,,,,,hedge13f,,priced coverage 75%
GREENLIGHT_2021-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-10-01,2021-10-31,2432932.16,,,,,,,,hedge13f,,priced coverage 75%
GREENLIGHT_2021-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-11-01,2021-11-30,2374277.45,,,,,,,,hedge13f,,priced coverage 75%
GREENLIGHT_2021-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2021-12-01,2021-12-31,2617532.46,,,,,,,,hedge13f,,priced coverage 76%
GREENLIGHT_2022-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-01-01,2022-01-31,2409487.2,,,,,,,,hedge13f,,priced coverage 76%
GREENLIGHT_2022-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-02-01,2022-02-28,2460286.17,,,,,,,,hedge13f,,priced coverage 76%
GREENLIGHT_2022-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-03-01,2022-03-31,2348003.2,,,,,,,,hedge13f,,priced coverage 83%
GREENLIGHT_2022-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-04-01,2022-04-30,2326557.16,,,,,,,,hedge13f,,priced coverage 83%
GREENLIGHT_2022-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-05-01,2022-05-31,2527393.76,,,,,,,,hedge13f,,priced coverage 83%
GREENLIGHT_2022-06,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-06-01,2022-06-30,2077660.35,,,,,,,,hedge13f,,priced coverage 79%
GREENLIGHT_2022-07,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-07-01,2022-07-31,2399713.71,,,,,,,,hedge13f,,priced coverage 79%
GREENLIGHT_2022-08,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-08-01,2022-08-31,2392385.82,,,,,,,,hedge13f,,priced coverage 79%
GREENLIGHT_2022-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-09-01,2022-09-30,2132967.53,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2022-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-10-01,2022-10-31,2375240.09,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2022-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-11-01,2022-11-30,2515259.63,,,,,,,,hedge13f,,priced coverage 82%
GREENLIGHT_2022-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2022-12-01,2022-12-31,2441989.95,,,,,,,,hedge13f,,priced coverage 76%
GREENLIGHT_2023-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-01-01,2023-01-31,2816057.35,,,,,,,,hedge13f,,priced coverage 76%
GREENLIGHT_2023-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-02-01,2023-02-28,2766707.49,,,,,,,,hedge13f,,priced coverage 76%
GREENLIGHT_2023-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-03-01,2023-03-31,2773426.06,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2023-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-04-01,2023-04-30,2902597.87,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2023-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-05-01,2023-05-31,3031433.08,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2023-06,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-06-01,2023-06-30,3441574.51,,,,,,,,hedge13f,,priced coverage 87%
GREENLIGHT_2023-07,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-07-01,2023-07-31,3571988.61,,,,,,,,hedge13f,,priced coverage 87%
GREENLIGHT_2023-08,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-08-01,2023-08-31,3570000.45,,,,,,,,hedge13f,,priced coverage 87%
GREENLIGHT_2023-09,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-09-01,2023-09-30,3313195.02,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2023-10,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-10-01,2023-10-31,3068931.1,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2023-11,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-11-01,2023-11-30,3546871.82,,,,,,,,hedge13f,,priced coverage 88%
GREENLIGHT_2023-12,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2023-12-01,2023-12-31,3754643.84,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2024-01,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2024-01-01,2024-01-31,3690474.5,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2024-02,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2024-02-01,2024-02-29,3834092.12,,,,,,,,hedge13f,,priced coverage 89%
GREENLIGHT_2024-03,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2024-03-01,2024-03-31,4055051.32,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2024-04,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2024-04-01,2024-04-30,3864574.12,,,,,,,,hedge13f,,priced coverage 90%
GREENLIGHT_2024-05,GREENLIGHT,Disclosed holdings (SEC EDGAR + Yahoo Finance),2024-05-01,2024-05-31,4139997.51,,,,,,,,hedge13f,,priced coverage 90%
