period,rebalance,n,priced_share
2014-12-31,2015-02-28,53,0.9378710857907324
2015-03-31,2015-05-31,2,0.38270364988460553
2015-06-30,2015-08-31,2,0.5525408980160111
2015-09-30,2015-10-31,2,0.3739851604924996
2015-12-31,2016-02-29,3,1.0
2016-03-31,2016-05-31,2,0.7279176059396522
2016-06-30,2016-08-31,3,0.768857336743749
2016-09-30,2016-11-30,2,0.9884216508026707
2016-12-31,2017-02-28,2,0.6833795636854337
2017-03-31,2017-05-31,5,0.16532541997786943
2018-12-31,2019-02-28,1,1.0
2019-03-31,2019-05-31,1,0.7867008311980501
2019-06-30,2019-08-31,5,1.0
2019-09-30,2019-10-31,2,1.0
2019-12-31,2020-01-31,5,0.9987016832897405
2020-03-31,2020-04-30,4,1.0
2020-06-30,2020-07-31,4,1.0
2020-09-30,2020-11-30,19,0.9966429935545476
2020-12-31,2021-02-28,40,0.8858958155422716
2021-03-31,2021-04-30,38,0.8933019953672905
2021-06-30,2021-07-31,38,0.8763044221114333
2021-09-30,2021-10-31,38,0.9477112052719943
2021-12-31,2022-01-31,44,0.9819105177175309
2022-03-31,2022-04-30,38,0.9227603000667687
2022-06-30,2022-07-31,37,0.8925191579724863
2022-09-30,2022-10-31,44,0.9007443042570573
2022-12-31,2023-02-28,47,0.9501924227961391
2023-03-31,2023-05-31,51,0.9628667269069677
2023-06-30,2023-08-31,45,0.974520034866632
2023-09-30,2023-10-31,52,0.9971303824021829
2023-12-31,2024-02-29,52,0.9963434357426798
2024-03-31,2024-05-31,51,0.9941288460058935
2024-06-30,2024-08-31,54,0.9952813491520608
2024-09-30,2024-10-31,50,0.9941365583497865
2024-12-31,2025-01-31,54,0.9850547993381638
2025-03-31,2025-05-31,52,0.9934150637265495
2025-06-30,2025-08-31,54,0.9956322352779045
2025-09-30,2025-10-31,52,0.9919278163295461
2025-12-31,2026-02-28,58,0.9975938617807819
2026-03-31,2026-05-31,57,0.992398680029666
2026-06-30,2026-07-31,59,0.9936650140173864
