key,label,months,ann_return,ann_vol,tracking_error,tracking_difference,worst_month_active,avg_names,turnover_yr,pred_te_avg
index,Universe Cap-Weighted Index,132,0.16915987226634388,0.15797273427684558,0.0,0.0,0.0,301.35555555555555,0.22590305312657943,
full,Full replication,132,0.1687918891044975,0.15801351932088917,0.0003110332825294896,-0.00031222861180372623,-0.0010000000000000009,301.35555555555555,0.22590305312657943,0.0
sampled_40,"Optimised sampling, 40 names",132,0.17278560851992664,0.15741412407208405,0.01900603054570104,0.003034749201550677,-0.012782138733933884,40.0,0.5518402884164809,0.018513015819840613
sampled_80,"Optimised sampling, 80 names",132,0.17382983209652547,0.156571402071401,0.010297377064216772,0.0038029289822392896,-0.006996501971068311,79.93333333333334,0.38967033063564693,0.009293660292097633
sampled_150,"Optimised sampling, 150 names",132,0.16974079647784057,0.15688897918888003,0.0049177905895084004,0.000330534357572624,-0.003510777867937437,146.3111111111111,0.3286364485846643,0.004225686517227673
