month,index,full,sampled_40,sampled_80,sampled_150
2018-08-31,0.0411933158906553,0.0411933158906553,0.04534313440597096,0.04087660913589991,0.04250186466876607
2018-09-30,0.0051752681476877884,0.005120382913642116,0.007424697167514112,0.006365527823730525,0.005900776087534216
2018-10-31,-0.0695116972855596,-0.0695116972855596,-0.05766646386495198,-0.06286829247717296,-0.0701155379014349
2018-11-30,0.01825975634111041,0.01825975634111041,0.019540253498366987,0.013261645154200145,0.017078568448361003
2018-12-31,-0.09043986417582556,-0.09048643345069159,-0.08243080567167682,-0.08625051245268166,-0.08923907569495772
2019-01-31,0.07727535981184279,0.07727535981184279,0.06658901726722398,0.07067965838313353,0.07516149760420887
2019-02-28,0.03235160040464192,0.03235160040464192,0.034131013832821556,0.029546268620365763,0.0324416138818396
2019-03-31,0.02089946886799115,0.020840409527220632,0.022958088742848697,0.0211249828886266,0.01952348242090716
2019-04-30,0.03885475277593013,0.03885475277593013,0.035050503211124795,0.03729916553011939,0.03899603871984827
2019-05-31,-0.06745924414941513,-0.06745924414941513,-0.06159902667555161,-0.0687703083473942,-0.06849193862859299
2019-06-30,0.07246182972290027,0.07239393184559238,0.06876732998970933,0.07047428887112006,0.07182414481245017
2019-07-31,0.020609006050963437,0.020609006050963437,0.02318364160790012,0.021976212489990685,0.02142693963779392
2019-08-31,-0.02141564892361999,-0.02141564892361999,-0.018987392640886665,-0.023732571688852254,-0.021417106430767743
2019-09-30,0.017315873356607725,0.01724438155868701,0.020988042203770988,0.015426062097132601,0.017204258350138998
2019-10-31,0.027874616376586447,0.027874616376586447,0.024853902896236527,0.030684212727100653,0.028377846029475854
2019-11-30,0.041617866313880494,0.041617866313880494,0.04028842003341061,0.04033405414189374,0.04194578173975331
2019-12-31,0.030913533314849785,0.030864808149014943,0.03284756025211451,0.032536975146455094,0.031309523277598644
2020-01-31,0.008634645823754556,0.008634645823754556,0.012020984293585465,0.0091645255723246,0.008188878796705015
2020-02-29,-0.07888363940953841,-0.07888363940953841,-0.08694586344935014,-0.07728920720306509,-0.07834538129404842
2020-03-31,-0.11176258080998006,-0.1118317513033523,-0.09764038949278557,-0.1050177817396714,-0.10749608678739268
2020-04-30,0.1373375367470014,0.1373375367470014,0.13684634584662336,0.13383471376425213,0.13653703886023016
2020-05-31,0.04886420815514752,0.04886420815514752,0.043570343192427,0.042860454827859676,0.04804055196667383
2020-06-30,0.030355205038896695,0.030287282800441625,0.03283773717965401,0.0314780669287808,0.027983416589328645
2020-07-31,0.06195920698369279,0.06195920698369279,0.062490955864582885,0.058002339510177775,0.060391454155024935
2020-08-31,0.08803558679274778,0.08803558679274778,0.0993775495319701,0.09242908883305581,0.08898285724153333
2020-09-30,-0.042079124926906186,-0.04215545436579718,-0.044410150070490435,-0.04355752039845296,-0.04355610923668506
2020-10-31,-0.025258629516786722,-0.025258629516786722,-0.0332268895323278,-0.028055712965749484,-0.028544747638623212
2020-11-30,0.114449581570461,0.114449581570461,0.10166744283652712,0.11761299189165805,0.11710201124131311
2020-12-31,0.04403935057116891,0.04397148435999263,0.038625652282778214,0.04218863787083724,0.041609355203620454
2021-01-31,-0.0045481031866323384,-0.0045481031866323384,-0.010531870461771826,-0.00387565538386283,-0.005453001752563778
2021-02-28,0.016205033349808273,0.016205033349808273,0.011286546748946098,0.020737076655913785,0.016896101003519584
2021-03-31,0.03685277144534636,0.036794643772984026,0.042698701547257405,0.03458737762958466,0.03534319126235292
2021-04-30,0.05661490519845641,0.05661490519845641,0.04925704997022967,0.0496184032273881,0.056599496141454875
2021-05-31,0.001297265832860862,0.001297265832860862,-0.0022748802765459077,0.0026277450252272056,0.001694897942236387
2021-06-30,0.029788514202453494,0.029725610839831745,0.029637857182183015,0.031032033401822947,0.029237017241652667
2021-07-31,0.026188962566998333,0.026188962566998333,0.03074734135406972,0.023540541757509623,0.026716100396720927
2021-08-31,0.03434142442192106,0.03434142442192106,0.0431258821808494,0.03287041431895775,0.03369759524354231
2021-09-30,-0.04473410867538712,-0.04476756191727629,-0.04198798700583892,-0.041686716135166134,-0.04467383717626296
2021-10-31,0.0808212273259053,0.0808212273259053,0.08955703779658392,0.08300883705152884,0.08148850735700199
2021-11-30,-0.003357514765612856,-0.003357514765612856,-0.003087402507002575,0.0031463448671776133,-0.002621599474047477
2021-12-31,0.02783892844549346,0.02778223987431164,0.021665061313841234,0.025917409828759428,0.029261316470438024
2022-01-31,-0.06316144051854937,-0.06316144051854937,-0.06722089056795633,-0.059054100766078976,-0.061152795468759506
2022-02-28,-0.027089940420041807,-0.027089940420041807,-0.03759113127652758,-0.030767122435791272,-0.02897278230997004
2022-03-31,0.03608617468663524,0.036035233085888095,0.03573004837492235,0.033721006275267716,0.03427081709326633
2022-04-30,-0.09978772969508222,-0.09978772969508222,-0.10410982486047968,-0.09945733417641583,-0.09877337199149874
2022-05-31,-0.004209266076324405,-0.004209266076324405,0.002870509479638116,0.0019784055661268094,-0.00241532360016004
2022-06-30,-0.08123424528927581,-0.08131503579915217,-0.07596450513891755,-0.08064047978047861,-0.07995626555908582
2022-07-31,0.10233407394431103,0.10233407394431103,0.09764946029092726,0.10167323649700111,0.10181736300422042
2022-08-31,-0.042885375870600796,-0.042885375870600796,-0.04449083430303547,-0.043160453700759806,-0.041579825099380886
2022-09-30,-0.08535705691003136,-0.08542615900243088,-0.08785459091599791,-0.08538806834802067,-0.08488217816647035
2022-10-31,0.07466049690741552,0.07466049690741552,0.07962611577819942,0.0771199088557667,0.07487432675535874
2022-11-30,0.043783532260940325,0.043783532260940325,0.050422066704292945,0.0458886728773796,0.04263215880377253
2022-12-31,-0.06822256172245458,-0.06826977363607639,-0.0651200509182505,-0.06878509841612387,-0.06812523340340611
2023-01-31,0.06758220044859548,0.06758220044859548,0.05964026401998252,0.068310363526788,0.06512418745729434
2023-02-28,-0.021018373613958547,-0.021018373613958547,-0.019481599819451016,-0.021771676169601475,-0.022551775897784416
2023-03-31,0.04590890980951496,0.045847129457942816,0.05093866984156894,0.048435309717839645,0.04736109740858182
2023-04-30,0.012327764213735803,0.012327764213735803,0.013976277597974814,0.012503255443821505,0.012958995821614232
2023-05-31,0.022708737783100258,0.022708737783100258,0.026605506374819544,0.02380551190749525,0.020339208387357276
2023-06-30,0.06685133440984711,0.0668023678234516,0.0637302769235902,0.06342311614990913,0.06587243183482634
2023-07-31,0.032703367491702835,0.032703367491702835,0.03680176067748585,0.03464856439366422,0.03350309326105266
2023-08-31,-0.012691992716521194,-0.012691992716521194,-0.010569368307468456,-0.010935973006263743,-0.012157319552619662
2023-09-30,-0.05084886801616272,-0.05089120173633033,-0.05230755704122572,-0.052110365979070615,-0.05027014998362602
2023-10-31,-0.019745733260922316,-0.019745733260922316,-0.019969386795933936,-0.017754403559802054,-0.01802609807715756
2023-11-30,0.09718786496794399,0.09718786496794399,0.09738058559218742,0.10212368547066855,0.09367708710000655
2023-12-31,0.044662608460163074,0.04460709008137927,0.05028218064151225,0.04340112424493476,0.044982175967206425
2024-01-31,0.01795380796391235,0.01795380796391235,0.0230343102932239,0.02282569734339522,0.020578248977603044
2024-02-29,0.052638737030727044,0.052638737030727044,0.06014709512268793,0.054328255131973785,0.05083290373941678
2024-03-31,0.03172868128849355,0.03165740386094475,0.02683223788346925,0.02872833086926627,0.029453988295602262
2024-04-30,-0.03624199780801574,-0.03624199780801574,-0.035986351700335505,-0.02975328589407382,-0.03450756190105451
2024-05-31,0.05491421225893918,0.05491421225893918,0.04626265545839723,0.05507565763039485,0.05573259683014939
2024-06-30,0.04470610011314046,0.04465733721659588,0.04885674779825992,0.04654738529808721,0.04468339281718299
2024-07-31,0.007531135164525148,0.007531135164525148,0.01240228614265907,0.009435765816607506,0.009471033169773569
2024-08-31,0.019421488628932927,0.019421488628932927,0.02363546512061998,0.021894098121263125,0.021578433815245865
2024-09-30,0.02182206543784536,0.021778462096004217,0.024804248550063256,0.020230166040441186,0.02027369903868972
2024-10-31,-0.006914627543970243,-0.006914627543970243,-0.008346644833929738,-0.008458025993352181,-0.0073587857677466905
2024-11-30,0.061618193490145724,0.061618193490145724,0.06063136064596888,0.05890825158795351,0.06233227066252678
2024-12-31,-0.015981305379665398,-0.01602088765523398,-0.01579643906865803,-0.017859483098274512,-0.017886214822856614
2025-01-31,0.02533775812802713,0.02533775812802713,0.024406348968246616,0.029215984645360182,0.027777902913257636
2025-02-28,-0.023706995372783316,-0.023706995372783316,-0.018113248030641863,-0.020243934733246358,-0.02055235536931501
2025-03-31,-0.066048683559005,-0.06609807496131412,-0.06725227738517613,-0.06785592811784118,-0.06739890412385229
2025-04-30,0.0001076304283703913,0.0001076304283703913,-0.005133354339067564,-0.0021803172053445384,0.001245232094321983
2025-05-31,0.06971877190950093,0.06971877190950093,0.0658344594697671,0.06727722799359417,0.06792632171759448
2025-06-30,0.05450113626473285,0.054465690319216484,0.05218521492103544,0.05534752566388163,0.05446899452224563
2025-07-31,0.02971066327483177,0.02971066327483177,0.03216724048810375,0.027792658792375337,0.03171363841345877
2025-08-31,0.02265938027237866,0.02265938027237866,0.026066886794338454,0.026962069003115586,0.020040159720669755
2025-09-30,0.04757666043313278,0.04753583646130699,0.05463128231378898,0.05456726789101269,0.05140380775680842
2025-10-31,0.03613866417134756,0.03613866417134756,0.04322441123895031,0.04327273093561035,0.03641478751228879
2025-11-30,-0.00048112106214743145,-0.00048112106214743145,-0.008140866978185089,-0.0038172699292378966,-0.0014542474990102937
2025-12-31,0.00025223156176773574,0.0002135923661126175,0.0029909170898259284,0.0032092977584733855,0.0015873097730879915
2026-01-31,0.00963329402141538,0.00963329402141538,0.010166078989304994,0.007771639151642785,0.011759221988751543
2026-02-28,-0.012366574311644164,-0.012366574311644164,-0.007483809755312831,-0.013353265823066531,-0.010858775839707551
2026-03-31,-0.0488934183045505,-0.04892960904089526,-0.04335726620990381,-0.04452707080811408,-0.0477537602718791
2026-04-30,0.12155926972712154,0.12155926972712154,0.11583578493913668,0.11970869041120988,0.11857346925928276
2026-05-31,0.058894505242858476,0.058894505242858476,0.07385340145252667,0.06205384536906112,0.0580075765386655
2026-06-30,-0.013423725872996478,-0.013461262156016809,-0.00985429140902532,-0.011379631245392046,-0.012396135392758129
2026-07-31,-0.004697601560413258,-0.004697601560413258,-0.017349145182558298,-0.007371827903260021,-0.006917922207535668
2026-08-31,0.027043627601369313,0.027043627601369313,0.016502944170542527,0.027307941632516347,0.027869061432841676
