month,index,full,sampled_40,sampled_80,sampled_150
2015-09-30,-0.0268807612046648,-0.0278807612046648,-0.022989065146657307,-0.023654728420131284,-0.02710014744913314
2015-10-31,0.08018291808241133,0.08018291808241133,0.09165917155797638,0.08424408586671919,0.0799801178223733
2015-11-30,0.004750329029253189,0.004750329029253189,0.0036314465710301723,0.004719998579946698,0.006140644671931992
2015-12-31,-0.016030606888626564,-0.016094336705979578,-0.013930893019514641,-0.015408967646510457,-0.015402730363025838
2016-01-31,-0.054897503887782584,-0.054897503887782584,-0.05490057331315158,-0.053203173495212544,-0.05492397394756791
2016-02-29,-0.00699739823388929,-0.00699739823388929,-0.0166957046866663,-0.009319005898394784,-0.008675265489476653
2016-03-31,0.06831011413374354,0.0682251214137691,0.0686736640151176,0.06737458767889665,0.06751907800242042
2016-04-30,-0.00034622475282334935,-0.00034622475282334935,0.005885603710208614,0.0045949963247618325,-0.0004370501253573478
2016-05-31,0.024148738744433507,0.024148738744433507,0.021494195085389575,0.023764416205155677,0.02502131934659338
2016-06-30,-0.0020338053851480953,-0.0021031214538727396,0.00352192083698834,-0.0014525686310260676,-0.0017492594479505846
2016-07-31,0.046338980774499855,0.046338980774499855,0.03964212294875345,0.04920192792067982,0.04656920245327292
2016-08-31,0.004307065587898406,0.004307065587898406,-0.0005382540164847963,0.004674229418074006,0.0032424934718342465
2016-09-30,0.0018087504483591096,0.001729022021069144,-0.0015373434236324623,-0.0007921011878067991,0.001704207924572879
2016-10-31,-0.01638188863847702,-0.01638188863847702,-0.019327060264555912,-0.014002151086405594,-0.0162107407265817
2016-11-30,0.03664561047039765,0.03664561047039765,0.03969784840267539,0.034352400772791815,0.0365237348514789
2016-12-31,0.022338442204638258,0.022275683727701383,0.02525647991288083,0.02354164262444679,0.02113224908065362
2017-01-31,0.021090694742037647,0.021090694742037647,0.017175688115630597,0.018277073723134498,0.022057107076351626
2017-02-28,0.045399017858048056,0.045399017858048056,0.05301534391499616,0.046758581992081424,0.04510924198376199
2017-03-31,0.0027875390484766636,0.002719290605200487,-0.0024369433893344887,0.0030691215169870506,0.0030805462385111414
2017-04-30,0.012630490367395275,0.012630490367395275,0.010173870502027551,0.012703557246586252,0.011711739166118739
2017-05-31,0.021557943750492192,0.021557943750492192,0.01092773209857795,0.016882973107628117,0.02184072254420691
2017-06-30,0.004425709192741313,0.004363002407151698,0.012122718829167775,0.0047195150675838566,0.004127878785701454
2017-07-31,0.01709872451943227,0.01709872451943227,0.015623476056196848,0.018080223986197137,0.01718606618599606
2017-08-31,0.008393532374271583,0.008393532374271583,0.010971104845809584,0.010598347676864099,0.00912819875810398
2017-09-30,0.021037580603629587,0.020986644231686086,0.02215616014909,0.023177676709149202,0.021559000521126297
2017-10-31,0.03287981590316719,0.03287981590316719,0.029725234297256837,0.031012422864059315,0.03272467894492095
2017-11-30,0.03402208065928122,0.03402208065928122,0.033030144434267536,0.030796675906776226,0.033997908992456985
2017-12-31,0.012980115955412453,0.012931911376438366,0.01073462564541097,0.009552624123826728,0.012315704114822844
2018-01-31,0.06823193343074173,0.06823193343074173,0.06507808579356031,0.0717686939478044,0.07047610997980451
2018-02-28,-0.03169034728882511,-0.03169034728882511,-0.0316252537084007,-0.030619774864912915,-0.03057114258382585
2018-03-31,-0.029437932830264205,-0.02949691638188892,-0.03460083774409202,-0.03387340048841619,-0.029164518909453426
2018-04-30,-7.523373078841878e-05,-7.523373078841878e-05,0.0007110747191596562,0.0008900218792565039,0.000741943635346828
2018-05-31,0.027232948822197654,0.027232948822197654,0.02737494942202026,0.028643133788291947,0.02775085931047662
2018-06-30,0.002719928015541013,0.0026740070778208547,-0.00160646483098231,-0.0007713962380040635,0.001110044425774876
2018-07-31,0.04341129563922759,0.04341129563922759,0.04625882345565781,0.040716128180190825,0.04261448478326349
