ticker,weight,target
NVDA,0.0869361703747205,0.0869361703747205
AAPL,0.07298846429198201,0.07298846429198201
MSFT,0.0600795878356785,0.0600795878356785
AVGO,0.02896680465343638,0.02896680465343638
MU,0.01823711920584427,0.01823711920584427
AMD,0.01321141790746502,0.01321141790746502
INTC,0.00800022964301701,0.00800022964301701
PLTR,0.007916524920545244,0.007916524920545244
CSCO,0.00782726896209047,0.00782726896209047
ORCL,0.008369155972502517,0.008369155972502517
LRCX,0.006618640231701569,0.006618640231701569
AMAT,0.00646718809187018,0.00646718809187018
PANW,0.006146838994315029,0.006146838994315029
DELL,0.006923153800501512,0.006923153800501512
ANET,0.0049429076577362915,0.0049429076577362915
TXN,0.00506495539588152,0.00506495539588152
CRWD,0.005223502447405461,0.005223502447405461
SNDK,0.003957722494080246,0.003957722494080246
CRM,0.005619076432189738,0.005619076432189738
STX,0.0036921345774710243,0.0036921345774710243
MRVL,0.00437695403362525,0.00437695403362525
QCOM,0.004727640675460307,0.004727640675460307
ADI,0.004506372602118069,0.004506372602118069
WDC,0.0034104016062970143,0.0034104016062970143
UBER,0.004487612845189916,0.004487612845189916
NOW,0.00483675399774405,0.00483675399774405
GLW,0.0032904328552649125,0.0032904328552649125
FTNT,0.003699533059612241,0.003699533059612241
ADBE,0.0050566131216047425,0.0050566131216047425
SNOW,0.00316770889509582,0.00316770889509582
ADP,0.006049354413686644,0.006049354413686644
INTU,0.003936112960426498,0.003936112960426498
APH,0.004281038434589365,0.004281038434589365
AMZN,0.046948330128187936,0.046948330128187936
TSLA,0.02473651092737631,0.02473651092737631
HD,0.010369434557937422,0.010369434557937422
MCD,0.009290802280902287,0.009290802280902287
TJX,0.008411112321524018,0.008411112321524018
SBUX,0.005927042964699504,0.005927042964699504
LOW,0.00967416645542662,0.00967416645542662
MELI,0.004731763700096959,0.004731763700096959
LLY,0.019911123614355958,0.019911123614355958
JNJ,0.016129239517753215,0.016129239517753215
ABBV,0.012102868601275109,0.012102868601275109
MRK,0.01078190229752737,0.01078190229752737
UNH,0.008417114367466276,0.008417114367466276
TMO,0.00950965835210085,0.00950965835210085
ABT,0.012282178554348606,0.012282178554348606
PFE,0.008570028345224565,0.008570028345224565
GOOG,0.06622642006987083,0.06622642006987083
NFLX,0.005386301057832075,0.005386301057832075
VZ,0.00512776679056199,0.00512776679056199
TMUS,0.0044590053197564004,0.0044590053197564004
DIS,0.004091186226323266,0.004091186226323266
APP,0.00212013174621414,0.00212013174621414
WBD,0.0022870285252160143,0.0022870285252160143
JPM,0.017838941764656516,0.017838941764656516
BAC,0.012752171261574892,0.012752171261574892
MS,0.010229295979569656,0.010229295979569656
GS,0.010196480175206146,0.010196480175206146
WFC,0.01153307573688986,0.01153307573688986
C,0.009109910710181178,0.009109910710181178
AXP,0.009405816913200976,0.009405816913200976
CAT,0.012390950336220893,0.012390950336220893
GE,0.011281668544552138,0.011281668544552138
RTX,0.01098403344171237,0.01098403344171237
GEV,0.007585290929417964,0.007585290929417964
UNP,0.013901561215773293,0.013901561215773293
DE,0.011625855598926964,0.011625855598926964
WMT,0.015845491657844164,0.015845491657844164
COST,0.010526984152013998,0.010526984152013998
KO,0.012386525524752603,0.012386525524752603
PG,0.013509670257203666,0.013509670257203666
XOM,0.012606637974818851,0.012606637974818851
CVX,0.010190628098743207,0.010190628098743207
COP,0.010932432538766858,0.010932432538766858
LIN,0.009731867348630083,0.009731867348630083
NEE,0.01078431729150442,0.01078431729150442
WELL,0.007730958781829579,0.007730958781829579
GLD,0.006412923652882752,0.006412923652882752
