ticker,weight,target
WBD,0.001202256363656814,0.001202256363656814
HLT,0.0011947565612148957,0.0011947565612148957
BSX,0.0011748548229310598,0.0011748548229310598
HPE,0.0011610684582565632,0.0011610684582565632
APD,0.0011566352223502802,0.0011566352223502802
AON,0.0011447235797799177,0.0011447235797799177
HON,0.0011358889414414177,0.0011358889414414177
AEP,0.0011180737159854509,0.0011180737159854509
DLR,0.0010946208816983542,0.0010946208816983542
URI,0.001091426432955479,0.001091426432955479
TDG,0.001087105997530342,0.001087105997530342
BKR,0.001058819995812139,0.001058819995812139
TRGP,0.0010568601341832673,0.0010568601341832673
CRH,0.001052865654848262,0.001052865654848262
MPWR,0.0010456878186496754,0.0010456878186496754
COR,0.0010364506446833097,0.0010364506446833097
TFC,0.0010165875324698542,0.0010165875324698542
TEL,0.000997358937967078,0.000997358937967078
BE,0.0009849081171696549,0.0009849081171696549
D,0.0009743690370768386,0.0009743690370768386
NXPI,0.0009519160117795527,0.0009519160117795527
FAST,0.0009497005660726428,0.0009497005660726428
KEYS,0.0009256124341385895,0.0009256124341385895
NDAQ,0.0009251562681264016,0.0009251562681264016
CAH,0.0009158604751853907,0.0009158604751853907
COHR,0.0009131943785180756,0.0009131943785180756
FIX,0.0009130095569379406,0.0009130095569379406
CIEN,0.0009094747801656679,0.0009094747801656679
ADSK,0.0009068952700570974,0.0009068952700570974
AME,0.0009049247510441561,0.0009049247510441561
DVN,0.000895620140511039,0.000895620140511039
STT,0.0008823845956489534,0.0008823845956489534
EW,0.0008779514742389988,0.0008779514742389988
ALAB,0.0008647475023931907,0.0008647475023931907
DAL,0.0008609372982336906,0.0008609372982336906
BDX,0.0008599988074993689,0.0008599988074993689
LHX,0.0008321532023779317,0.0008321532023779317
AZO,0.0008196223618904766,0.0008196223618904766
ETR,0.0008169213105801373,0.0008169213105801373
CARR,0.0008116219937328239,0.0008116219937328239
WAB,0.0008106197294258068,0.0008106197294258068
XEL,0.0007935316597099557,0.0007935316597099557
ROK,0.0007910780923842075,0.0007910780923842075
PYPL,0.0007797269212479893,0.0007797269212479893
NTRA,0.0007789308336478057,0.0007789308336478057
VEEV,0.0007763642654625623,0.0007763642654625623
VST,0.0007738544502043392,0.0007738544502043392
EBAY,0.000773485094627349,0.000773485094627349
AXON,0.0007725060861687369,0.0007725060861687369
HUM,0.0007722593642191717,0.0007722593642191717
PAYX,0.0007601996706140562,0.0007601996706140562
MNST,0.000754949122208008,0.000754949122208008
RVMD,0.000739529710535352,0.000739529710535352
IDXX,0.000736097693908421,0.000736097693908421
IQV,0.0007316658628002956,0.0007316658628002956
FERG,0.000728971281961901,0.000728971281961901
A,0.000727933687842923,0.000727933687842923
KDP,0.0007276931668085938,0.0007276931668085938
LYV,0.0007114503945163899,0.0007114503945163899
CBRE,0.000708677625274968,0.000708677625274968
ROP,0.0007048893553685487,0.0007048893553685487
YUM,0.0007022239633364002,0.0007022239633364002
MSCI,0.0006963002315531215,0.0006963002315531215
TTWO,0.000689487094805316,0.000689487094805316
WAT,0.0006837303252007786,0.0006837303252007786
DHI,0.0006786447167435223,0.0006786447167435223
AIG,0.0006701604562098651,0.0006701604562098651
MCHP,0.0006694196698994394,0.0006694196698994394
ADM,0.0006575785753685453,0.0006575785753685453
SYY,0.0006519829157505685,0.0006519829157505685
MDB,0.000612041899890322,0.000612041899890322
NTAP,0.0006092990240028424,0.0006092990240028424
KVUE,0.0006086645737047972,0.0006086645737047972
TWLO,0.0006073676338148221,0.0006073676338148221
KR,0.0005916709982926152,0.0005916709982926152
UAL,0.0005883154341950836,0.0005883154341950836
VMC,0.0005870989058873204,0.0005870989058873204
RMD,0.000581319434144841,0.000581319434144841
WEC,0.0005806556007861756,0.0005806556007861756
CLS,0.0005778057735224012,0.0005778057735224012
DXCM,0.0005767455928247268,0.0005767455928247268
NTRS,0.0005698100406028202,0.0005698100406028202
CCL,0.0005491934737373619,0.0005491934737373619
GEHC,0.000543839773319182,0.000543839773319182
EME,0.0005438153064871216,0.0005438153064871216
BIIB,0.000536851466243075,0.000536851466243075
ZTS,0.0005347359655558258,0.0005347359655558258
CNC,0.0005334620034276386,0.0005334620034276386
WTW,0.0005277244459851625,0.0005277244459851625
MLM,0.0005229301864717417,0.0005229301864717417
P,0.0005185811725500498,0.0005185811725500498
HAL,0.0005152883755469414,0.0005152883755469414
CTSH,0.0005136374579768903,0.0005136374579768903
CPRT,0.0005126309308442262,0.0005126309308442262
KHC,0.0005109117888096812,0.0005109117888096812
SUNB,0.0004971051051072649,0.0004971051051072649
AEE,0.0004925844415814122,0.0004925844415814122
ON,0.0004841243859032466,0.0004841243859032466
TDY,0.0004769005850675746,0.0004769005850675746
FISV,0.00047580582566291585,0.00047580582566291585
DTE,0.0004735634012997102,0.0004735634012997102
DG,0.00046933877541109365,0.00046933877541109365
ATI,0.00046670053294367857,0.00046670053294367857
SN,0.00045512573236350146,0.00045512573236350146
INSM,0.0004465132505146284,0.0004465132505146284
CPAY,0.00044555555316828775,0.00044555555316828775
DOV,0.00043905612535054186,0.00043905612535054186
VRSN,0.00043692024493144707,0.00043692024493144707
VRSK,0.00042614024335145507,0.00042614024335145507
SYF,0.0004209400529932017,0.0004209400529932017
ROIV,0.00041996126483128695,0.00041996126483128695
Q,0.00041936555356023166,0.00041936555356023166
FICO,0.0004158617847697553,0.0004158617847697553
TPR,0.0004129399462250137,0.0004129399462250137
SW,0.00041289271823257415,0.00041289271823257415
VLTO,0.0004063232993620363,0.0004063232993620363
BRO,0.0004053180832058926,0.0004053180832058926
GPN,0.0004043895218329623,0.0004043895218329623
PHM,0.0003974324757027871,0.0003974324757027871
CHD,0.0003972512193286384,0.0003972512193286384
CRS,0.0003962859134303613,0.0003962859134303613
ROKU,0.0003894280140760697,0.0003894280140760697
KEY,0.0003870538810463715,0.0003870538810463715
FFIV,0.0003869527762338922,0.0003869527762338922
KLAC,0.00038466968039051593,0.00038466968039051593
USFD,0.0003806668912605345,0.0003806668912605345
BG,0.0003784301110492094,0.0003784301110492094
MKL,0.00037492447895364975,0.00037492447895364975
EFX,0.000373002083005451,0.000373002083005451
FSLR,0.0003641854615425158,0.0003641854615425158
THC,0.0003593626648884329,0.0003593626648884329
CMS,0.0003582087787108177,0.0003582087787108177
GH,0.0003581721290652735,0.0003581721290652735
BR,0.00034903181420824816,0.00034903181420824816
ENTG,0.0003469676111756002,0.0003469676111756002
MTSI,0.0003381832915633389,0.0003381832915633389
WWD,0.00033677357699820183,0.00033677357699820183
FDXF,0.0003356256226515979,0.0003356256226515979
FTAI,0.0003277045460591986,0.0003277045460591986
SSNC,0.00032677649347389773,0.00032677649347389773
MTZ,0.0003231879541861931,0.0003231879541861931
ZBH,0.0003202654648645007,0.0003202654648645007
CDW,0.00031806242621506105,0.00031806242621506105
LUV,0.00031636805949990243,0.00031636805949990243
GPC,0.0003139216276771253,0.0003139216276771253
NTNX,0.0003111093407985231,0.0003111093407985231
U,0.0003109728215059602,0.0003109728215059602
ITT,0.0003005361214635273,0.0003005361214635273
J,0.0002927932462747668,0.0002927932462747668
ROL,0.00029128786132993754,0.00029128786132993754
MKSI,0.00029080796538251364,0.00029080796538251364
CG,0.00028940852594473314,0.00028940852594473314
SITM,0.0002853773168015149,0.0002853773168015149
APG,0.00028469801096488525,0.00028469801096488525
IEX,0.0002829025295839373,0.0002829025295839373
WY,0.0002827058853657876,0.0002827058853657876
NVR,0.00028246424097916464,0.00028246424097916464
WCC,0.0002784269669583027,0.0002784269669583027
MEDP,0.0002782688680647627,0.0002782688680647627
LSCC,0.0002749544536155083,0.0002749544536155083
PFGC,0.00026221156563008686,0.00026221156563008686
AKAM,0.0002620092822811316,0.0002620092822811316
SOLV,0.0002601642634865356,0.0002601642634865356
INIO,0.0002542802067184117,0.0002542802067184117
BBIO,0.00025129907512620763,0.00025129907512620763
FN,0.00024836025417664733,0.00024836025417664733
MAS,0.00024432983053528665,0.00024432983053528665
CRBG,0.0002434617626101098,0.0002434617626101098
TLN,0.0002378505360850506,0.0002378505360850506
CRL,0.00023095442842708492,0.00023095442842708492
EQH,0.00022972919587942823,0.00022972919587942823
COO,0.00022943452340615925,0.00022943452340615925
FIVE,0.00022908890535717005,0.00022908890535717005
SGI,0.00022861997749251724,0.00022861997749251724
BAX,0.00022561108632741962,0.00022561108632741962
LII,0.00022349568138646465,0.00022349568138646465
GL,0.00022271913832327037,0.00022271913832327037
ONTO,0.00022009300711622187,0.00022009300711622187
BWA,0.00021932269583905316,0.00021932269583905316
LULU,0.00021887816574931617,0.00021887816574931617
CSGP,0.00021810504624664837,0.00021810504624664837
BMRN,0.00021193066025196544,0.00021193066025196544
TTMI,0.00021027355505595036,0.00021027355505595036
SMTC,0.00020787833980708638,0.00020787833980708638
FROG,0.00020709589918832823,0.00020709589918832823
AHR,0.00020200945627286182,0.00020200945627286182
DECK,0.00019937835225176847,0.00019937835225176847
CLX,0.00019824787898488244,0.00019824787898488244
CART,0.00019629732141073454,0.00019629732141073454
BTSG,0.00019394566573258904,0.00019394566573258904
HII,0.00019259197937808852,0.00019259197937808852
TECH,0.0001903245551113319,0.0001903245551113319
DPZ,0.00018992864649080584,0.00018992864649080584
FDS,0.0001871699561033756,0.0001871699561033756
AEIS,0.00018610901540061544,0.00018610901540061544
GNRC,0.0001835953290131052,0.0001835953290131052
PAYC,0.0001808767109613758,0.0001808767109613758
CPT,0.00017853429787866457,0.00017853429787866457
RRX,0.0001770978679727574,0.0001770978679727574
SANM,0.0001769667972699718,0.0001769667972699718
DAR,0.0001755221295204158,0.0001755221295204158
LFUS,0.00017495115805604418,0.00017495115805604418
ARW,0.00017466607866181385,0.00017466607866181385
MGM,0.0001746540157212549,0.0001746540157212549
ALSN,0.0001742345547666632,0.0001742345547666632
SOLS,0.00016900543848125577,0.00016900543848125577
FLS,0.0001687371381425163,0.0001687371381425163
IONS,0.00016836010644865525,0.00016836010644865525
HSIC,0.00016797430606089493,0.00016797430606089493
HUT,0.00016269106307172923,0.00016269106307172923
PTGX,0.00016046757359174037,0.00016046757359174037
RMBS,0.0001573414347968087,0.0001573414347968087
VSAT,0.00015553611157773106,0.00015553611157773106
BRKR,0.00014772152275686196,0.00014772152275686196
MHK,0.00014581109779866235,0.00014581109779866235
QRVO,0.00014193289288135178,0.00014193289288135178
PRMB,0.00013878695730449713,0.00013878695730449713
FR,0.00013769086436719947,0.00013769086436719947
LAD,0.0001355294707757366,0.0001355294707757366
COMP,0.00013426388362674052,0.00013426388362674052
ALKS,0.00013231292031951937,0.00013231292031951937
LW,0.00012582823701031312,0.00012582823701031312
ETSY,0.00012528728939032718,0.00012528728939032718
APLD,0.00012430743548036687,0.00012430743548036687
AWI,0.00012241902312687882,0.00012241902312687882
FLR,0.00012236039180702664,0.00012236039180702664
MTDR,0.0001204932622483729,0.0001204932622483729
BLDR,0.00011991291673402878,0.00011991291673402878
RIOT,0.0001196383088287062,0.0001196383088287062
SRRK,0.00011610289329961041,0.00011610289329961041
CLF,0.00011060328640260844,0.00011060328640260844
LKQ,0.00010658540422654503,0.00010658540422654503
BKNG,0.00010583840594667067,0.00010583840594667067
DPC,0.00010521209578554274,0.00010521209578554274
BLCO,0.00010478775034063392,0.00010478775034063392
COGT,0.00010193655656457677,0.00010193655656457677
CZR,0.0001015525487174177,0.0001015525487174177
VSEC,9.829814735046443e-05,9.829814735046443e-05
CROX,9.68719937096548e-05,9.68719937096548e-05
FLG,9.273063073828617e-05,9.273063073828617e-05
FBIN,8.881743427937775e-05,8.881743427937775e-05
CORZ,8.791295456874048e-05,8.791295456874048e-05
OUT,8.685562869784482e-05,8.685562869784482e-05
AIR,8.65676779504272e-05,8.65676779504272e-05
HRI,8.54808796797173e-05,8.54808796797173e-05
GTX,8.467161813421119e-05,8.467161813421119e-05
BC,8.254665115217701e-05,8.254665115217701e-05
SKY,8.132916924836652e-05,8.132916924836652e-05
CCC,7.374797946399567e-05,7.374797946399567e-05
NVST,7.316496465178954e-05,7.316496465178954e-05
KRC,7.084465501927378e-05,7.084465501927378e-05
BILL,7.046290463663866e-05,7.046290463663866e-05
MANE,6.90095195593807e-05,6.90095195593807e-05
ABG,6.369652043109241e-05,6.369652043109241e-05
FRPT,5.635012107067144e-05,5.635012107067144e-05
FRMI,5.3426075141923465e-05,5.3426075141923465e-05
BKD,4.725844277732045e-05,4.725844277732045e-05
VECO,4.5452258032854995e-05,4.5452258032854995e-05
OLN,3.3287968011556914e-05,3.3287968011556914e-05
KEEL,3.265118316356648e-05,3.265118316356648e-05
WEN,2.656196597599526e-05,2.656196597599526e-05
FUN,2.5845282858894114e-05,2.5845282858894114e-05
GLUE,1.9960890977599373e-05,1.9960890977599373e-05
WGO,1.4276800752199401e-05,1.4276800752199401e-05
HTZ,1.203065005672989e-05,1.203065005672989e-05
CMPX,7.224077502080431e-06,7.224077502080431e-06
