period,rebalance,n,priced_share
2013-06-30,2013-08-31,44,0.7387657775333858
2013-09-30,2013-11-30,46,0.7899945116115483
2013-12-31,2014-02-28,48,0.7838390213898716
2014-03-31,2014-05-31,42,0.6998987831589638
2014-06-30,2014-08-31,38,0.6271422374992203
2014-09-30,2014-11-30,40,0.6755917360307047
2014-12-31,2015-02-28,41,0.6847473991347933
2015-03-31,2015-05-31,40,0.688297007163277
2015-06-30,2015-08-31,40,0.6690446015323867
2015-09-30,2015-11-30,42,0.7096041565951708
2015-12-31,2016-02-29,43,0.6831850255944865
2016-03-31,2016-05-31,45,0.7123002280509405
2016-06-30,2016-08-31,43,0.7186283327198844
2016-09-30,2016-11-30,47,0.7899821102829812
2016-12-31,2017-02-28,45,0.7389748482181151
2017-03-31,2017-05-31,46,0.7601862164180853
2017-06-30,2017-08-31,46,0.776554721053853
2017-09-30,2017-11-30,53,0.8873868370051775
2017-12-31,2018-02-28,53,0.901798293317211
2018-03-31,2018-05-31,54,0.9044714176442508
2018-06-30,2018-08-31,54,0.8917260343445759
2018-09-30,2018-11-30,55,0.9197802979777593
2018-12-31,2019-02-28,52,0.8752076247066227
2019-03-31,2019-05-31,52,0.8738062370806929
2019-06-30,2019-08-31,54,0.9082189749699531
2019-09-30,2019-11-30,57,0.9625987896742255
2019-12-31,2020-02-29,54,0.9058798047002303
2020-03-31,2020-05-31,51,0.9007362694939968
2020-06-30,2020-08-31,58,0.9808556302173024
2020-09-30,2020-11-30,58,0.9807341849885385
2020-12-31,2021-02-28,59,0.98703714284703
2021-03-31,2021-05-31,57,0.946279032926377
2021-06-30,2021-08-31,57,0.9571179097647307
2021-09-30,2021-11-30,56,0.9420994976916792
2021-12-31,2022-02-28,56,0.933591007973728
2022-03-31,2022-05-31,55,0.9325751199773752
2022-06-30,2022-08-31,58,0.9865444210130269
2022-09-30,2022-11-30,59,0.9822963094238413
2022-12-31,2023-02-28,57,0.9771128639107257
2023-03-31,2023-05-31,59,0.9831934329070116
2023-06-30,2023-08-31,58,0.9698504275186995
2023-09-30,2023-11-30,58,0.9744805143208397
2023-12-31,2024-02-29,58,0.972718327087734
2024-03-31,2024-05-31,59,0.9856724183281547
2024-06-30,2024-08-31,58,0.9730167268846429
2024-09-30,2024-11-30,60,1.0
2024-12-31,2025-02-28,59,0.9852909493995557
2025-03-31,2025-05-31,60,1.0
2025-06-30,2025-08-31,60,1.0
2025-09-30,2025-11-30,59,0.9857372840176117
2025-12-31,2026-02-28,60,1.0
2026-03-31,2026-05-31,60,1.0
2026-06-30,2026-08-31,60,1.0
