key,abrams,adage,akre,altimeter,appaloosa,atreides,baupost,berkshire-13f,cantillon,coatue,corvex,d1,darsana,dragoneer,duquesne,egerton,elliott,eminence,farallon,fisher,fundsmith,gardner-russo,giverny,glenview,gotham,greenhaven-road,greenlight,harris,himalaya,hitchwood,hound,icahn,impactive,kingdon,lansdowne,light-street,lone-pine,markel-13f,marshall-wace,matrix,maverick,melvin,oaktree,paulson,pershing-square,polen,pzena,ruane-cunniff,sachem-head,sands,semper-augustus,senator,soroban,southeastern,srs,starboard,steadfast,suvretta,tci,third-avenue,third-point,tiger-global,tiger-management,trian,tweedy-browne,valinor,valueact,viking,whale-rock,yacktman
corvex,0.08976634692295891,0.1264207948442893,0.0686894461188718,0.2348393239134074,-0.0673407860573891,0.25893727720092774,0.15016366498023373,0.103189019949916,0.023568692756827308,0.020347851489329355,1.0,0.17285556824004542,0.10952899206208082,0.15662297749737883,0.18968569824733753,0.12383468636880578,0.22383799509361194,0.3628473506258167,0.2210159265586781,-0.12255575919978322,0.06504737141084997,0.08692805893301209,0.15366202162126902,0.12134883120739692,-0.16547309656661602,0.22125560206649472,0.2145048059009246,0.16258153147848145,-0.021021102061901713,0.18279140519713402,0.22637087759563743,0.12549206650074923,0.16022018947516659,0.1347787625621885,-0.04225431242536977,0.07859498581209513,0.13999225563214607,0.1380961430367629,0.21558541356501537,0.09402915807431199,0.16972559041732657,0.44011006558881133,0.12839480659668,0.21875508731974863,0.3707564289418537,0.1351416429567726,0.2040748432219195,0.13960660198468983,0.17746584892939501,0.04912335758727474,0.08504305799005851,0.13022006368733274,0.23322286878711554,0.15771035404031708,-0.06978413455848308,-0.021397088432323637,0.2738481910187178,0.15085410060598428,0.08761399671401718,0.1796467083706124,0.10679265666040993,0.20880280675377985,0.03390968866675068,0.1379565354481892,0.0173389739597156,,-0.014369067128603483,0.1556900321483462,0.06936251177912847,0.23390542532238703
d1,0.21554126170034132,-0.1328624571972307,0.06835499822914815,0.30674865628463216,0.10622965876161379,0.26899872870926433,0.01233570548573137,0.01185529819202653,-0.003802228213970503,0.46921687773876497,0.17285556824004542,1.0,0.3721499454724168,0.4426383527516973,0.35213058200644315,0.3729176815813037,-0.1689148317077633,0.2517445359872925,0.09520627737865532,0.13745337520594342,0.07982281202554672,0.11320359421428039,0.32070713490179176,0.16298628573720178,-0.1793872678855197,0.21077549761186232,-0.06401138548735102,0.30415994319001044,0.2821664162167123,0.5355263513609695,0.153440208891012,0.0008612411050440906,-0.03805957249227734,0.2599274060331407,0.1404104634169293,0.3161836570096105,0.5434920763920278,0.2743069644990459,0.031565741048768574,0.3212207958891368,0.3159075094429462,0.6610905538616896,-0.28713611101438385,0.2267003873639213,0.015356927217306254,0.22925546950349238,0.07289229640475198,0.3025814764171584,0.11912396076288823,0.5469551720014707,0.14942935673793956,0.2911775406144625,0.0068865773236632,0.03304252934782452,0.12607958586249549,0.11302687167739164,0.4256783823544386,0.1121960926619953,0.2399945021042435,0.04864949627521914,0.34770202931515987,0.442089039851309,0.30769888445698923,0.11485941956450524,0.0025794461646071556,,0.10786174805221009,0.4976885610801436,0.2815849160213927,0.04457718798608947
darsana,0.10767316329609282,-0.05819953004505657,0.13091197865897522,0.19452365230886903,0.02192978164216228,-0.006898658252286711,0.02740022388427004,0.13528024509945416,0.06062312303117925,0.3472280197268267,0.10952899206208082,0.3721499454724168,1.0,0.2337284239935627,0.1260194445976318,0.23169624052114987,0.28744368816506066,0.20272412645091686,0.032535584488453693,0.17173883156294548,0.22704752494343342,0.27696721350071524,0.2491802450499345,0.12124778963322033,-0.17064107016082788,0.349479020611773,0.12883012438338623,0.286905769730468,0.056549261050104944,0.5162756994002138,0.2152907958845581,0.16650265049341417,0.03708204034054769,0.3573421016219845,0.18767963306418206,0.3604133022726788,0.3172885710492154,0.1632704521721794,0.048881796886889935,0.30562639277901743,0.05774763002406067,0.2922872734101698,0.039564297120216814,0.3223938989628868,0.0384443891769438,0.18168520054895523,0.25741184429684444,0.04845334923027379,0.1719099079615717,0.3911427848150909,0.3020725332245147,0.27406341155873604,0.09341782302980126,0.17843968736719357,0.18740585696922313,0.06756141833134806,0.1797528401764695,0.20572125774810307,0.09752956218871807,0.21914058923065288,0.17757063273052856,0.4140365507117747,0.3123436308596955,0.10632619646481034,0.11197644292753581,0.22974513790711215,0.11273734815620333,0.4046495662189106,0.09604674646116655,0.12904251257590957
dragoneer,0.2817878018846042,-0.08000164453806137,0.17851624057342896,0.4065297798644521,0.11790684130130978,0.2590340184624576,0.028151051886942186,-0.056311964710027286,0.17767498723203484,0.39690481923343607,0.15662297749737883,0.4426383527516973,0.2337284239935627,1.0,0.1361556503819572,0.3009855676526864,-0.017265289005932972,0.340003818272109,0.24461028540872723,-0.04250327268905447,0.04463730401830576,0.022268433863021644,0.07260558499723524,-0.004806839904304641,-0.10873493347868982,0.24582900840970795,0.15513113631388423,0.23070557206986242,0.1051918693371795,0.36273371699105456,0.17999957139314718,0.11799474089990564,-0.012579158707291382,-0.1123751294803755,-0.0021218493362338184,0.5826607511458537,0.34105125895036387,0.0253292098654383,0.09601370249967792,0.3515123854015022,0.06715008578266352,0.3299756609218771,-0.2523939319744284,0.09794405097377791,0.01899801613637916,0.23649896317836677,0.14699718306584073,0.00552036487604803,0.10274053644117931,0.5146526096638191,-0.14788169210999172,0.1646643534232739,0.12480592069241575,0.041232762027308356,0.22969244745455386,0.06050131533561239,0.36134363142987624,0.020353560534396332,0.23448832841662193,0.050049717373337035,0.21751239471388342,0.5569627502761494,0.19495359283796537,-0.011000694844417434,-0.037266914049307036,0.42280746620297993,0.06568264748338899,0.4036573576639293,0.39943118291085095,0.010605412482940814
duquesne,0.2224383431160853,0.003457581288148818,-0.11923400347612921,0.02751483144195324,0.15902340760081896,0.11604803879909108,0.0278068926101423,-0.05221939112534444,-0.0759928067337885,0.30263880575530994,0.18968569824733753,0.35213058200644315,0.1260194445976318,0.1361556503819572,1.0,0.18296492183488014,0.05989177991108729,0.16499427860584764,0.07418756255783582,0.07173237957677489,-0.03030253689076387,0.05499480730849965,0.1578891106544936,0.14500025766371646,-0.24182658526726009,0.06979759757726973,0.005048881227720051,0.020653214509568044,0.16241671332838425,0.37213683952816146,-0.0524825522332953,-0.10752019922074574,-0.014749344738754206,0.5059666161342143,0.17849580238397142,0.3430621429569817,0.3101885996460335,0.12383842696831909,0.04067360032257446,0.3270657396936955,0.40958608904505706,0.4397088915601289,0.10049995197662528,0.05640237067810364,0.05645015507492014,-0.1516765259995047,-0.09310387254475566,0.10765751610649224,0.032550509622866985,0.24215256628481302,0.11096246405221673,0.22627128812307248,-0.11373363977949949,-0.06322677029979937,0.07950974198727243,0.06209220931634325,0.27582917121711276,0.21323082677306768,0.11881898866069661,0.016370260985752214,0.24231584089619979,0.160239017053332,0.11403687593048689,0.06529537506211797,0.06663797725579199,0.06495653288708665,-0.10917743219015369,0.20057810353844996,0.280024601715828,-0.12800765406571196
egerton,0.2398572953032785,-0.1207633796541994,0.35251923394080964,0.08868716051038539,0.07525201358372216,-0.13522983370558073,0.1132296742355996,-0.1453803198043922,0.34505478404801765,0.2264877258823841,0.12383468636880578,0.3729176815813037,0.23169624052114987,0.3009855676526864,0.18296492183488014,1.0,-0.16712565434328433,0.32903791865218335,0.37204261242209197,0.06211292135734364,0.2594772451352026,0.26783563635094443,0.318077133370945,0.14921087986641526,-0.07720797447054287,0.15728610010542868,0.1072885235935607,0.2647033309876368,0.04693879495319697,0.34220913205644293,0.09433783785495305,0.1872556390289948,0.2621141731119226,0.08081566131605715,0.002726471590980966,0.35082810816651505,0.3653907799965642,0.3866186720053048,0.2682028168135014,0.22053671632063598,0.2535624586830931,0.3471427026774172,-0.09757628035462987,-0.13978503047582436,0.14072777058458227,0.16112892834429468,0.12298149919490083,0.07151942136479582,0.12092291984270499,0.3617876867048377,-0.04003393407986361,0.4345893482249347,0.36468004577515445,0.08409487586920883,0.09879538962834554,0.0019922746795666686,0.3885910672290273,0.1747193970487019,0.4721357997721842,0.1785415180264159,0.23410266203611604,0.33396012211690984,0.17197109672614258,0.11513697090449602,-0.0296541100055394,0.3577602596039165,0.10315365915701077,0.5374409573234905,0.16603810179156883,-0.0038480972466613593
elliott,-0.10598000500651307,-0.02369707721346786,0.026376150336038535,0.07891150778859761,-0.11599773298448625,-0.22104504603471584,0.0471115566847769,0.2500150363540977,-0.07974253089597597,-0.0798074197696623,0.22383799509361194,-0.1689148317077633,0.28744368816506066,-0.017265289005932972,0.05989177991108729,-0.16712565434328433,1.0,0.03632156959194547,-0.17383292108589032,0.04071138518978479,0.17577845092723288,0.24197924399362605,0.1291539938537663,0.038537477403953205,-0.19095570407325355,0.16745794498058775,0.11622021885412658,0.16376014697055977,0.029858680720251937,0.004525931060834804,0.08140397652305259,0.22430176698800966,0.08930093755437761,0.19770878503008638,0.06288391344138337,0.09841957768238892,-0.14308197793977678,0.16646034289783734,-0.043323069140187846,0.15075343609242925,-0.11378405911600899,0.017082098146296396,0.5255666225272531,0.1518096096845186,0.18454494167725527,-0.10659217598296117,0.3537594454834498,-0.03910010177488368,0.022101811782246204,-0.09144104943068039,0.4354127224157394,0.029287631100243752,-0.0265643084144628,0.1292184724312339,0.02823514149272194,-0.11239400825988703,-0.002768324736355376,-0.2566967291962209,-0.09606365984572138,0.33054934373522016,-0.09648024577245042,0.04251789901576623,-0.01656740543494774,0.0988212341749609,0.18024232762039097,,-0.1540530780220247,0.03401366914788076,-0.1602871792829815,0.4575400339273362
eminence,0.3142035452553553,-0.23027623356111734,0.3834379649477487,0.26112756279788696,-0.0239333564293712,0.07409909066775194,0.01965340036250109,-0.06990128690267464,0.3878421246589169,0.1903794608533042,0.3628473506258167,0.2517445359872925,0.20272412645091686,0.340003818272109,0.16499427860584764,0.32903791865218335,0.03632156959194547,1.0,0.3151271185273017,-0.03884926996317482,0.3444203145791675,0.3384823220392282,0.41747916531796264,0.17551728075519032,-0.05943485654399479,0.34135879515153306,0.20432806083075472,0.32216669920680696,-0.011846555658200584,0.21815114080826592,0.28152781791096126,-0.017417434667815552,0.3560566223093428,-0.056654608380262525,0.07536359529916495,0.21476052624211386,0.2686308985052601,0.339016091496045,0.3045720062240104,0.1906629253790289,0.1815447675857828,0.4486031625474282,0.013108269375432424,0.0023461985394189772,0.34002217186896294,0.2577389812899455,0.39131331687657295,0.2831714813316792,0.2401343912712643,0.3050292404261321,0.03946040751745956,0.3407387947831196,0.21990746163561142,0.0639639243876246,0.09226986284713565,0.070786516225536,0.34245740223895743,0.21698305472149174,0.2713518250070683,0.21238833478199998,0.1920287540817683,0.2565803216040398,0.11899182348923419,0.26617678420095947,-0.09723065760635105,0.5063869582336064,0.23832383726531495,0.27996439721078165,0.07875069866311982,0.3053467291002746
farallon,0.34268594711920947,-0.18278308650813135,0.39528162731870625,-0.11234917231141109,-0.11168131635787032,-0.0998564140699174,0.25492302685760293,-0.016409805067719694,0.3860725806830844,-0.06035620258175125,0.2210159265586781,0.09520627737865532,0.032535584488453693,0.24461028540872723,0.07418756255783582,0.37204261242209197,-0.17383292108589032,0.3151271185273017,1.0,0.16151049613864157,0.3473664254747816,0.2784831651930879,0.24675112294133547,0.3097614727668922,-0.007703486452535401,0.11887138475063327,0.22740459871135044,0.2775486243478963,-0.03785520984851666,-0.1292806227015521,0.12789255060934254,0.06183041070673288,0.3433580310926538,-0.0684865488090442,-0.18484274913432372,-0.011432728723344072,0.1650964690297787,0.3031164382442287,0.13876574626129276,-0.16021494623415555,0.16061653001767853,0.1930317870350895,-0.26545151575971226,0.1418695876484612,0.19116609527666772,0.19684956702886022,0.1337862062088267,0.3116034843662515,0.058796148203002704,0.1693235146576777,-0.05087263243995316,0.03852494396039436,0.10214005649737182,0.0927762967547183,-0.13280607009255116,0.31055144420549313,0.17105738050628988,0.2480382217905922,0.38105408534189517,0.03478240534477976,-0.026741971899398954,0.19151846206194173,-0.02325725252310581,0.1397310454518792,0.11755691419056377,,0.06324201037161992,0.35397579383928224,-0.09900199311867776,0.027872694776028287
fisher,0.03566798801637397,0.07728914552988964,0.08659865450447451,-0.03579849981387787,-0.04948287272918288,-0.07063994901274114,0.21892595273543836,0.08296736127146699,0.17409502841419036,0.24966973977321505,-0.12255575919978322,0.13745337520594342,0.17173883156294548,-0.04250327268905447,0.07173237957677489,0.06211292135734364,0.04071138518978479,-0.03884926996317482,0.16151049613864157,1.0,0.11137563191973394,0.18676507729133257,0.16185661015209638,-0.15316117600124612,-0.0413563635847213,-0.009611931343280363,-0.16735575166985808,0.36538860641826626,0.3586462507218102,0.07584543184675865,-0.057303832040341264,-0.05184677405281014,0.011470353853004102,-0.016507647529100902,0.16916615449655875,0.18214360043016076,0.15422780416543277,0.05746006681977929,-0.05502661100056691,0.09741042453480746,0.10829955187257181,-0.12590675922467465,-0.06994337543164938,0.11431137406219584,0.052204235571777224,0.26677392107206604,0.017342084388915924,0.10151367863969786,-0.04016475003393458,0.3138321292817508,0.014373100857369007,-0.008765838379630783,-0.0005972445877125895,0.07382877656282057,-0.03337563951166887,-0.061532174264858346,0.050270171799508115,0.07725486558561107,0.1947339637497016,-0.0032965043311795183,-0.12266792262402289,0.28704047228620766,0.2241626194235522,0.03907276732633045,0.11765835584056429,0.08504389674900754,0.12214282755590301,0.13450735032753702,0.0007834217499001525,-0.03167994337818981
