key,abrams,adage,akre,altimeter,appaloosa,atreides,baupost,berkshire-13f,cantillon,coatue,corvex,d1,darsana,dragoneer,duquesne,egerton,elliott,eminence,farallon,fisher,fundsmith,gardner-russo,giverny,glenview,gotham,greenhaven-road,greenlight,harris,himalaya,hitchwood,hound,icahn,impactive,kingdon,lansdowne,light-street,lone-pine,markel-13f,marshall-wace,matrix,maverick,melvin,oaktree,paulson,pershing-square,polen,pzena,ruane-cunniff,sachem-head,sands,semper-augustus,senator,soroban,southeastern,srs,starboard,steadfast,suvretta,tci,third-avenue,third-point,tiger-global,tiger-management,trian,tweedy-browne,valinor,valueact,viking,whale-rock,yacktman
abrams,1.0,-0.2206141162416331,0.14833103542606607,0.05456882903575973,0.18081605484428906,0.004237445054554646,0.14768123879448347,-0.14944958722944274,0.18635140937579958,0.291916068385057,0.08976634692295891,0.21554126170034132,0.10767316329609282,0.2817878018846042,0.2224383431160853,0.2398572953032785,-0.10598000500651307,0.3142035452553553,0.34268594711920947,0.03566798801637397,0.09774477745616159,0.3254613784115786,0.2717880330057844,0.26017662120255675,-0.1648028861438938,0.17773902895309382,0.24703254031120242,0.28435885882354794,0.0034166088155008533,0.0610645528268693,0.2048206956374488,-0.11801524149225315,0.13265125775256,0.2101183314438411,0.1097030144831167,0.12254125277357789,0.32175232902404916,0.1583264777226948,0.051566367156218706,0.19025831352431435,0.2996876963849929,0.3537818420861804,-0.15826670526828476,0.08859500410520826,0.12318980025707903,0.04961794493580915,0.20364762146886078,0.3079433493671844,0.035651534776898856,0.2498024786741331,0.02496255730360347,0.2520787824830608,-0.038829523765326245,0.04582095015370381,-0.015120450217504607,0.2207912155601491,0.3528875756609773,0.21154259922253438,0.1906713783726766,0.018368423762136394,0.04166737586832636,0.22025144451263176,0.01959686775116559,0.059446546002560774,0.22829072526319147,0.4084637680290727,0.18530518437326837,0.22918869928842603,0.10385261113441713,-0.07345073140478563
adage,-0.2206141162416331,1.0,-0.15587143243124169,0.08425942350935559,0.04374578053984172,-0.02891231465790282,0.039121249724274,0.16935553319911403,-0.08312321356108976,0.009133860284570744,0.1264207948442893,-0.1328624571972307,-0.05819953004505657,-0.08000164453806137,0.003457581288148818,-0.1207633796541994,-0.02369707721346786,-0.23027623356111734,-0.18278308650813135,0.07728914552988964,-0.18306470994288604,-0.18127437758092263,-0.21677311868373383,0.015742823673383657,0.16122001655073698,-0.18415451833520266,0.046840069507643446,-0.007050249476239447,0.36062241545568824,-0.059327507503772074,-0.15298477632374072,-0.04874687923241549,-0.05700642869321991,-0.22184112049971288,-0.044566952762005625,-0.13126695974979197,-0.12535348895004475,-0.18662859485878666,-0.10813194103092694,-0.06567250585078115,0.055483242410939194,-0.1940093100244277,-0.048559432216813775,-0.06146639991860504,-0.01964401974902844,0.037239892873081167,-0.014663372551539695,-0.018966085583297966,-0.35401963777542184,0.03927009044002836,-0.14811386879716948,-0.10749557011946852,-0.043699876797631876,-0.04701305995614355,0.002951891968697865,-0.16665972846811708,-0.18075623931178314,-0.16918377278012717,-0.21967277081370054,-0.10542607263616482,-0.18846894313640808,-0.0029818960599464974,0.07746987593465604,-0.24773252063426077,-0.15392343883404758,-0.05450618961853765,0.019113109848061593,-0.28438523755402406,-0.08397101680674729,-0.06325629862938024
akre,0.14833103542606607,-0.15587143243124169,1.0,-0.10561527610431658,-0.2657979078469529,-0.41495259338414925,0.2608493067725069,0.06740623836836206,0.522161785649805,-0.13550549619591207,0.0686894461188718,0.06835499822914815,0.13091197865897522,0.17851624057342896,-0.11923400347612921,0.35251923394080964,0.026376150336038535,0.3834379649477487,0.39528162731870625,0.08659865450447451,0.447984416960822,0.36889953885550225,0.4055762450481948,0.05037979351111689,-0.03716742130772494,0.2577732814665596,0.10392913740034854,0.3692883333140008,-0.08718727171091374,-0.14106562851168034,0.3286955449997703,0.07260418732463306,0.32820664133014166,-0.22894535462484583,-0.234551410665208,-0.07028836915923253,0.14579197754350232,0.5370930460307972,0.29059298559905755,-0.07516815402205512,-0.09711054198622233,0.16135685580859468,-0.20066384003853965,-0.07431965831772325,0.1764380150732389,0.4174592256496827,0.1965640466709769,0.1491655406148095,-0.032791249291340294,0.12342356367102567,0.1267813004584783,0.2238288478461002,0.1770054608419331,0.07590592464608045,0.10193951094832192,0.2371432834575944,0.2614915877091355,0.07102247882882523,0.3962612883580489,0.263646742610713,0.11309612430927159,-0.04234010033008719,-0.010278447943404085,0.08088173891805428,-0.12364918655748713,0.24870831942521482,0.18992856677276934,0.2756759862267712,-0.2562882457895999,0.3107444961235235
altimeter,0.05456882903575973,0.08425942350935559,-0.10561527610431658,1.0,0.01879088750439412,0.3003143320232075,-0.12759561900873448,-0.02038931566430878,0.020974111120880438,0.29003529227961894,0.2348393239134074,0.30674865628463216,0.19452365230886903,0.4065297798644521,0.02751483144195324,0.08868716051038539,0.07891150778859761,0.26112756279788696,-0.11234917231141109,-0.03579849981387787,-0.10722411921939702,-0.16466270419120985,0.07901837281969835,-0.057236413699196444,0.06276024272958922,0.19843344795407616,0.13233762325401327,0.12378823017792613,0.03752830465060199,0.20509719016019984,0.06108105971398686,0.03749100748876473,-0.04766350211990609,-0.02542788788154667,0.25522770737014505,0.12696283298985142,0.27881517880908313,-0.061609972478724996,-0.006211306273482079,0.19544045139143187,0.08303675238432157,0.29352126350803853,-0.11489196488842099,-0.02948710902360513,-0.011245138754381193,0.24520518916643005,0.11192405246736008,-0.04136717421374485,0.16883625507187536,0.36676466080961573,-0.15988757203120152,0.06508328864002384,-0.03589311088702927,-0.02959630280675832,0.08522507781778531,-0.05100171898058155,0.17337465260212878,-0.06961803765120635,-0.05658257068190338,-0.13700055742476466,0.04649064334680924,0.36496011094972947,0.3084219688692475,0.04311405808401017,-0.19283670190882066,0.1353363925485692,0.21509152827772396,0.05061347341661905,0.2988642256519985,0.019988866661358663
appaloosa,0.18081605484428906,0.04374578053984172,-0.2657979078469529,0.01879088750439412,1.0,0.29826297113508793,0.03770393750233833,-0.18025035328476152,-0.049790220920949736,0.37517485192929834,-0.0673407860573891,0.10622965876161379,0.02192978164216228,0.11790684130130978,0.15902340760081896,0.07525201358372216,-0.11599773298448625,-0.0239333564293712,-0.11168131635787032,-0.04948287272918288,-0.1624195761354535,-0.15867682981224485,-0.15556085278231457,-0.007748383650184947,0.0625351840144954,-0.08816971974757576,0.18126770329625724,-0.1004100615231729,0.08472823288704708,0.16086221492141078,-0.09369960449611461,0.044755042783195795,-0.10107670328012024,0.1010797102165155,0.10595937811121053,0.20203130310945697,0.1585179827890143,-0.23532545585163878,0.07147524078514289,0.26724965146569307,0.14705060615734325,0.29631146537127423,0.03247794122964595,-0.12130064173116133,0.01282452455750892,-0.13950019518256923,-0.1365252683400728,-0.029487159040751703,0.09564208772422993,0.06699343411728921,-0.0923349923146672,0.19323369259812753,0.0821892583943222,0.032673142099929185,-0.012986736366074147,0.039109138083653114,0.08780867769458019,0.14647908543403568,-0.11177477183023739,-0.16705570889605373,0.061096836037299644,0.2148587561970811,0.16477157972608983,-0.0011776157664723974,0.010898882912452026,0.05102132086295894,-0.07026269556951421,0.013460313607807133,0.34580609669548573,-0.37303163706117837
atreides,0.004237445054554646,-0.02891231465790282,-0.41495259338414925,0.3003143320232075,0.29826297113508793,1.0,-0.12963330444421034,-0.28713141998829417,-0.22679008002440537,0.4312838334378069,0.25893727720092774,0.26899872870926433,-0.006898658252286711,0.2590340184624576,0.11604803879909108,-0.13522983370558073,-0.22104504603471584,0.07409909066775194,-0.0998564140699174,-0.07063994901274114,-0.3058378279941094,-0.2842415994409256,-0.20324179012701948,-0.11391345108299411,0.12523121850658525,0.18849228001564325,0.02410796814222178,-0.14197731934743968,0.06273756392525395,0.3761398763020829,0.1094716515537173,-0.1186220689795564,0.06268992468134858,0.14537951271911528,0.37479522624362716,0.5024406172404359,0.3417975284390982,-0.35953148372211036,0.15275147110136233,0.38629809540181886,0.12847887940390412,0.6354082788947285,-0.07148808477575307,0.09510315112349951,-0.10880768690303305,-0.06674948727680986,-0.1384245807279417,-0.148507231896802,0.32171182275423443,0.20852169757859845,-0.17296230110859975,0.1489342807718022,-0.15074442725911769,0.011904273247515031,-0.03944439333243015,0.036224755806475724,0.1561154132988569,0.16711917826614003,-0.08587834401772779,-0.3108527268793829,0.1243630694872788,0.33498862024742115,0.2817416010358149,0.06373173093103013,-0.1353566841478361,,0.07594986924924459,0.027453507102623814,0.6260279959055838,-0.29936171708744086
baupost,0.14768123879448347,0.039121249724274,0.2608493067725069,-0.12759561900873448,0.03770393750233833,-0.12963330444421034,1.0,0.13730741171968572,0.21820662360729207,-0.11417321843909958,0.15016366498023373,0.01233570548573137,0.02740022388427004,0.028151051886942186,0.0278068926101423,0.1132296742355996,0.0471115566847769,0.01965340036250109,0.25492302685760293,0.21892595273543836,0.15079302121707847,0.2546445066348882,0.07977172847978858,0.14161533199138734,-0.07599570863233306,0.009727669414503091,0.01363695006709119,0.2770196615621585,0.31591088448788257,-0.10758623828254876,0.3479389691757183,-0.12249068646037356,-0.05604897862733834,-0.06816662519643961,-0.2552759261486579,0.2274885121149366,0.018767800374238815,0.18303185595694144,0.04626879508608013,0.09758471427325091,0.029089576085672805,0.17952130256731705,-0.05363557990959099,0.4437232293959702,0.1646332951071917,0.21115477002665806,0.19073439335208314,0.34712909773309353,-0.09278584125999317,0.055325611877046536,0.1732713861064929,-0.04862033633981796,0.11176677594055186,0.14821324906944996,-0.1342464426698228,0.2701893236612101,0.016788235037854413,0.05923357031816192,0.11625499334289541,0.07816962739331278,-0.009402603780289379,0.13905058978740775,0.09254319042387912,-0.0776799072237794,0.08155448163356005,,-0.06065383309667291,0.21791462380355237,-0.03885847135609441,0.13176324895985772
berkshire-13f,-0.14944958722944274,0.16935553319911403,0.06740623836836206,-0.02038931566430878,-0.18025035328476152,-0.28713141998829417,0.13730741171968572,1.0,-0.20968947084276635,-0.1835538521966094,0.103189019949916,0.01185529819202653,0.13528024509945416,-0.056311964710027286,-0.05221939112534444,-0.1453803198043922,0.2500150363540977,-0.06990128690267464,-0.016409805067719694,0.08296736127146699,0.05111619264737363,0.13058978117253683,0.06421078601093,0.060410672860730937,-0.08177856570317793,0.04871036245624877,0.09827364016115649,0.16205048473249836,0.17083729971508899,-0.09957217487282255,0.02785791622957081,0.022483307559500426,0.0904549328138688,-0.06889479874124906,-0.052639157756941585,-0.15638638149668455,-0.17061149433679948,0.055087716525143215,-0.24342963494689443,-0.11815299500492274,-0.0592992821234796,-0.046279250775648324,-0.0623430568838554,0.021566572340527747,0.0798696937635731,0.058402160141467395,0.13925630460496266,0.09748137501920523,-0.32439296075436835,-0.16721618633810614,0.05517877057479857,-0.20366344235364547,-0.09935759113947142,0.0832072845773653,0.08133161449736676,-0.007144441244450717,-0.17160241626681783,-0.17311390897797052,-0.023472631313309934,0.08408186486564122,-0.22098858162010906,-0.12320644092575317,0.020777907075806682,-0.02753567319694989,-0.04276784132988211,-0.022706514671469724,0.01625665461201566,-0.02525251212018599,-0.2834081055803938,0.23622067661677257
cantillon,0.18635140937579958,-0.08312321356108976,0.522161785649805,0.020974111120880438,-0.049790220920949736,-0.22679008002440537,0.21820662360729207,-0.20968947084276635,1.0,0.04292298702959477,0.023568692756827308,-0.003802228213970503,0.06062312303117925,0.17767498723203484,-0.0759928067337885,0.34505478404801765,-0.07974253089597597,0.3878421246589169,0.3860725806830844,0.17409502841419036,0.3177243911718973,0.2809708381790062,0.26502082924733034,0.044224254214372975,0.13721994567871382,-0.017585911242941954,0.15805800007889548,0.24008269746683858,-0.023144542371702697,-0.07329858188631753,0.2063582570395927,-0.04634638695059151,0.223025617577328,-0.14182274137295542,-0.009303714587493883,0.023742092194586072,0.14116244381018353,0.3472819179698485,0.29518075952765294,0.02867814748935774,-0.01375308890265458,0.18014246751917118,-0.04752166739165314,0.009697719714764713,0.1844617691928538,0.2741262940343778,0.09617384822917464,0.04406451017859642,0.1374971533102855,0.184513413748726,0.06228975685967798,0.18701364676921067,0.25160093017826446,0.0655675541850803,-0.015014345817435696,0.13598540870360026,0.12733481835742963,0.1199536960460439,0.3952453821311765,0.22931818048051816,0.01647934282084804,0.10545770104797464,0.169971949222471,0.09242894858549512,0.027581616766517388,0.22423902777887408,0.14579037352445995,0.21506603328485424,-0.020479612965397725,0.09463722842913244
coatue,0.291916068385057,0.009133860284570744,-0.13550549619591207,0.29003529227961894,0.37517485192929834,0.4312838334378069,-0.11417321843909958,-0.1835538521966094,0.04292298702959477,1.0,0.020347851489329355,0.46921687773876497,0.3472280197268267,0.39690481923343607,0.30263880575530994,0.2264877258823841,-0.0798074197696623,0.1903794608533042,-0.06035620258175125,0.24966973977321505,-0.16109612630158957,-0.09734919786883472,0.02154219514597916,-0.15839115926387776,-0.1719099382470817,0.2746409674472422,0.10022733576589099,0.18074750643780096,0.1697475171297176,0.5960032189245569,0.03154565668459765,-0.03957134808225281,-0.10056322157424365,0.22832049029177123,0.38239161500042035,0.6450724155181482,0.6066113529670983,-0.1451116542151792,0.10955091858961002,0.6235106049281743,0.3599867560626593,0.3978908340338873,-0.10924781122066651,-0.05690125206177161,-0.12658874931010827,0.10501853261164511,0.011770550785519243,0.09214377537655986,0.22351965356108686,0.6053809929965508,-0.20073136313137285,0.39407995319453637,0.08655467996028374,0.024293237161071547,0.2142595385281678,0.001470237887916039,0.23359197637544862,0.27247872062729056,0.1202811850110262,-0.13829435786970756,0.21160488482151915,0.6188152221001321,0.41614952985815223,-0.055273660219962766,-0.012732111923182835,0.45931842301704,0.13655516921872968,0.3918965882857484,0.6941453852738518,-0.28511040130097737
