period,rebalance,n,priced_share
2013-12-31,2014-02-28,5,0.36166160973772654
2014-03-31,2014-05-31,6,0.3802849555283902
2014-06-30,2014-08-31,3,0.21215085543021273
2014-09-30,2014-11-30,5,0.2998152390806297
2014-12-31,2015-02-28,5,0.36812334715465733
2015-03-31,2015-05-31,6,0.40592034043823955
2015-06-30,2015-08-31,5,0.47047317704587943
2015-09-30,2015-11-30,5,0.397058064516129
2015-12-31,2016-02-29,5,0.4558861883530595
2016-03-31,2016-05-31,5,0.39617374750648904
2016-06-30,2016-08-31,5,0.40303846492386236
2016-09-30,2016-11-30,6,0.5115326500518832
2016-12-31,2017-02-28,6,0.5453422183390169
2017-03-31,2017-05-31,7,0.5690522124303552
2017-06-30,2017-08-31,7,0.7571567661272128
2017-09-30,2017-11-30,11,0.7916890598078269
2017-12-31,2018-02-28,9,0.8286505008933169
2018-03-31,2018-05-31,8,0.773521646769782
2018-06-30,2018-08-31,9,0.8146243883084248
2018-09-30,2018-11-30,11,0.8264583143380162
2018-12-31,2019-02-28,8,0.775370461018156
2019-03-31,2019-05-31,6,0.8482290488208164
2019-06-30,2019-08-31,4,0.8639484576584334
2019-09-30,2019-11-30,4,0.9369966763149066
2019-12-31,2020-02-29,5,0.9403595399185282
2020-03-31,2020-05-31,5,0.9529273728369165
2020-06-30,2020-08-31,7,0.9316423483882922
2020-09-30,2020-11-30,8,0.9092411493625225
2020-12-31,2021-02-28,6,0.8446835960958483
2021-03-31,2021-05-31,6,0.8505175893730796
2021-06-30,2021-08-31,6,0.8319912308222653
2021-09-30,2021-11-30,6,0.8519901730491564
2021-12-31,2022-02-28,4,0.6230567076835168
2022-03-31,2022-05-31,5,0.8566100596449655
2022-06-30,2022-08-31,4,0.7126176295825445
2022-09-30,2022-11-30,6,0.6605225953790942
2022-12-31,2023-02-28,6,0.6887822636845619
2023-03-31,2023-05-31,7,0.6830195287311664
2023-06-30,2023-08-31,6,0.7690025004359591
2023-09-30,2023-11-30,6,0.9778922585791301
2023-12-31,2024-02-29,8,0.9316562540041329
2024-03-31,2024-05-31,9,0.9446611420513253
2024-06-30,2024-08-31,9,0.8478873259070759
2024-09-30,2024-11-30,8,0.9778505357211917
2024-12-31,2025-02-28,7,0.9117951210962219
2025-03-31,2025-05-31,8,0.8641962067649607
2025-06-30,2025-08-31,7,0.9999999999999999
2025-09-30,2025-11-30,9,1.0
2025-12-31,2026-02-28,9,1.0
2026-03-31,2026-05-31,8,1.0
2026-06-30,2026-08-31,9,1.0
