slug,period,formation,filed,n_positions,hhi,top1_w,top10_w,turnover,new_frac,sold_frac,book_growth,crowding,excess_12,excess_36,vol_12,mdd_12,alpha36_t,fwd_excess,fwd_return,y,p_persist,p_base,p_logistic,p_xgboost
fundsmith,2014-09-30,2014-11-30,2014-11-05,2.772588722239781,0.07002883619571065,0.10879341738880235,0.7493055825731474,0.1584250158441859,0.125,0.125,0.07643799956014626,9.58675824953367,0.05481338573854555,,0.09720747691726277,-0.026396076027679016,,0.06438815855983912,0.08791455785439417,0.0,,,,
gardner-russo,2014-09-30,2014-11-30,2014-11-13,4.709530201312334,0.06143485538750441,0.10367885704593355,0.7143717998689568,0.024196756824958143,0.009009009009009009,0.02654867256637168,-0.01855618739773343,7.198166242610231,0.00984310474273839,,0.11364869224399193,-0.05624834581172622,,0.03364950206787379,0.057175901362428845,0.0,,,,
harris,2014-09-30,2014-11-30,2014-11-12,5.170483995038151,0.019101432929790982,0.04727167457645725,0.33949694500075617,0.07085821708414908,0.056818181818181816,0.06741573033707865,0.025004026496468983,9.505351332873767,0.0481420720014267,,0.11033402400500668,-0.047965855097561017,,0.005696288980687102,0.02922268827524216,0.0,,,,
markel-13f,2014-09-30,2014-11-30,2014-11-12,4.6443908991413725,0.02702302977585002,0.06501575229290268,0.427430169441144,0.06330245044072114,0.038461538461538464,0.047619047619047616,0.010933158298060667,7.576376552420827,0.06465889593702587,,0.1155304911542142,-0.04920514528559361,,-0.007646422563460778,0.01587997673109428,1.0,,,,
marshall-wace,2014-09-30,2014-11-30,2014-11-13,6.744059186311348,0.005676349699365415,0.0267487809033903,0.15142695512451962,0.45238490141961396,0.3663133097762073,0.4100877192982456,0.020123485234113402,6.449232790427342,0.06873047447048533,,0.1208728517747113,-0.03393993386381733,,0.04235807227619196,0.06588447157074702,0.0,,,,
polen,2014-09-30,2014-11-30,2014-11-14,3.091042453358316,0.05357721197191678,0.09800620176919872,0.6035344421127007,0.12040419122793278,0.045454545454545456,0.16,-0.028789185926203806,11.297981346149783,0.032426998591715106,,0.10427787522404672,-0.04155426619230351,,0.1304298947238368,0.15395629401839184,0.0,,,,
pzena,2014-09-30,2014-11-30,2014-11-07,4.969813299576001,0.01788493497762666,0.04040037344777364,0.2873152993926035,0.059821939623006304,0.041666666666666664,0.014285714285714285,0.015388730124652654,7.117540166708932,-0.017196779867932804,,0.08902136678396885,-0.0333216380963447,,-0.004450750067895512,0.019075649226659545,1.0,,,,
sands,2014-09-30,2014-11-30,2014-11-13,3.9318256327243257,0.03619209544101139,0.06716866917535398,0.4677275653237796,0.07732127488511131,0.09803921568627451,0.061224489795918366,0.013889134402234831,10.148154988710807,0.04249687116288828,,0.13125989501772573,-0.1013697532304183,,0.08368004132962964,0.10720644062418469,0.0,,,,
semper-augustus,2014-09-30,2014-11-30,2014-11-13,3.4011973816621555,0.08405739554031559,0.17672680870904217,0.7258209971595615,0.06083760349886136,0.03333333333333333,0.0,-0.0433994813414719,8.852751176358717,0.026146612351226506,,0.10989762345302091,-0.050028273391420575,,-0.030982145327535182,-0.0074557460329801265,1.0,,,,
tweedy-browne,2014-09-30,2014-11-30,2014-11-12,3.8918202981106265,0.04841234491384613,0.10215623366528881,0.6150399835752357,0.055314078788976206,0.02040816326530612,0.02040816326530612,-0.0747586581165311,9.335182116709275,-0.04794861917882373,,0.11815604866971988,-0.054879525679109475,,-0.07876527906325831,-0.05523887976870326,1.0,,,,
valueact,2014-09-30,2014-11-30,2014-11-17,2.5649493574615367,0.1257759823065717,0.23068287956716743,0.928969505801006,0.11615848683369034,0.15384615384615385,0.21428571428571427,0.0978089230493622,9.943812936114366,0.08382715636509386,,0.09466088399838005,-0.025107312308881746,,0.05601196469848444,0.0795383639930395,0.0,,,,
yacktman,2014-09-30,2014-11-30,2014-11-04,3.9318256327243257,0.054433671500439824,0.1135035319542378,0.6461141406579923,0.032178164150106325,0.11764705882352941,0.0425531914893617,0.6668464286980559,10.511084289829478,0.04752193487287809,,0.0787654956279397,-0.03261801354088201,,-0.02873923639575143,-0.005212837101196371,1.0,,,,
adage,2014-12-31,2015-02-28,2015-02-17,6.55250788703459,0.005030080634366274,0.026415619829635896,0.1400221541366177,0.1960626159059894,0.15691868758915833,0.1581196581196581,0.009760914089333965,7.128075074318749,0.13309235032097222,,0.11824139425091708,-0.040820469683089056,,-0.014400663941035799,-0.09615417822098721,1.0,,,,
akre,2014-12-31,2015-02-28,2015-02-13,3.58351893845611,0.06310396838810983,0.10455985317467632,0.7087855576123506,0.05808056810582929,0.05555555555555555,0.1282051282051282,0.07451724985804067,7.771012794552506,0.10965611874089173,,0.1246704170539822,-0.03575163638077383,,0.06951520109052868,-0.012238313189422725,0.0,,,,
altimeter,2014-12-31,2015-02-28,2015-02-13,3.295836866004329,0.10135420301377317,0.22490886557375217,0.8261236186619831,0.2242147231211794,0.14814814814814814,0.11538461538461539,0.2781542420585923,8.536789106065243,0.14766857892133495,,0.13783346526935958,-0.03717819724823912,,0.04198681642442966,-0.03976669785552175,0.0,,,,
berkshire-13f,2014-12-31,2015-02-28,2015-02-17,3.8501476017100584,0.11584763069975065,0.23231117219164102,0.8268869787680503,0.05831097893277992,0.0851063829787234,0.0851063829787234,0.014551417372242439,11.329436791791881,-0.044337072158170135,,0.10346259534618805,-0.06708249923174214,,-0.00863350543997922,-0.09038701971993063,1.0,,,,
cantillon,2014-12-31,2015-02-28,2015-02-09,2.995732273553991,0.06744658496770052,0.1078066385858062,0.7401558640264227,0.12834070448033452,0.15,0.19047619047619047,0.09198317574113787,7.560634214161146,-0.03849072040265451,,0.09411548910805988,-0.04375058089633921,,-0.03243976688041397,-0.11419328116036538,1.0,,,,
fisher,2014-12-31,2015-02-28,2015-01-29,6.371611847231857,0.011589471203693951,0.028147704250929852,0.2218017956252027,0.07780172150476217,0.13162393162393163,0.07971014492753623,0.03054876577974081,6.649811568892982,-0.02431450314055418,,0.08937746387473214,-0.044730832615027305,,0.008143914800323754,-0.07360959947962765,0.0,,,,
fundsmith,2014-12-31,2015-02-28,2015-02-10,2.772588722239781,0.07000832811376778,0.10129861609781943,0.751808942060372,0.03803494502512483,0.0,0.0,0.18156054692084017,8.84319019866095,0.0681899290743595,,0.10092131756485945,-0.026441203516483158,,0.1416514369948473,0.059897922714895906,0.0,,,,
gardner-russo,2014-12-31,2015-02-28,2015-02-12,4.700480365792417,0.06234244894471121,0.10413975468383473,0.719775670969518,0.02880813965755591,0.03636363636363636,0.04504504504504504,0.03305407440241364,7.349741139546961,0.03273672621913448,,0.09966014295031975,-0.03313590658666232,,0.06428795732507828,-0.01746555695487314,0.0,,,,
harris,2014-12-31,2015-02-28,2015-01-23,5.209486152841421,0.018913868771228227,0.04172531411164052,0.337898865687591,0.07093304846008697,0.060109289617486336,0.022727272727272728,0.05581072323020703,9.195373633412663,0.043791281345931576,,0.1222084135035017,-0.053776411746880304,,-0.03959061789643856,-0.12134413217638997,1.0,,,,
markel-13f,2014-12-31,2015-02-28,2015-02-09,4.672828834461906,0.02801040433428053,0.08719595043008077,0.42610123344267536,0.12670340377841494,0.102803738317757,0.07692307692307693,0.06649712491885061,6.936326883023361,0.0895575226181104,,0.10221191778024433,-0.029602295834188386,,0.007054764358227605,-0.0746987499217238,0.0,,,,
marshall-wace,2014-12-31,2015-02-28,2015-02-17,6.665683717782408,0.0061185167336913916,0.030579460336370896,0.16125482144290523,0.4622844687265961,0.39490445859872614,0.44051825677267376,0.08876005999515169,5.944213714021369,0.048860689595051104,,0.12710971899057988,-0.03393993386381733,,0.0296045312128251,-0.05214898306712631,0.0,,,,
polen,2014-12-31,2015-02-28,2015-02-17,3.1354942159291497,0.049281536355957105,0.07574905426392337,0.5752504533110232,0.0786141847582168,0.043478260869565216,0.0,0.08770661316727725,10.876194213099824,0.05512698311507133,,0.0896620381895061,-0.010997374823476846,,0.11302603823465757,0.03127252395470615,0.0,,,,
pzena,2014-12-31,2015-02-28,2015-02-06,4.948759890378168,0.01768915377655776,0.03907931406970498,0.28443689774892456,0.116707723034838,0.04964539007092199,0.06944444444444445,0.022877695206389274,6.705096755007599,-0.010490514670594586,,0.13147850970895117,-0.0671222888120071,,-0.05641566187632317,-0.13816917615627458,1.0,,,,
sands,2014-12-31,2015-02-28,2015-02-11,3.9889840465642745,0.036946197242207005,0.07879472818347318,0.47903240078264936,0.09330731538507342,0.07407407407407407,0.0196078431372549,0.04312741016428721,10.132960928981763,0.003831137006242019,,0.12416911180627635,-0.057158971259999136,,0.0158549456983796,-0.06589856858157181,0.0,,,,
semper-augustus,2014-12-31,2015-02-28,2015-02-13,3.4011973816621555,0.09190395189329274,0.18875158144943835,0.7594599430039233,0.0793748587711871,0.0,0.0,-0.04069981609410377,8.669588887042977,0.06366991818219278,,0.08668120327262953,-0.01948595702816902,,0.03965160735163304,-0.04210190692831837,0.0,,,,
tweedy-browne,2014-12-31,2015-02-28,2015-02-12,3.8918202981106265,0.050378518211143045,0.11089348132954929,0.6318190498962426,0.10756423253584624,0.02040816326530612,0.02040816326530612,-0.10637558414120124,10.03157805001554,-0.04432014657279791,,0.11304143727806942,-0.10080693620234571,,-0.04030929225859499,-0.1220628065385464,1.0,,,,
valueact,2014-12-31,2015-02-28,2015-02-17,2.6390573296152584,0.11143091131669061,0.21608401818472345,0.8785929711218822,0.15282151519824005,0.14285714285714285,0.07692307692307693,0.06732642515533564,9.878136786467357,0.015428737976109275,,0.14079786247849263,-0.07537404680328397,,0.02652721171436074,-0.05522630256559067,0.0,,,,
yacktman,2014-12-31,2015-02-28,2015-02-02,3.9318256327243257,0.05494466501232151,0.10713909289381215,0.6547683167203489,0.07125335610983685,0.058823529411764705,0.058823529411764705,-0.686347483381801,9.975837181722673,0.05416437266418189,,0.09826771664645143,-0.05359379978971013,,0.07551589315321527,-0.006237621126736133,0.0,,,,
adage,2015-03-31,2015-05-31,2015-05-15,6.561030665896573,0.0051712626511360845,0.03273077648674144,0.1387300557499625,0.20383386545248317,0.17256011315417255,0.16547788873038516,0.006762456090154963,7.213348227487501,0.1319689930911546,,0.12177725781306496,-0.040820469683089056,,-0.033537488866799026,-0.03277728528691569,1.0,,,,
akre,2015-03-31,2015-05-31,2015-05-14,3.58351893845611,0.062393742344777826,0.098153728841791,0.7021669060172459,0.048885246188697606,0.027777777777777776,0.027777777777777776,0.04395894149210144,8.21259547668984,0.11080234237855996,,0.11931550607348186,-0.035751636380774054,,0.07166912402853577,0.07242932760841911,0.0,,,,
altimeter,2015-03-31,2015-05-31,2015-05-15,3.332204510175204,0.1028904750214202,0.21990961058980843,0.8242968252763359,0.1325652526703609,0.14285714285714285,0.1111111111111111,-0.043791090351254815,8.79697563339737,0.08088667881418979,,0.1612869025844135,-0.07667859280086375,,-0.05234253720534087,-0.051582333625457534,1.0,,,,
berkshire-13f,2015-03-31,2015-05-31,2015-05-15,3.8501476017100584,0.1150766472342073,0.23880399702132327,0.8189072904091913,0.030382887175641637,0.0,0.0,-0.020617892984490738,11.819246008056922,-0.07444217407711495,,0.10399500539312657,-0.06708249923174214,,-0.007206461623621925,-0.006446258043738588,1.0,,,,
cantillon,2015-03-31,2015-05-31,2015-05-04,2.995732273553991,0.06592488160590786,0.11065845854359281,0.7297686340524699,0.10712461555634678,0.1,0.1,0.052228375092510736,8.10004256372921,-0.05511914390644394,,0.09622277464113664,-0.043750580896338986,,0.005938958632602132,0.006699162212485469,0.0,,,,
fisher,2015-03-31,2015-05-31,2015-04-30,6.3473892096560105,0.01133974386137702,0.027450545444794985,0.21860520030039435,0.051324833894556665,0.07880910683012259,0.10085470085470086,0.03419849310965771,6.601379595362757,-0.015396069501918588,,0.09431919617393998,-0.044730832615027416,,-0.009352842244706613,-0.008592638664823276,1.0,,,,
gardner-russo,2015-03-31,2015-05-31,2015-05-14,4.700480365792417,0.0623095580878858,0.10610603539749681,0.7199988209042532,0.03052933770937727,0.02727272727272727,0.02727272727272727,0.013222264603291158,7.282666097249696,-0.03257668506418544,,0.10850321745907492,-0.03600614465544949,,0.07208906875665932,0.07284927233654266,0.0,,,,
harris,2015-03-31,2015-05-31,2015-05-14,5.123963979403259,0.018516908393056922,0.045841940209626474,0.334725750210095,0.10166655400908475,0.05952380952380952,0.1366120218579235,-0.01708482071775802,9.296197393535447,0.018589845988125797,,0.12448109607189778,-0.053776411746880415,,-0.033508087907475254,-0.03274788432759192,1.0,,,,
lone-pine,2015-03-31,2015-05-31,2015-05-15,3.828641396489095,0.03106211355415162,0.06607942979174235,0.42986878943861484,0.31350988936801094,0.30434782608695654,0.2558139534883721,0.0011404441365057139,13.061141799521327,0.08338625471597721,,0.09873172950782548,-0.04010435910288612,,0.005972809416209811,0.006733012996093148,0.0,,,,
markel-13f,2015-03-31,2015-05-31,2015-05-07,4.672828834461906,0.029004375945856108,0.08570778546953345,0.4436116226542919,0.08489818474166766,0.04672897196261682,0.04672897196261682,0.042936635303465774,7.632727107266497,0.06613491747563185,,0.10386865889796253,-0.029602295834188497,,-0.004361085528311808,-0.0036008819484284714,1.0,,,,
marshall-wace,2015-03-31,2015-05-31,2015-05-11,6.656726524178391,0.0060674320180018025,0.02623487874987329,0.17005857623705462,0.473143234580514,0.38688946015424164,0.3923566878980892,0.013197895748175861,6.38857850672419,0.08401787770057234,,0.12254441540175295,-0.03393993386381733,,-0.011066213935796829,-0.010306010355913492,1.0,,,,
polen,2015-03-31,2015-05-31,2015-05-15,3.1780538303479458,0.05027118834840221,0.07468903776350902,0.5907963717676685,0.07249591092664864,0.08333333333333333,0.043478260869565216,0.05436767156339058,11.037613967169813,0.1019078584788782,,0.08510123268348266,-0.010997374823477069,,0.041580150456982864,0.0423403540368662,0.0,,,,
pzena,2015-03-31,2015-05-31,2015-05-08,5.017279836814924,0.01692221791131314,0.033945456961730035,0.2731480037908745,0.06321228237607746,0.07947019867549669,0.014184397163120567,-0.039507232751509906,6.458573702089311,0.0015146883507980158,,0.13320521048316233,-0.06712228881200688,,-0.04573202338443116,-0.04497181980454782,1.0,,,,
sands,2015-03-31,2015-05-31,2015-05-14,3.8918202981106265,0.03773788089614673,0.07837749619766933,0.48891418092694316,0.055979731277172595,0.04081632653061224,0.12962962962962962,0.00035987359412131446,10.475353022582263,0.14487590563472671,,0.07519852140301396,-0.014354912791027963,,-0.0015281393080509454,-0.0007679357281676082,1.0,,,,
semper-augustus,2015-03-31,2015-05-31,2015-05-14,3.4339872044851463,0.08739289782563839,0.18472853547669676,0.7438173458969807,0.030692466667340157,0.0967741935483871,0.06666666666666667,-0.01756528842612919,8.125909596363565,0.006887987830787534,,0.08567900694876307,-0.01948595702816902,,0.03234478007372454,0.033104983653607874,0.0,,,,
tweedy-browne,2015-03-31,2015-05-31,2015-05-05,3.8501476017100584,0.05193951645803926,0.11012607699028128,0.6478472879533899,0.03144449534119287,0.0,0.04081632653061224,-0.05285685328688597,10.148980180652865,-0.14801045754295575,,0.09658518692168593,-0.10080693620234571,,-0.002946645517578283,-0.002186441937694946,1.0,,,,
valueact,2015-03-31,2015-05-31,2015-05-15,2.70805020110221,0.11105710653094249,0.21279942888335332,0.8947471838258493,0.11293950348191328,0.13333333333333333,0.07142857142857142,0.12549663734978256,10.301434158974804,0.0365063528703892,,0.14604852208214963,-0.07537404680328397,,0.0014739606160693135,0.0022341641959526507,0.0,,,,
yacktman,2015-03-31,2015-05-31,2015-04-30,3.912023005428146,0.05579699193542676,0.11225589807192038,0.6591188850004088,0.030842191254518037,0.04,0.058823529411764705,-0.10520705900920801,9.40834573002279,-0.028200719334237803,,0.10423708978600761,-0.05359379978971013,,0.08649343583767803,0.08725363941756137,0.0,,,,
adage,2015-06-30,2015-08-31,2015-08-14,6.579251212010101,0.004755724320626888,0.027671194392542616,0.13166581230113308,0.18710137712835406,0.14583333333333334,0.13012729844413012,-0.022683047773774584,7.576728030451837,-0.03815854731875598,,0.12044433432497306,-0.10374571116268938,,0.012540692631962752,0.12481833056698198,0.0,,,,
akre,2015-06-30,2015-08-31,2015-08-14,3.6109179126442243,0.06550124770290107,0.11851328530139275,0.7171649191637904,0.05674646136007333,0.08108108108108109,0.05555555555555555,0.04512287737824334,7.957147980883252,0.16481187166878872,,0.1341530791412977,-0.047413862245754834,,0.030652604830635352,0.14293024276565458,0.0,,,,
altimeter,2015-06-30,2015-08-31,2015-08-14,3.2188758248682006,0.10041126840847264,0.19149832491161828,0.8187447017232125,0.08505357523070523,0.08,0.17857142857142858,-0.014258825711617733,9.491124067595832,0.12808504649001756,,0.1713795464401211,-0.08463417289863362,,-0.14308803113344723,-0.030810393198428,1.0,,,,
berkshire-13f,2015-06-30,2015-08-31,2015-08-14,3.828641396489095,0.1172965479190085,0.24676846973745928,0.8173852569579387,0.027911311156591734,0.021739130434782608,0.0425531914893617,0.00045676498978808013,12.613466088306922,-0.045237697729951266,,0.11344143818615551,-0.0747271262167758,,-0.03195855272307417,0.08031908521194506,1.0,,,,
cantillon,2015-06-30,2015-08-31,2015-07-27,2.995732273553991,0.06331310276485624,0.09969706591262638,0.713832725268537,0.03352612505599584,0.0,0.0,-0.020681320480736176,7.7074924765710335,-0.035866370490043424,,0.09719238319308195,-0.07838678367813334,,0.008125542518645584,0.12040318045366481,0.0,,,,
fisher,2015-06-30,2015-08-31,2015-07-17,6.391917113392602,0.011329961165178417,0.026846806022122076,0.21634589153996958,0.05519975427634849,0.09882747068676717,0.05779334500875657,0.02757622410954752,6.880689958644457,0.013169132276201121,,0.11935951146121583,-0.06321344977855614,,-0.027135962045890513,0.08514167588912872,1.0,,,,
fundsmith,2015-06-30,2015-08-31,2015-08-17,2.9444389791664403,0.06995266663365098,0.09996465333355575,0.7682901687480701,,,,,10.261389070483393,0.10629031129444784,,0.12676440395653657,-0.054414739818751,,0.16024805938080094,0.27252569731582016,0.0,,,,
gardner-russo,2015-06-30,2015-08-31,2015-08-11,4.6913478822291435,0.061061083850707396,0.10055828069792469,0.7149827114718388,0.02333950588043754,0.009174311926605505,0.01818181818181818,0.02239910572634851,7.391195637100673,0.0354061439769388,,0.11524683928846288,-0.04965896282875559,,0.023131435349841814,0.13540907328486104,0.0,,,,
harris,2015-06-30,2015-08-31,2015-08-11,4.9344739331306915,0.018547042514033375,0.04154367325340707,0.33508584763994315,0.06769198132554866,0.03597122302158273,0.20238095238095238,-0.010833319988455756,9.685670234124123,-0.0030677457374312204,,0.13908404977915606,-0.07589469331682641,,-0.009378253031737838,0.10289938490328139,1.0,,,,
lansdowne,2015-06-30,2015-08-31,2015-08-13,4.127134385045092,0.08609711414765801,0.12260964329113472,0.8855552321431519,0.07509381481686905,0.3387096774193548,0.36923076923076925,0.04970741183322999,12.44570462187307,0.1664355838075483,,0.1298180448702917,-0.05683407577165678,,-0.056090376646222614,0.056187261288796614,1.0,,,,
lone-pine,2015-06-30,2015-08-31,2015-08-14,3.828641396489095,0.03466936859429286,0.063457213087787,0.4760893328767214,0.2322636069526084,0.1956521739130435,0.1956521739130435,-0.03990706987802254,13.445570460696361,0.06257484378991554,,0.12521854780267702,-0.0688191305507404,,0.00764676403424433,0.11992440196926356,0.0,,,,
markel-13f,2015-06-30,2015-08-31,2015-08-14,4.718498871295094,0.027517590519467897,0.08123126190211015,0.4320029606381953,0.03655045002430357,0.07142857142857142,0.028037383177570093,0.01222234548072911,7.660933759715842,0.04094582506249486,,0.11812440884323286,-0.06628840410075909,,-8.78474547304775e-05,0.11218979048028875,1.0,,,,
marshall-wace,2015-06-30,2015-08-31,2015-08-14,6.777646593635117,0.0062797947734380775,0.03334791246831712,0.1645222989674033,0.47925272168696076,0.45785876993166286,0.38817480719794345,-0.0011627413347783553,7.1482231043330815,0.11779110699458593,,0.13777992415435156,-0.06437578453453097,,-0.04690650469996596,0.06537113323505327,1.0,,,,
polen,2015-06-30,2015-08-31,2015-08-13,3.1780538303479458,0.050154581873071785,0.07447108876800719,0.5881853091940022,0.050808776721030124,0.041666666666666664,0.041666666666666664,0.0067835310450717725,11.316554703703202,0.16285297793544998,,0.10654952009005393,-0.04766812803835618,,-0.025101127844219764,0.08717651009079946,1.0,,,,
pzena,2015-06-30,2015-08-31,2015-08-07,5.017279836814924,0.016852613504726832,0.030455467603689685,0.27105969938620156,0.07132515515806603,0.059602649006622516,0.059602649006622516,-0.015103006581703039,7.087403631464522,-0.0047460387691422475,,0.14341144807236425,-0.06939755438655781,,-0.023607693637810692,0.08866994429720854,1.0,,,,
sands,2015-06-30,2015-08-31,2015-08-14,3.9318256327243257,0.03682876202902754,0.07964039282367058,0.48036013103688785,0.05515307391599533,0.0392156862745098,0.0,-0.03228991484784325,10.148709908603779,0.06741225934651655,,0.11669193567006382,-0.08245976686651213,,-0.010464271694882857,0.10181336624013637,1.0,,,,
semper-augustus,2015-06-30,2015-08-31,2015-08-13,3.4339872044851463,0.08554987130377212,0.17932738007577684,0.7424122742425663,0.03400062535130277,0.03225806451612903,0.03225806451612903,-0.028969940883301452,7.971182038477501,-0.03262654157485553,,0.09936777424289064,-0.07062176825440247,,0.06719367939826733,0.17947131733328656,0.0,,,,
tweedy-browne,2015-06-30,2015-08-31,2015-08-07,3.8501476017100584,0.05136470763375564,0.10550357469511984,0.6450310204697255,0.023731733400885635,0.0,0.0,-0.023232800341499053,10.22100292566717,-0.15066783489346441,,0.10674634160579306,-0.12660042920848502,,0.04742684726950046,0.15970448520451969,0.0,,,,
valueact,2015-06-30,2015-08-31,2015-08-17,2.6390573296152584,0.1007870384155334,0.17540646052487735,0.8691188895060546,0.084602304797465,0.07142857142857142,0.13333333333333333,0.04842931369627412,11.445140493677842,0.030990891094032327,,0.1595695575115036,-0.08023280700673063,,0.01685337592814269,0.12913101386316192,0.0,,,,
yacktman,2015-06-30,2015-08-31,2015-08-10,3.8501476017100584,0.05881595822952877,0.11955529432429193,0.6827837179077979,0.0507639643071498,0.0,0.06,-0.14697875636216304,9.24825736444333,-0.010788253839293552,,0.11545674402944688,-0.07525768904647312,,0.1032805484645153,0.21555818639953453,0.0,,,,
adage,2015-09-30,2015-11-30,2015-11-16,6.5638555265321274,0.004800141742571147,0.02602154217434085,0.12534510237178514,0.20019467115580414,0.14245416078984485,0.15555555555555556,-0.10757723920060165,7.8179842161639455,-0.0461820813172141,,0.15062198970074211,-0.13124566744198052,,-0.00852018582853084,0.08292957514255776,1.0,,,,
akre,2015-09-30,2015-11-30,2015-11-12,3.5553480614894135,0.06429213692257743,0.12863637523398194,0.6899801216822113,0.06097019335215714,0.02857142857142857,0.08108108108108109,0.03774317386400572,7.577672033271247,0.09200247386527363,,0.14001600405488424,-0.07974651576314629,,-0.041230797193987034,0.05021896377710157,1.0,,,,
altimeter,2015-09-30,2015-11-30,2015-11-13,2.9444389791664403,0.16987696111838743,0.3155742528406256,0.8975020916112955,0.24275919217733144,0.15789473684210525,0.36,0.14625079370377983,8.879081200572092,0.05129555020036811,,0.20847141941547098,-0.08463417289863373,,0.05764724257612368,0.14909700354721228,0.0,,,,
berkshire-13f,2015-09-30,2015-11-30,2015-11-16,3.871201010907891,0.10665302989096857,0.1895453662318725,0.8210711229212596,0.23634654857671955,0.10416666666666667,0.06521739130434782,0.17285880843389007,12.218106010065556,-0.07845430306137674,,0.11284514286979297,-0.0833454465034108,,-0.022596711977782374,0.06885304899330623,1.0,,,,
cantillon,2015-09-30,2015-11-30,2015-11-04,2.9444389791664403,0.0707425970714919,0.11835241891592982,0.763148765258202,0.1407656227167594,0.0,0.05,-0.0649619330274271,7.511176242700931,-0.04868264329776479,,0.10654693187795208,-0.0963059164886595,,-0.021223378569623683,0.07022638240146492,1.0,,,,
coatue,2015-09-30,2015-11-30,2015-11-13,4.02535169073515,0.04192889454778273,0.08433788624901539,0.5478847427752664,0.19764922904942483,0.10714285714285714,0.20634920634920634,-0.11879334468528246,14.023818460128746,0.06811280067093606,,0.16723639261495873,-0.10314522784514946,,-0.05608915282795993,0.03536060814312867,1.0,,,,
fisher,2015-09-30,2015-11-30,2015-10-20,6.51471269087253,0.011677457827753434,0.029106751873724263,0.2259929440210014,0.06037023735479119,0.21037037037037037,0.10720268006700168,-0.06933098961096062,7.291695157591662,0.015069954348457676,,0.1372226346056891,-0.07868578885941435,,-0.06581413746857465,0.025635623502513964,1.0,,,,
