slug,period,formation,n_positions,hhi,top1_w,top10_w,turnover,new_frac,sold_frac,book_growth,crowding,excess_12,excess_36,vol_12,mdd_12,alpha36_t,fwd_excess,fwd_return,y,p_persist,p_base,p_logistic,p_xgboost
marshall-wace,2014-12-31,2015-02-28,6.66568371778241,0.00611851673369138,0.0305794603363709,0.161254821442905,0.462284468726596,0.394904458598726,0.440518256772674,0.0887600599951517,5.94421371402137,0.0488606895950516,,0.12710971899058,-0.0339399338638173,,0.0296045312128254,-0.0521489830671266,0,,,,
polen,2014-12-31,2015-02-28,3.13549421592915,0.0492815363559571,0.0757490542639234,0.575250453311023,0.0786141847582171,0.0434782608695652,0,0.0877066131672773,10.8761942130998,0.0551269831150719,,0.089662038189506,-0.0109973748234768,,0.113026038234658,0.0312725239547062,0,,,,
pzena,2014-12-31,2015-02-28,4.94875989037817,0.0176891537765578,0.039079314069705,0.284436897748925,0.116707723034838,0.049645390070922,0.0694444444444445,0.0228776952063893,6.7050967550076,-0.010490514670594,,0.131478509708951,-0.0671222888120069,,-0.0564156618763227,-0.138169176156275,1,,,,
sands,2014-12-31,2015-02-28,3.98898404656427,0.036946197242207,0.0787947281834732,0.479032400782649,0.0933073153850732,0.0740740740740741,0.0196078431372549,0.0431274101642872,10.1329609289818,0.00383113700624305,,0.124169111806276,-0.0571589712599991,,0.0158549456983799,-0.0658985685815721,0,,,,
semper-augustus,2014-12-31,2015-02-28,3.40119738166216,0.0919039518932928,0.188751581449438,0.759459943003923,0.0793748587711869,0,0,-0.0406998160941038,8.66958888704298,0.0636699181821934,,0.0866812032726296,-0.019485957028169,,0.0396516073516335,-0.0421019069283184,0,,,,
tweedy-browne,2014-12-31,2015-02-28,3.89182029811063,0.0503785182111431,0.110893481329549,0.631819049896243,0.107564232535846,0.0204081632653061,0.0204081632653061,-0.106375584141201,10.0315780500155,-0.0443201465727973,,0.113041437278069,-0.100806936202346,,-0.0403092922585945,-0.122062806538546,1,,,,
valueact,2014-12-31,2015-02-28,2.63905732961526,0.111430911316691,0.216084018184723,0.878592971121882,0.15282151519824,0.142857142857143,0.0769230769230769,0.0673264251553357,9.87813678646736,0.0154287379761104,,0.140797862478493,-0.075374046803284,,0.0265272117143615,-0.0552263025655905,0,,,,
yacktman,2014-12-31,2015-02-28,3.93182563272433,0.0549446650123215,0.107139092893812,0.654768316720349,0.0712533561098365,0.0588235294117647,0.0588235294117647,-0.686347483381801,9.97583718172267,0.054164372664183,,0.0982677166464515,-0.0535937997897101,,0.0755158931532159,-0.00623762112673609,0,,,,
adage,2015-03-31,2015-05-31,6.56103066589657,0.00517126265113608,0.0327307764867414,0.138730055749963,0.203833865452483,0.172560113154173,0.165477888730385,0.00676245609015496,7.21334822748751,0.131968993091155,,0.121777257813065,-0.0408204696830891,,-0.0335374888667983,-0.0327772852869156,1,,,,
akre,2015-03-31,2015-05-31,3.58351893845611,0.0623937423447778,0.098153728841791,0.702166906017246,0.0488852461886977,0.0277777777777778,0.0277777777777778,0.0439589414921014,8.21259547668984,0.110802342378561,,0.119315506073482,-0.0357516363807741,,0.0716691240285362,0.072429327608419,0,,,,
altimeter,2015-03-31,2015-05-31,3.3322045101752,0.10289047502142,0.219909610589808,0.824296825276336,0.132565252670361,0.142857142857143,0.111111111111111,-0.0437910903512548,8.79697563339737,0.0808866788141905,,0.161286902584414,-0.0766785928008638,,-0.0523425372053404,-0.0515823336254577,1,,,,
berkshire-13f,2015-03-31,2015-05-31,3.85014760171006,0.115076647234207,0.238803997021323,0.818907290409192,0.0303828871756415,0,0,-0.0206178929844907,11.8192460080569,-0.0744421740771142,,0.103995005393127,-0.0670824992317422,,-0.00720646162362107,-0.00644625804373834,1,,,,
cantillon,2015-03-31,2015-05-31,2.99573227355399,0.0659248816059079,0.110658458543593,0.72976863405247,0.107124615556347,0.1,0.1,0.0522283750925107,8.10004256372921,-0.0551191439064434,,0.0962227746411366,-0.043750580896339,,0.00593895863260277,0.0066991622124855,0,,,,
fisher,2015-03-31,2015-05-31,6.34738920965601,0.011339743861377,0.027450545444795,0.218605200300394,0.0513248338945557,0.0788091068301226,0.100854700854701,0.0341984931096577,6.60137959536276,-0.0153960695019179,,0.09431919617394,-0.0447308326150274,,-0.00935284224470616,-0.00859263866482343,1,,,,
gardner-russo,2015-03-31,2015-05-31,4.70048036579242,0.0623095580878858,0.106106035397497,0.719998820904253,0.0305293377093779,0.0272727272727273,0.0272727272727273,0.0132222646032912,7.28266609724969,-0.0325766850641847,,0.108503217459075,-0.0360061446554495,,0.0720890687566603,0.072849272336543,0,,,,
harris,2015-03-31,2015-05-31,5.12396397940326,0.0185169083930569,0.0458419402096265,0.334725750210095,0.101666554009084,0.0595238095238095,0.136612021857924,-0.017084820717758,9.29619739353545,0.0185898459881266,,0.124481096071898,-0.0537764117468804,,-0.0335080879074748,-0.032747884327592,1,,,,
lone-pine,2015-03-31,2015-05-31,3.8286413964891,0.0310621135541516,0.0660794297917424,0.429868789438615,0.313509889368011,0.304347826086957,0.255813953488372,0.00114044413650571,13.0611417995213,0.0833862547159785,,0.0987317295078257,-0.0401043591028861,,0.00597280941621036,0.00673301299609309,0,,,,
markel-13f,2015-03-31,2015-05-31,4.67282883446191,0.0290043759458561,0.0857077854695335,0.443611622654292,0.0848981847416678,0.0467289719626168,0.0467289719626168,0.0429366353034658,7.6327271072665,0.0661349174756322,,0.103868658897963,-0.0296022958341885,,-0.00436108552831125,-0.00360088194842852,1,,,,
marshall-wace,2015-03-31,2015-05-31,6.65672652417839,0.00606743201800182,0.0262348787498733,0.170058576237055,0.473143234580514,0.386889460154242,0.392356687898089,0.0131978957481759,6.38857850672418,0.0840178777005728,,0.122544415401753,-0.0339399338638173,,-0.0110662139357964,-0.0103060103559136,1,,,,
polen,2015-03-31,2015-05-31,3.17805383034795,0.0502711883484022,0.074689037763509,0.590796371767669,0.0724959109266488,0.0833333333333333,0.0434782608695652,0.0543676715633906,11.0376139671698,0.101907858478879,,0.0851012326834826,-0.0109973748234771,,0.0415801504569836,0.0423403540368663,0,,,,
pzena,2015-03-31,2015-05-31,5.01727983681492,0.0169222179113131,0.03394545696173,0.273148003790875,0.0632122823760771,0.0794701986754967,0.0141843971631206,-0.0395072327515099,6.45857370208931,0.0015146883507985,,0.133205210483162,-0.0671222888120069,,-0.0457320233844306,-0.0449718198045479,1,,,,
sands,2015-03-31,2015-05-31,3.89182029811063,0.0377378808961467,0.0783774961976693,0.488914180926943,0.0559797312771723,0.0408163265306122,0.12962962962963,0.000359873594121315,10.4753530225823,0.144875905634728,,0.075198521403014,-0.014354912791028,,-0.00152813930805064,-0.000767935728167906,1,,,,
semper-augustus,2015-03-31,2015-05-31,3.43398720448515,0.0873928978256384,0.184728535476697,0.743817345896981,0.03069246666734,0.0967741935483871,0.0666666666666667,-0.0175652884261292,8.12590959636357,0.00688798783078795,,0.085679006948763,-0.019485957028169,,0.0323447800737252,0.0331049836536079,0,,,,
tweedy-browne,2015-03-31,2015-05-31,3.85014760171006,0.0519395164580392,0.110126076990281,0.64784728795339,0.031444495341193,0,0.0408163265306122,-0.052856853286886,10.1489801806529,-0.148010457542955,,0.0965851869216858,-0.100806936202346,,-0.00294664551757773,-0.00218644193769499,1,,,,
valueact,2015-03-31,2015-05-31,2.70805020110221,0.111057106530942,0.212799428883353,0.894747183825849,0.112939503481913,0.133333333333333,0.0714285714285714,0.125496637349783,10.3014341589748,0.0365063528703903,,0.14604852208215,-0.075374046803284,,0.00147396061607014,0.00223416419595288,0,,,,
yacktman,2015-03-31,2015-05-31,3.91202300542815,0.0557969919354267,0.11225589807192,0.659118885000409,0.0308421912545177,0.04,0.0588235294117647,-0.105207059009208,9.40834573002279,-0.0282007193342366,,0.104237089786008,-0.0535937997897101,,0.0864934358376787,0.0872536394175614,0,,,,
adage,2015-06-30,2015-08-31,6.5792512120101,0.00475572432062689,0.0276711943925426,0.131665812301133,0.187101377128355,0.145833333333333,0.13012729844413,-0.0226830477737746,7.57672803045185,-0.0381585473187552,,0.120444334324973,-0.103745711162689,,0.0125406926319635,0.124818330566982,0,,,,
akre,2015-06-30,2015-08-31,3.61091791264422,0.0655012477029011,0.118513285301393,0.71716491916379,0.0567464613600732,0.0810810810810811,0.0555555555555556,0.0451228773782433,7.95714798088326,0.164811871668789,,0.134153079141298,-0.0474138622457548,,0.030652604830636,0.142930242765655,0,,,,
altimeter,2015-06-30,2015-08-31,3.2188758248682,0.100411268408473,0.191498324911618,0.818744701723213,0.0850535752307052,0.08,0.178571428571429,-0.0142588257116177,9.49112406759583,0.128085046490018,,0.171379546440121,-0.0846341728986336,,-0.143088031133447,-0.030810393198428,1,,,,
berkshire-13f,2015-06-30,2015-08-31,3.8286413964891,0.117296547919009,0.246768469737459,0.817385256957939,0.0279113111565917,0.0217391304347826,0.0425531914893617,0.00045676498978808,12.6134660883069,-0.0452376977299505,,0.113441438186156,-0.0747271262167758,,-0.0319585527230733,0.0803190852119453,1,,,,
cantillon,2015-06-30,2015-08-31,2.99573227355399,0.0633131027648562,0.0996970659126264,0.713832725268537,0.033526125055996,0,0,-0.0206813204807362,7.70749247657103,-0.0358663704900429,,0.0971923831930819,-0.0783867836781333,,0.00812554251864651,0.120403180453665,0,,,,
fisher,2015-06-30,2015-08-31,6.3919171133926,0.0113299611651784,0.0268468060221221,0.21634589153997,0.0551997542763474,0.0988274706867672,0.0577933450087566,0.0275762241095475,6.88068995864446,0.0131691322762015,,0.119359511461216,-0.0632134497785561,,-0.02713596204589,0.0851416758891286,1,,,,
fundsmith,2015-06-30,2015-08-31,2.94443897916644,0.069952666633651,0.0999646533335557,0.76829016874807,,,,,10.2613890704834,0.106290311294448,,0.126764403956537,-0.054414739818751,,0.160248059380802,0.27252569731582,0,,,,
gardner-russo,2015-06-30,2015-08-31,4.69134788222914,0.0610610838507074,0.100558280697925,0.714982711471839,0.023339505880437,0.0091743119266055,0.0181818181818182,0.0223991057263485,7.39119563710067,0.0354061439769395,,0.115246839288463,-0.0496589628287556,,0.0231314353498426,0.135409073284861,0,,,,
harris,2015-06-30,2015-08-31,4.93447393313069,0.0185470425140334,0.0415436732534071,0.335085847639943,0.067691981325549,0.0359712230215827,0.202380952380952,-0.0108333199884558,9.68567023412412,-0.00306774573743047,,0.139084049779156,-0.0758946933168264,,-0.00937825303173727,0.102899384903281,1,,,,
lansdowne,2015-06-30,2015-08-31,4.12713438504509,0.0860971141476581,0.122609643291135,0.885555232143152,0.0750938148168691,0.338709677419355,0.369230769230769,0.04970741183323,12.4457046218731,0.166435583807548,,0.129818044870292,-0.0568340757716568,,-0.056090376646222,0.0561872612887966,1,,,,
lone-pine,2015-06-30,2015-08-31,3.8286413964891,0.0346693685942929,0.063457213087787,0.476089332876721,0.232263606952609,0.195652173913043,0.195652173913043,-0.0399070698780225,13.4455704606964,0.0625748437899167,,0.125218547802677,-0.0688191305507404,,0.00764676403424483,0.119924401969263,0,,,,
markel-13f,2015-06-30,2015-08-31,4.71849887129509,0.0275175905194679,0.0812312619021101,0.432002960638195,0.0365504500243034,0.0714285714285714,0.0280373831775701,0.0122223454807291,7.66093375971584,0.0409458250624953,,0.118124408843233,-0.0662884041007591,,-8.78474547301167e-05,0.112189790480288,1,,,,
marshall-wace,2015-06-30,2015-08-31,6.77764659363512,0.00627979477343808,0.0333479124683171,0.164522298967403,0.479252721686961,0.457858769931663,0.388174807197943,-0.00116274133477836,7.14822310433309,0.117791106994586,,0.137779924154351,-0.064375784534531,,-0.0469065046999655,0.0653711332350531,1,,,,
polen,2015-06-30,2015-08-31,3.17805383034795,0.0501545818730718,0.0744710887680072,0.588185309194002,0.0508087767210302,0.0416666666666667,0.0416666666666667,0.00678353104507177,11.3165547037032,0.162852977935451,,0.106549520090054,-0.0476681280383562,,-0.025101127844219,0.0871765100907996,1,,,,
pzena,2015-06-30,2015-08-31,5.01727983681492,0.0168526135047268,0.0304554676036897,0.271059699386202,0.071325155158066,0.0596026490066225,0.0596026490066225,-0.015103006581703,7.08740363146453,-0.00474603876914187,,0.143411448072364,-0.0693975543865578,,-0.0236076936378098,0.0886699442972088,1,,,,
sands,2015-06-30,2015-08-31,3.93182563272433,0.0368287620290275,0.0796403928236706,0.480360131036888,0.0551530739159952,0.0392156862745098,0,-0.0322899148478433,10.1487099086038,0.067412259346517,,0.116691935670064,-0.0824597668665121,,-0.0104642716948823,0.101813366240136,1,,,,
semper-augustus,2015-06-30,2015-08-31,3.43398720448515,0.0855498713037722,0.179327380075777,0.742412274242566,0.034000625351303,0.032258064516129,0.032258064516129,-0.0289699408833015,7.9711820384775,-0.0326265415748552,,0.0993677742428906,-0.0706217682544025,,0.067193679398268,0.179471317333287,0,,,,
tweedy-browne,2015-06-30,2015-08-31,3.85014760171006,0.0513647076337556,0.10550357469512,0.645031020469726,0.0237317334008856,0,0,-0.0232328003414991,10.2210029256672,-0.150667834893464,,0.106746341605793,-0.126600429208485,,0.047426847269501,0.15970448520452,0,,,,
valueact,2015-06-30,2015-08-31,2.63905732961526,0.100787038415533,0.175406460524877,0.869118889506055,0.084602304797465,0.0714285714285714,0.133333333333333,0.0484293136962741,11.4451404936778,0.0309908910940333,,0.159569557511504,-0.0802328070067306,,0.0168533759281436,0.129131013863162,0,,,,
yacktman,2015-06-30,2015-08-31,3.85014760171006,0.0588159582295288,0.119555294324292,0.682783717907798,0.0507639643071499,0,0.06,-0.146978756362163,9.24825736444334,-0.0107882538392926,,0.115456744029447,-0.0752576890464731,,0.103280548464516,0.215558186399535,0,,,,
adage,2015-09-30,2015-11-30,6.56385552653213,0.00480014174257114,0.0260215421743409,0.125345102371785,0.200194671155804,0.142454160789845,0.155555555555556,-0.107577239200602,7.81798421616395,-0.0461820813172133,,0.150621989700742,-0.131245667441981,,-0.00852018582853017,0.0829295751425578,1,,,,
akre,2015-09-30,2015-11-30,3.55534806148941,0.0642921369225774,0.128636375233982,0.689980121682211,0.0609701933521566,0.0285714285714286,0.0810810810810811,0.0377431738640057,7.57767203327125,0.0920024738652743,,0.140016004054884,-0.0797465157631463,,-0.0412307971939864,0.0502189637771016,1,,,,
altimeter,2015-09-30,2015-11-30,2.94443897916644,0.169876961118387,0.315574252840626,0.897502091611296,0.242759192177331,0.157894736842105,0.36,0.14625079370378,8.87908120057209,0.0512955502003684,,0.208471419415471,-0.0846341728986337,,0.0576472425761241,0.149097003547212,0,,,,
berkshire-13f,2015-09-30,2015-11-30,3.87120101090789,0.106653029890969,0.189545366231872,0.82107112292126,0.23634654857672,0.104166666666667,0.0652173913043478,0.17285880843389,12.2181060100656,-0.078454303061376,,0.112845142869793,-0.0833454465034108,,-0.0225967119777816,0.0688530489933064,1,,,,
cantillon,2015-09-30,2015-11-30,2.94443897916644,0.0707425970714919,0.11835241891593,0.763148765258202,0.140765622716759,0,0.05,-0.0649619330274271,7.51117624270093,-0.0486826432977641,,0.106546931877952,-0.0963059164886595,,-0.0212233785696228,0.0702263824014652,1,,,,
coatue,2015-09-30,2015-11-30,4.02535169073515,0.0419288945477827,0.0843378862490154,0.547884742775266,0.197649229049425,0.107142857142857,0.206349206349206,-0.118793344685282,14.0238184601287,0.0681128006709364,,0.167236392614959,-0.103145227845149,,-0.0560891528279594,0.0353606081431286,1,,,,
fisher,2015-09-30,2015-11-30,6.51471269087253,0.0116774578277535,0.0291067518737243,0.225992944021001,0.0603702373547901,0.21037037037037,0.107202680067002,-0.0693309896109606,7.29169515759167,0.0150699543484583,,0.137222634605689,-0.0786857888594144,,-0.065814137468574,0.025635623502514,1,,,,
fundsmith,2015-09-30,2015-11-30,2.99573227355399,0.0695113877712459,0.101657338603361,0.774322367255403,0.124846408313122,0.05,0,0.0316214811742024,10.3008090759469,0.0643881585598397,,0.138163879266386,-0.0652441611308565,,0.0367925430032534,0.128242303974341,0,,,,
gardner-russo,2015-09-30,2015-11-30,4.64439089914137,0.0613839559483525,0.106828823125403,0.714957176768933,0.0287549671827803,0.0576923076923077,0.100917431192661,-0.0272933462027382,7.01705216680989,0.0336495020678746,,0.130409145710609,-0.0588191638079135,,-0.0751274906952912,0.0163222702757968,1,,,,
harris,2015-09-30,2015-11-30,4.80402104473326,0.0183921566777315,0.0424861789210177,0.333036709043888,0.0996346189051561,0.040983606557377,0.158273381294964,-0.0912368236923649,9.58729970756273,0.00569628898068801,,0.16556798790637,-0.105161356375903,,-0.00420749814403566,0.0872422628270523,1,,,,
lansdowne,2015-09-30,2015-11-30,4.0943445622221,0.0871448130445566,0.133180636306988,0.902765717506564,0.0919040270048098,0.266666666666667,0.290322580645161,0.013597317109247,12.1314010929552,0.177494957505876,,0.154927622334673,-0.0718723714674503,,-0.0765102313575484,0.0149395296135396,1,,,,
lone-pine,2015-09-30,2015-11-30,3.76120011569356,0.0336488188804085,0.0594370345178419,0.459096380527913,0.239009091755827,0.209302325581395,0.260869565217391,-0.00519959979345079,13.7987524238653,0.0226180451156295,,0.135608004606139,-0.105059908008231,,-0.05149677581555,0.039952985155538,1,,,,
markel-13f,2015-09-30,2015-11-30,4.79579054559674,0.0266568952778088,0.076777921148011,0.424838550423323,0.0415700133970109,0.0826446280991736,0.00892857142857143,-0.0535018843360092,7.38578558779659,-0.0076464225634603,,0.118915865967745,-0.0828482960567094,,-0.0149516295209889,0.0764981314500991,1,,,,
marshall-wace,2015-09-30,2015-11-30,6.78784498230958,0.00715084713345334,0.0380247821801434,0.183543029365307,0.440238740328161,0.430665163472379,0.424829157175399,0.059923861194822,7.00850479978289,0.0423580722761922,,0.140281461977185,-0.105990987286861,,-0.0352360615357904,0.0562136994352975,1,,,,
polen,2015-09-30,2015-11-30,3.17805383034795,0.0513461578259384,0.0782470519912792,0.580169509012485,0.0741579340665414,0.0416666666666667,0.0416666666666667,0.0551719747640567,11.544015112101,0.130429894723837,,0.121847013248169,-0.0542673346756716,,-0.0921634973899849,-0.000713736418896953,1,,,,
pzena,2015-09-30,2015-11-30,4.99721227376412,0.0168717723978585,0.0312145133346457,0.281894482091737,0.0836372223179717,0.0202702702702703,0.0397350993377483,-0.120722215570199,6.8145677448798,-0.0044507500678949,,0.172195288998385,-0.117704529871626,,0.0708419769568926,0.162291737927981,0,,,,
