long,short,label,months,ann_spread,t_spread,share_positive_months,capm_alpha,capm_t,carhart_alpha,carhart_t,carhart_p,b_MKT,b_SMB,b_HML,b_MOM,worst_year,best_year
BEST1,ALL,Best ideas (#1) − Every held stock,156,0.00508308929041534,0.2508610836915879,0.5128205128205128,0.0023372153191557245,0.10807455701950529,-0.020473135772711898,-1.5017244217030403,0.1331682940612533,0.11443621107874885,-0.3839143932810947,-0.26739678402994804,0.09411653565606955,-0.15159211695845093,0.10832999927932174
BEST3,ALL,Top-3 positions − Every held stock,156,0.0031047688258697605,0.16952806867394735,0.5,0.003784716252412692,0.18489198225273232,-0.017438261553492276,-1.4559140186966397,0.14541638981990063,0.0812298334995334,-0.4205860119504119,-0.24606632469603928,0.04531903096300921,-0.13041583006418633,0.09430934402863457
CROWD_HI,CROWD_LO,Most crowded − Least crowded,156,-0.027291963165266244,-1.5231207276264322,0.46153846153846156,-0.021935817649820666,-1.275006505699013,-0.045014240839163014,-3.4443921386537357,0.0005723449461429445,0.053971500461613746,-0.5115423883393464,-0.09720730933531876,0.016285970571932117,-0.10314114969785682,0.03481259893159499
NEW,ALL,New positions − Every held stock,153,-0.013779493897953125,-1.7254046329665595,0.49673202614379086,-0.019688298767740177,-1.9591500130475765,-0.022547415862062367,-3.2540732743248353,0.0011376293216301201,0.05553879799602398,-0.0019941765132493842,-0.11767952364510363,0.0425642929754837,-0.11097283404056987,0.05175176425882702
NEW,SOLD,New positions − Sold out,153,-0.009674829696322357,-1.4210438645160903,0.45098039215686275,-0.009995756861745236,-1.3751170936617927,-0.01348362223236457,-1.8807431636088658,0.060006865015858155,0.018784792990008965,0.04289671010359199,-0.018847947053394126,0.08773050489198103,-0.07668025848539024,0.03476030132826297
ADD,CUT,Added to − Trimmed,153,0.00694422133769748,1.3247066858174004,0.5620915032679739,0.005405040265914311,0.9623128225420216,0.007819058462054614,1.4064678865469726,0.15958523403583058,0.0019129821191884548,0.013270226112637902,-0.013289265410089212,-0.030325308752425596,-0.039834650669193006,0.03637965455043187
