formation,managers,n_ALL,priced_ALL,n_BEST1,priced_BEST1,n_BEST3,priced_BEST3,n_CROWD_LO,priced_CROWD_LO,n_CROWD_HI,priced_CROWD_HI,turnover_ALL,turnover_BEST1,turnover_BEST3,turnover_CROWD_LO,turnover_CROWD_HI,n_NEW,priced_NEW,n_ADD,priced_ADD,n_CUT,priced_CUT,n_SOLD,priced_SOLD,turnover_NEW,turnover_ADD,turnover_CUT,turnover_SOLD
2023-08-31,76,2186,0.9837983798379839,59,0.972972972972973,139,0.9811320754716983,436,0.9797752808988764,438,0.9864864864864865,0.13450398160426846,0.32306156582018225,0.24316403347708207,0.47966677763383925,0.22448366409989004,923.0,0.9854604200323105,912.0,0.9863672814755413,814.0,0.9876760563380281,857.0,0.9781468531468532,0.679442293175065,0.5302487721881908,0.5703946971206575,0.6968383924540057
2023-11-30,77,2182,0.9833258224425419,54,0.9342105263157897,132,0.9547511312217194,437,0.9842342342342343,436,0.9841986455981944,0.12445379037842516,0.29121540253627864,0.22237239217656413,0.5467082510672487,0.21999832756105922,824.0,0.9862187769164514,861.0,0.985797827903091,776.0,0.9855072463768114,916.0,0.9809069212410501,0.7105901616505973,0.5446052455764685,0.5900143200731581,0.6917528985630478
2024-02-29,76,2184,0.9860045146726863,56,1.0,142,0.9953488372093022,437,0.9864559819413095,439,0.9909706546275397,0.13459758059221086,0.2814215190720028,0.25618999515839896,0.5088375486630002,0.22544324565347168,947.0,0.9906103286384979,827.0,0.9894921190893171,813.0,0.9903508771929823,887.0,0.969964664310954,0.711650162180414,0.5884598772780845,0.5677167482986948,0.7097957077633172
2024-05-31,75,2248,0.9863975427819218,52,0.9999999999999999,136,0.9906976744186046,452,0.9912280701754386,450,0.9890109890109888,0.13776675103791064,0.25722087480597855,0.24168812596449896,0.5304707629908132,0.23360076778451505,1057.0,0.9883081155433288,949.0,0.9878695981804395,815.0,0.98753339269813,876.0,0.9914015477214102,0.6797406639726604,0.5787881298860483,0.5780975419019994,0.7028384609480645
2024-08-31,74,2298,0.986266094420601,51,0.9859154929577464,134,0.9906103286384975,457,0.9806866952789703,463,0.9935622317596569,0.12021868678890482,0.2562108947759947,0.20961216526311793,0.47591741593234244,0.20880494790358745,891.0,0.993431855500821,1088.0,0.9853875476493013,820.0,0.9953789279112752,901.0,0.9837049742710118,0.7133948798697253,0.5476411844501554,0.5917553082369997,0.6837047178313358
2024-11-30,75,2284,0.9878892733564015,56,0.972972972972973,146,0.9863013698630136,454,0.9805615550755937,459,0.9935064935064934,0.1407255663369983,0.35793875481063764,0.26703295327725196,0.5230578685853424,0.21708253936372487,853.0,0.9921121822962315,964.0,0.9955489614243324,941.0,0.9892915980230643,884.0,0.9883624272651703,0.7297626856611807,0.5318471492990682,0.5927008869512046,0.7078490254509597
2025-02-28,75,2324,0.9889361702127658,53,0.9589041095890412,150,0.9863636363636363,462,0.9829787234042553,467,0.9936170212765957,0.12477501826188749,0.2805269602703632,0.2536239678222,0.5182831349010317,0.2246175236246982,906.0,0.9921073401736386,1044.0,0.9915014164305951,903.0,0.9881796690307328,845.0,0.9907663896583565,0.7359250343901396,0.5644482315022052,0.5575897814334257,0.7228756789485269
2025-05-31,73,2335,0.9860641891891893,55,0.9722222222222219,140,0.9905213270142182,467,0.985232067510548,468,0.9894291754756872,0.1252249827000929,0.3083148934889497,0.28587824830031394,0.5229326037591916,0.20384729663692158,940.0,0.9904988123515439,1183.0,0.9946172248803827,916.0,0.9881889763779527,910.0,0.9884297520661156,0.7058694403895712,0.5398955081698941,0.5720074550932831,0.7095525674335067
2025-08-31,76,2398,0.990909090909091,54,0.9605263157894739,136,0.9864253393665158,480,0.9917355371900827,481,0.993801652892562,0.13334053690411396,0.3035625810074552,0.252998513712312,0.49962698442574044,0.22751055482953392,1017.0,0.9957567185289957,1188.0,0.9907084785133566,942.0,0.9877850162866451,868.0,0.9908925318761385,0.7140070809996554,0.4959815323380583,0.5825889487310494,0.714003884192276
2025-11-30,74,2411,0.9913651315789473,54,0.9726027397260275,139,0.9908256880733946,480,0.9856262833675562,485,0.997942386831276,0.13594159702722164,0.26808654582591757,0.26438499284149897,0.4944884685920932,0.24310323301308967,970.0,0.9948830409356726,1182.0,0.9946555819477436,934.0,0.9902518277822907,924.0,0.9863123993558776,0.7100794210886674,0.5004782014867206,0.5811711119344759,0.7105032874044952
2026-02-28,73,2417,0.9922003284072249,48,0.9722222222222223,134,0.9906976744186045,482,0.9877049180327866,485,0.9958932238193016,0.13787796434370977,0.2888908335662472,0.2716911162948026,0.48709579490221616,0.24527470442695704,956.0,0.9923488905891356,1180.0,0.9965217391304347,951.0,0.9912280701754386,914.0,0.9826635145784082,0.7127122830375934,0.529452834738915,0.5979579233359408,0.7454290573127424
2026-05-31,73,2469,0.991168205539944,49,0.9726027397260273,135,0.9906103286384975,489,0.9799599198396791,497,0.997991967871486,0.1386291932506175,0.2853399129716463,0.2948500235096051,0.47761823501913847,0.25935488394375456,1044.0,0.9911080711354309,1294.0,0.9955555555555555,1013.0,0.9964412811387903,942.0,0.9805389221556888,0.7016522504085803,0.5073055908548592,0.5685205329815943,0.7019665655250595
2026-08-31,71,2461,0.989545637314033,46,0.9855072463768114,129,0.9903846153846153,481,0.9658634538152613,497,0.9999999999999999,0.12465762091028686,0.3208541258285471,0.3213026152260841,0.4678419721312126,0.2506732911594267,937.0,0.9949201741654572,1172.0,0.9940298507462686,1080.0,0.9979281767955801,976.0,0.9842931937172774,0.7075880746429504,0.5067010133474741,0.5442761467274503,0.6790399482345083
