period,rebalance,n,priced_share
2016-12-31,2017-06-30,1,0.9715253083489337
2017-03-31,2017-06-30,1,0.9679213511812631
2017-06-30,2017-08-31,2,0.23760507805798595
2017-09-30,2017-11-30,2,0.24578616352201257
2017-12-31,2018-02-28,2,0.2657802659202239
2018-03-31,2018-05-31,3,0.6811297584936553
2018-06-30,2018-08-31,2,1.0
2018-09-30,2018-11-30,2,1.0
2019-12-31,2020-02-29,1,1.0
2020-03-31,2020-05-31,3,1.0
2020-06-30,2020-08-31,4,1.0
2020-09-30,2020-11-30,4,0.9999999999999999
2020-12-31,2021-02-28,6,1.0
2021-03-31,2021-05-31,6,1.0
2021-06-30,2021-08-31,6,1.0
2021-09-30,2021-11-30,7,1.0000000000000002
2021-12-31,2022-02-28,6,1.0
2022-03-31,2022-05-31,6,1.0
2022-06-30,2022-08-31,5,1.0
2022-09-30,2022-11-30,5,1.0
2022-12-31,2023-02-28,5,0.9999999999999999
2023-03-31,2023-05-31,6,1.0
2023-06-30,2023-08-31,5,1.0
2023-09-30,2023-11-30,5,1.0
2023-12-31,2024-02-29,5,1.0
2024-03-31,2024-05-31,5,1.0
2024-06-30,2024-08-31,6,0.9999999999999999
2024-09-30,2024-11-30,7,1.0
2024-12-31,2025-02-28,7,1.0
2025-03-31,2025-05-31,7,0.9999999999999999
2025-06-30,2025-08-31,8,0.9999999999999999
2025-09-30,2025-11-30,8,1.0
2025-12-31,2026-02-28,8,1.0
2026-03-31,2026-05-31,13,0.9999999999999999
2026-06-30,2026-08-31,7,1.0
