period,rebalance,n,priced_share
2013-06-30,2013-08-31,36,0.6710304557681752
2013-09-30,2013-11-30,38,0.6602858056634173
2013-12-31,2014-02-28,38,0.6822360895749161
2014-03-31,2014-05-31,43,0.6922810725022461
2014-06-30,2014-08-31,35,0.6238108710487421
2014-09-30,2014-11-30,40,0.6681502569443614
2014-12-31,2015-02-28,37,0.629726340619284
2015-03-31,2015-05-31,37,0.6485113363031118
2015-06-30,2015-08-31,34,0.6295823148057159
2015-09-30,2015-11-30,39,0.6574707115890028
2015-12-31,2016-02-29,40,0.7055717601879935
2016-03-31,2016-05-31,39,0.6581709521569999
2016-06-30,2016-08-31,43,0.7560131312643283
2016-09-30,2016-11-30,44,0.7663843862917646
2016-12-31,2017-02-28,44,0.7900483355053441
2017-03-31,2017-05-31,45,0.8037080501652373
2017-06-30,2017-08-31,45,0.8345890186211955
2017-09-30,2017-11-30,44,0.8040773435161453
2017-12-31,2018-02-28,41,0.764177527764221
2018-03-31,2018-05-31,45,0.8100728735853531
2018-06-30,2018-08-31,46,0.8228370320506045
2018-09-30,2018-11-30,51,0.8818753762724746
2018-12-31,2019-02-28,49,0.8457124697709172
2019-03-31,2019-05-31,53,0.892663742176344
2019-06-30,2019-08-31,51,0.888079146428097
2019-09-30,2019-11-30,56,0.9454871569786408
2019-12-31,2020-02-29,56,0.9576265113784117
2020-03-31,2020-05-31,53,0.9297932562820144
2020-06-30,2020-08-31,56,0.9919886180127785
2020-09-30,2020-11-30,54,0.9846010981006141
2020-12-31,2021-02-28,54,0.9590193658402552
2021-03-31,2021-05-31,55,0.9557451419411959
2021-06-30,2021-08-31,53,0.9457192171409154
2021-09-30,2021-11-30,46,0.8521367353461443
2021-12-31,2022-02-28,52,0.9059995245534371
2022-03-31,2022-05-31,53,0.9303165281710816
2022-06-30,2022-08-31,53,0.9331109050658639
2022-09-30,2022-11-30,53,0.9393425473753765
2022-12-31,2023-02-28,56,0.9700832579200946
2023-03-31,2023-05-31,54,0.9521927863003922
2023-06-30,2023-08-31,58,0.9732142338229937
2023-09-30,2023-11-30,53,0.9065840525050394
2023-12-31,2024-02-29,57,0.9591308000228302
2024-03-31,2024-05-31,57,0.9507046564402738
2024-06-30,2024-08-31,56,0.9445787119783084
2024-09-30,2024-11-30,58,0.9810562606285146
2024-12-31,2025-02-28,59,0.985998599983065
2025-03-31,2025-05-31,57,0.981033806551143
2025-06-30,2025-08-31,58,0.9871809969924993
2025-09-30,2025-11-30,55,0.9624210441340766
2025-12-31,2026-02-28,58,1.0
2026-03-31,2026-05-31,56,0.9786058001792346
2026-06-30,2026-08-31,56,0.9812164878769766
