period,rebalance,n,priced_share
2013-06-30,2013-08-31,9,0.8836449029543222
2013-09-30,2013-11-30,12,0.8895228177857226
2013-12-31,2014-02-28,9,0.8848183334273341
2014-03-31,2014-05-31,11,0.8899545414904699
2014-06-30,2014-08-31,11,0.9033565674578272
2014-09-30,2014-11-30,9,0.8438962169712645
2014-12-31,2015-02-28,11,0.8576809777891964
2015-03-31,2015-05-31,12,0.8904631457092519
2015-06-30,2015-08-31,12,0.868548063837267
2015-09-30,2015-11-30,12,0.8711906356704869
2015-12-31,2016-02-29,11,0.8424834793852702
2016-03-31,2016-05-31,11,0.83885061050774
2016-06-30,2016-08-31,13,0.8829552983287924
2016-09-30,2016-11-30,12,0.891648322672133
2016-12-31,2017-02-28,13,0.8806598360659103
2017-03-31,2017-05-31,12,0.8194679118046603
2017-06-30,2017-08-31,13,0.8287275963041904
2017-09-30,2017-11-30,12,0.8548893508749036
2017-12-31,2018-02-28,11,0.8068375466473693
2018-03-31,2018-05-31,11,0.8055635005204578
2018-06-30,2018-08-31,14,0.8685359750677608
2018-09-30,2018-11-30,18,0.997835275129675
2018-12-31,2019-02-28,20,0.9974989815209098
2019-03-31,2019-05-31,19,0.9941350759614849
2019-06-30,2019-08-31,21,0.9702822228827541
2019-09-30,2019-11-30,20,0.9707202119302234
2019-12-31,2020-02-29,20,0.9560639006866454
2020-03-31,2020-05-31,21,0.9502237376649845
2020-06-30,2020-08-31,19,0.8897995333235041
2020-09-30,2020-11-30,12,0.9999999999999999
2020-12-31,2021-02-28,11,1.0
2021-03-31,2021-05-31,11,0.994577463596985
2021-06-30,2021-08-31,10,0.9886492263808361
2021-09-30,2021-11-30,12,0.9999965252618099
2021-12-31,2022-02-28,10,0.9952815908301376
2022-03-31,2022-05-31,10,0.9905588705693853
2022-06-30,2022-08-31,12,0.9625280662603588
2022-09-30,2022-11-30,9,0.9493605174414192
2022-12-31,2023-02-28,8,0.9950654627662303
2023-03-31,2023-05-31,8,0.9964149926851869
2023-06-30,2023-08-31,8,0.9966268208081978
2023-09-30,2023-11-30,12,1.0
2023-12-31,2024-02-29,14,1.0
2024-03-31,2024-05-31,12,1.0
2024-06-30,2024-08-31,10,1.0
2024-09-30,2024-11-30,9,1.0
2024-12-31,2025-02-28,11,1.0
2025-03-31,2025-05-31,13,1.0
2025-06-30,2025-08-31,15,0.9642867500622183
2025-09-30,2025-11-30,14,0.9678354228628948
2025-12-31,2026-02-28,15,1.0
2026-03-31,2026-05-31,17,1.0
2026-06-30,2026-08-31,17,1.0
