year,bias_stat
2015,1.4132066635159368
2016,0.7977468241239529
2017,0.5467386412650037
2018,1.584572718169487
2019,0.9338156002227391
2020,1.8047595672645207
2021,0.6948385058943123
2022,1.1932820708277971
2023,0.8436864796860433
2024,0.6876191796250319
2025,0.6260932698498339
2026,0.9112871828879366
