period,rebalance,n,priced_share
2013-06-30,2013-08-31,13,0.47013199652551085
2013-09-30,2013-11-30,14,0.5406128901694724
2013-12-31,2014-02-28,21,0.5732686431564152
2014-03-31,2014-05-31,27,0.5925713966689548
2014-06-30,2014-08-31,23,0.5585680495135678
2014-09-30,2014-11-30,23,0.5574345996827875
2014-12-31,2015-02-28,22,0.6682760544796087
2015-03-31,2015-05-31,24,0.6228061604805295
2015-06-30,2015-08-31,27,0.6270813832976428
2015-09-30,2015-11-30,18,0.6882086935809353
2015-12-31,2016-02-29,17,0.5788935170290721
2016-03-31,2016-05-31,24,0.6309155125422021
2016-06-30,2016-08-31,24,0.645016542957869
2016-09-30,2016-11-30,29,0.723281454226276
2016-12-31,2017-02-28,27,0.7645374507494311
2017-03-31,2017-05-31,25,0.7639124404398895
2017-06-30,2017-08-31,25,0.8066904016914218
2017-09-30,2017-11-30,26,0.7868684071059416
2017-12-31,2018-02-28,30,0.7858044477175129
2018-03-31,2018-05-31,29,0.7799146860126298
2018-06-30,2018-08-31,28,0.7858951708056771
2018-09-30,2018-11-30,21,0.6758763543524727
2018-12-31,2019-02-28,15,0.769587055457733
2019-03-31,2019-05-31,20,0.7373834918766987
2019-06-30,2019-08-31,30,0.7789550703826528
2019-09-30,2019-11-30,27,0.7212986077689744
2019-12-31,2020-02-29,25,0.7058161356453256
2020-03-31,2020-05-31,21,0.7269884960034113
2020-06-30,2020-08-31,27,0.8789664213007665
2020-09-30,2020-11-30,32,0.888086805806644
2020-12-31,2021-02-28,39,0.8591115481840954
2021-03-31,2021-05-31,39,0.8960515561109407
2021-06-30,2021-08-31,36,0.9108916446248041
2021-09-30,2021-11-30,33,0.8957683251917543
2021-12-31,2022-02-28,31,0.8647335635929283
2022-03-31,2022-05-31,30,0.8657962343539192
2022-06-30,2022-08-31,19,0.879615120971178
2022-09-30,2022-11-30,23,0.838327545648034
2022-12-31,2023-02-28,19,0.9355830032459036
2023-03-31,2023-05-31,22,0.926269210147896
2023-06-30,2023-08-31,26,0.9069456946900454
2023-09-30,2023-11-30,27,0.9275245754783267
2023-12-31,2024-02-29,27,0.8881639525058918
2024-03-31,2024-05-31,32,0.9566481564566058
2024-06-30,2024-08-31,35,0.9510731666349297
2024-09-30,2024-11-30,32,0.9213481424277554
2024-12-31,2025-02-28,30,0.8839291541064865
2025-03-31,2025-05-31,31,0.849741726766176
2025-06-30,2025-08-31,41,0.8920843393695621
2025-09-30,2025-11-30,36,0.9042809351511301
2025-12-31,2026-02-28,39,0.9553956197465961
2026-03-31,2026-05-31,30,0.9041058159250334
2026-06-30,2026-08-31,36,0.9136063644838482
